box,year,Clutch_size,ld,average_temperature_laying,average_temperature_per1,average_temperature_per2,average_temperature_per3,average_temperature_per4,Num_fledglings,Num_chicks,num_neighbors,Mother
EX13,2012,7,105,6.671428571,8.261111111,10.16875,10.10625,17.325,0,1,6,TP42081
SW113,2012,5,101,6.99,7.852777778,8.65,9.55,12.54375,3,4,6,TP42153
SW115,2013,6,115,8.233333333,10.57857143,9.80625,9.78125,12.175,5,5,4,TP42153
EX17,2016,5,110,8.35,9.736111111,12.30625,12.19375,12.8875,5,5,7,TP42243
EX43C,2016,8,126,15.44375,12.04166667,12.33125,14.425,16.25625,6,8,5,TP42261
EX49A,2017,7,108,8.885714286,9.242857143,11.44375,13.14375,16.88125,4,6,5,TP42261
EX72A,2013,8,130,9.14375,10.42142857,12.5375,13.06875,14.65,8,8,4,TP42380
EX75,2013,8,123,11.925,9.7125,11.15625,12.64375,13.13125,6,6,4,TP42439
C41,2015,8,112,8.80625,10.409375,9.95625,11.59375,12.06875,7,7,3,TP42521
C133,2015,6,108,9.241666667,9.4,11.0375,10.50625,11.2125,6,6,7,TP42553
C130,2016,5,110,8.35,9.736111111,12.30625,12.19375,12.8875,5,5,6,TP42553
P14,2016,9,129,13.65555556,12.17307692,13.0625,17.1375,14.98125,4,7,6,TP42687
P12,2017,7,107,8.871428571,9.161764706,12.475,13.64375,16.9125,0,7,3,TP42687
O30,2016,7,115,5.692857143,12.17222222,12.4125,12.6625,15.64375,0,7,5,TP42688
O24,2017,8,102,8.66875,8.803333333,10,13.31875,15.1625,5,5,3,TP42688
O24,2018,10,111,9.775,11.65555556,13.025,16.8125,15.38125,7,10,3,TP42688
O28,2019,11,105,12.55909091,9.121875,10.74375,12.75,14.4375,10,10,4,TP42688
SW45,2015,7,111,9.371428571,9.996875,10.24375,11.4,11.35,3,4,6,TP42709
SW52,2016,8,113,5.94375,12.37,11.2625,12.26875,13.4,6,7,4,TP42709
O109,2015,10,106,9.725,9.841176471,10.9625,11.1875,11.10625,8,10,6,TP42715
O82,2016,16,112,7.934375,12.99285714,12.8875,16.43125,15.14375,0,16,5,TP42715
O82,2017,7,99,9.871428571,8.947619048,10.575,12.9125,16.75625,6,6,6,TP42715
EX49,2015,7,108,9.328571429,9.3,11.0375,10.50625,11.2125,7,7,5,TP42738
B205,2015,7,118,9.021428571,10.834375,11.1875,11.10625,12.00625,2,5,7,TP42743
SW59,2014,6,115,11.43333333,11.03214286,14.09375,12.26875,13.375,6,6,5,TP42746
SW62,2015,4,125,10.4,10.79666667,11.59375,12.06875,12.4,4,4,6,TP42746
SW59,2016,7,129,14.81428571,11.46923077,12.8875,16.43125,15.14375,6,6,4,TP42746
SW59,2017,5,111,8.41,9.828947368,12.9125,16.75625,14.8125,0,4,5,TP42746
SW59,2018,5,129,10.84,12.82307692,16.8125,15.38125,14.9375,3,3,3,TP42746
SW9,2015,7,109,9.85,9.961111111,10.24375,11.4,11.35,7,7,5,TP42750
C3A,2014,5,94,10.83,9.532352941,11.325,10.8,12.2875,3,4,7,TP42754
C6,2015,3,116,6.483333333,9.823076923,11.13125,11.00625,10.9625,1,3,4,TP42754
EX81A,2017,7,110,8.185714286,9.715625,13.31875,15.1625,16.05,2,4,4,TP42771
SW32,2014,7,98,9.321428571,10.27894737,10.8,12.2875,13.90625,6,7,4,TP42797
MP74,2015,7,107,9.321428571,9.4,11.0375,10.50625,11.2125,1,6,3,TP42821
W22,2016,7,130,13.55,11.675,12.8875,16.43125,15.14375,2,7,6,TP42886
W55,2017,7,103,8.457142857,8.796428571,10.28125,12.99375,14.25625,7,7,3,TP42886
EX9,2016,6,129,15.78333333,11.50357143,12.8875,16.43125,15.14375,4,5,4,TP42888
EX9,2017,7,110,8.185714286,9.578571429,12.475,13.64375,16.9125,6,6,4,TP42888
W37,2017,8,99,9.74375,8.032142857,10.6125,11.44375,13.14375,8,8,8,TP42898
SW121,2013,5,123,12.06,10.13157895,11.15625,12.64375,13.13125,4,4,9,TP42911
O119,2012,7,115,8.642857143,9.45,9.5,17.1125,12.9125,4,6,6,TP42927
SW116,2013,5,129,9.79,9.79375,11.85625,13.00625,14.34375,5,5,4,TP42944
SW20,2013,7,123,11.91428571,10.025,9.55625,12.5375,13.06875,6,6,4,TP42982
SW59,2012,8,103,6.63125,8.542857143,9.55,12.54375,16.7375,8,8,4,TR40042
B59,2012,7,108,7.75,8.726470588,9.55,12.54375,16.7375,0,5,5,TR40051
EX62D,2012,8,112,8.08125,9.036842105,11.16875,17.0875,12.3,7,7,3,TR40093
B69,2012,5,100,7.37,7.933333333,8.93125,9.00625,14.6375,2,5,6,TR40108
MP83,2011,9,101,10.6,13.05769231,12.84375,11.74375,12.2375,9,9,2,TR40243
MP83,2012,8,93,6.88125,7.747826087,8.65,9.55,12.54375,4,7,3,TR40243
MP65,2013,5,129,9.79,9.691666667,10.68125,12.48125,12.9,4,4,2,TR40256
MP4,2015,9,98,10.38333333,8.938888889,11.15625,10.9625,11.1875,3,9,5,TR40261
B199,2012,5,105,6.23,8.463636364,9.55,12.54375,16.7375,3,5,5,TR40263
SW55,2011,8,113,12.35,12.67142857,11.60625,11.9625,13.74375,4,7,3,TR40328
O45,2011,7,103,10.83571429,12.58,13.25,11.75,11.78125,7,7,5,TR40336
O46,2011,10,102,11.335,12.19642857,13.775,11.49375,11.9375,10,10,6,TR40339
O46,2012,8,108,7.80625,9.114285714,9.5,17.1125,12.9125,0,NA,4,TR40339
O6,2012,9,102,6.716666667,8.247368421,10.16875,10.10625,17.325,0,9,2,TR40363
O5,2013,8,123,11.925,9.791666667,11.5125,12.8125,14.24375,8,8,3,TR40363
B10,2013,8,119,10,10.64705882,9.55625,12.5375,13.06875,3,8,4,TR40590
CP5A,2012,6,103,6.375,NA,NA,NA,NA,0,NA,5,TR40725
O75C,2012,8,97,7.23125,7.411764706,8.575,10.16875,10.10625,0,8,2,TR40757
EX73A,2012,9,111,8.022222222,9.235294118,9.5,17.1125,12.9125,6,6,5,TR41170
C26,2014,7,113,11.2,11.07333333,14.09375,12.26875,13.375,0,5,5,TR41176
C153,2015,7,110,9.835714286,9.363333333,11.13125,11.00625,10.9625,3,7,3,TR41176
SW87,2013,9,126,10.75555556,10.00588235,12.5375,13.06875,14.65,5,8,5,TR41967
SW87,2015,9,107,9.705555556,9.54375,11.13125,11.00625,10.9625,0,9,7,TR41967
EX60,2011,9,102,10.87222222,12.84615385,12.875,11.7125,12,9,9,5,TR42058
O31,2011,10,103,12.025,11.94230769,13.775,11.49375,11.9375,4,9,6,TR42115
W15,2012,10,104,6.865,8.960526316,9.31875,13.7,16.09375,9,9,5,TR42129
CP36,2011,12,106,12.925,12.496875,11.49375,11.9375,13.71875,0,10,4,TR42233
O8,2011,9,107,13.61111111,12.01153846,12.925,12.15,12.2625,5,9,4,TR42288
O12,2012,9,104,6.688888889,8.302941176,10.16875,10.10625,17.325,0,5,4,TR42288
O21,2012,11,113,8.981818182,8.976666667,11.16875,17.0875,12.3,10,10,4,TR42314
O20,2015,10,110,8.965,10.54285714,10.24375,11.4,11.35,3,9,8,TR42314
O1,2016,5,128,16.35,12.065625,12.8875,16.43125,15.14375,1,5,5,TR42314
B107,2012,6,117,9.2,9.24,10.10625,17.325,12.5375,6,6,5,TR42336
B107,2013,7,128,10.00714286,9.8375,12.175,13.15625,14.575,0,6,5,TR42336
O57,2012,5,105,6.23,8.722,9.04375,15.53125,14.0375,0,5,8,TR42422
EX16,2012,7,107,7.328571429,8.960526316,9.31875,13.7,16.09375,6,7,9,TR42428
EX16,2014,9,111,11.36666667,11.14642857,13.53125,12.81875,13.2375,8,8,9,TR42428
EX16,2015,9,108,9.405555556,9.690625,10.9625,11.1875,11.10625,9,9,7,TR42428
EX16,2016,8,123,13.4,12.95357143,12.15,13.94375,16.5625,7,7,6,TR42428
SW126,2012,8,114,8.525,9.289473684,13.7,16.09375,11.83125,5,5,5,TR42460
SW131,2012,8,103,6.63125,8.839130435,9.00625,14.6375,14.9875,3,3,6,TR42474
SW131,2013,7,119,9.607142857,10.73529412,9.78125,12.175,13.15625,3,5,6,TR42474
EX12,2011,9,102,10.87222222,12.525,13.25,11.75,11.78125,8,8,6,TR42565
EX76,2011,10,103,12.025,12.29666667,13.68125,11.875,12.16875,10,10,5,TR42570
W69,2021,7,97,4.65,7.318181818,9.23125,10.79375,10.03125,6,7,8,TR42592
B153,2020,8,110,11.48125,10.87,8.55,15.10625,16.04375,5,5,7,TR42599
B57,2021,8,113,7.71875,8.77,10.50625,11.23125,15.54375,2,5,5,TR42599
B57,2022,8,106,11.26875,10.50666667,13.30625,14.84375,12.2,6,6,5,TR42599
O36,2012,9,105,6.911111111,8.579411765,10.14375,11.16875,17.0875,2,8,6,TR42615
MP68,2012,10,94,6.975,7.367647059,8.6125,9.8,9.5,5,9,5,TR42719
MP68,2013,7,118,8.764285714,10.45,10.28125,11.35625,12.71875,5,5,6,TR42719
SW73,2020,9,110,11.46666667,10.57666667,8.89375,15.40625,15.69375,8,8,3,TR42800
EX54,2014,10,103,9.325,11.05,11.5875,14.54375,12.4375,0,10,5,TR42927
W35,2016,5,126,15.27,12.99615385,12.26875,13.4,16.93125,0,5,4,TR43012
EX43D,2017,6,103,8.533333333,8.66875,10,13.31875,15.1625,6,6,4,TR43052
EX43E,2018,7,118,8.742857143,12.36333333,13.49375,17.325,15.23125,7,7,4,TR43052
EX43E,2019,9,97,6.561111111,11.85357143,9.01875,9.1875,12.025,5,5,7,TR43052
C61A,2018,9,109,12.12777778,10.83076923,11.44375,13.025,16.8125,8,8,5,TR43100
MP71,2015,6,103,10.05833333,8.583333333,10.7,11.13125,11.00625,0,5,4,TR43187
MP69,2016,4,125,12.6625,13.40384615,12.2,12.775,17.05,0,3,4,TR43187
B49,2015,6,114,8.333333333,10.409375,9.95625,11.59375,12.06875,5,5,5,TR43191
B56,2016,6,125,14.36666667,12.99615385,12.26875,13.4,16.93125,5,6,7,TR43191
O81,2018,8,114,8.275,12.05625,12.73125,16.24375,15.83125,5,5,7,TR43204
W61,2019,10,103,10.77,10.23571429,8.69375,11.825,13.075,8,8,3,TR43214
W62,2020,10,103,9.8,10.67142857,11.4875,10.09375,15.39375,9,10,4,TR43214
W62,2021,9,115,7.055555556,9.8525,11.23125,15.54375,16.9125,6,7,2,TR43214
O82,2020,9,127,10.10555556,12.45625,15.28125,14.5,13.175,0,3,6,TR43254
B218,2019,8,108,13.69375,9.05,9.75,12.125,13.31875,4,5,5,TR43266
B27,2020,8,109,11.14375,10.2,10.1125,13.66875,15.2375,2,8,5,TR43266
SW76,2020,8,106,10.3625,10.52857143,10.84375,11.4125,15.28125,8,8,4,TR43320
SW76,2021,7,117,6.814285714,9.778125,9.9625,14.1875,16.09375,7,7,3,TR43320
SW86,2020,9,108,11.08888889,10.00416667,10.575,12.45625,15.275,7,7,5,TR43323
SW83,2021,8,107,8.29375,8.008823529,10.98125,9.9625,14.1875,1,5,7,TR43323
SW86,2022,9,102,11.65555556,10.278125,13.0125,14.7625,13.125,8,8,4,TR43323
SW88,2023,10,105,9.275,10.94375,11.90625,12.875,13.03125,0,9,4,TR43323
B170A,2020,8,112,11.33125,10.52142857,8.89375,15.40625,15.69375,0,8,5,TR43325
B48,2020,7,114,10.86428571,9.9625,12.45625,15.275,13.825,3,6,7,TR43327
W73,2021,6,119,6.675,10.0125,9.90625,15.0125,16.21875,6,6,5,TR43329
EX63,2021,8,116,6.90625,9.852941176,9.90625,15.0125,16.21875,8,8,3,TR43331
W99A,2021,4,117,6.975,8.865625,10.5375,11.7125,15.90625,4,4,5,TR43335
W99A,2022,8,104,11.53125,10.07857143,13.13125,14.45,13.4125,8,8,5,TR43335
W99A,2023,7,111,7.707142857,12.015625,11.76875,13.26875,12.94375,7,7,6,TR43335
W11,2021,7,111,8.3,8.103333333,10.74375,9.90625,15.0125,4,6,6,TR43345
EX22,2022,9,100,11.1,9.9875,12.975,14.25,13.59375,0,8,4,TR43345
EX21,2023,10,100,8.945,10.3325,12.2,12.4625,13.08125,10,10,5,TR43345
EX65,2021,6,115,7.283333333,9,10.325,12.3875,16.01875,6,6,6,TR43346
B18,2021,5,118,6.46,9.68,10.5875,15.425,16.81875,5,5,4,TR43351
C24A,2021,6,107,8.05,7.27,10.1625,10.50625,11.23125,6,6,7,TR43359
W67,2021,8,110,8.475,7.921428571,10.98125,9.9625,14.1875,8,8,5,TR43364
W104,2022,8,107,11.0375,10.45714286,13.30625,14.84375,12.2,7,7,3,TR43372
W103A,2023,7,111,7.707142857,12.03666667,11.725,13.21875,12.9875,6,6,4,TR43372
CP7,2023,7,116,10.55,12.028125,12.875,13.03125,13.6375,0,5,3,TR43373
W97,2023,9,114,9.544444444,12.10882353,13.21875,13,14.39375,7,7,6,TR43397
C20,2014,8,97,9.6125,10.05666667,10.63125,11.68125,14.49375,5,8,4,TR43484
C20,2015,8,103,9.55625,9.176666667,11.425,10.24375,11.4,7,8,4,TR43484
EX49C,2012,14,117,8.885714286,11.86388889,16.09375,11.83125,12.4875,2,9,7,TR43544
W12,2013,8,123,11.925,9.767647059,11.35625,12.71875,13.6,6,6,5,TR43544
EX18,2014,9,99,9.322222222,10.28888889,11.6875,13.53125,12.81875,4,4,7,TR43544
W78,2015,9,103,9.638888889,9.409375,11.16875,9.95625,11.59375,7,7,4,TR43544
W78,2016,7,109,7.842857143,9.979411765,12.30625,12.19375,12.8875,5,5,5,TR43544
B161,2011,9,106,13.43888889,11.43333333,14.06875,11.60625,11.9625,9,9,6,TR43554
EX62A,2012,9,108,7.833333333,9.09047619,10.10625,17.325,12.5375,6,6,3,TR43559
MP33,2012,9,102,6.716666667,8.839130435,9.00625,14.6375,14.9875,8,8,4,TR43588
SW28,2012,7,97,7.342857143,NA,NA,NA,NA,0,NA,8,TR43589
SW105,2011,8,105,12.88125,11.94230769,13.775,11.49375,11.9375,3,6,4,TR43591
SW104,2012,6,93,6.241666667,7.285294118,8.525,8.65,9.55,2,6,5,TR43591
SW106,2013,5,124,12.82,10.28333333,9.55625,12.5375,13.06875,4,4,4,TR43591
CP19,2011,7,105,12.51428571,12.45384615,13.25,11.75,11.78125,7,7,5,TR43611
CP19,2012,6,102,6.158333333,8.291666667,8.93125,9.00625,14.6375,0,6,6,TR43611
CP17,2013,5,130,9.39,9.6375,11.15625,12.64375,13.13125,3,3,5,TR43611
EX76,2012,7,106,6.742857143,8.302941176,10.16875,10.10625,17.325,5,7,4,TR43661
SW86,2014,10,101,8.755,10.92941176,11.68125,14.49375,12.275,3,8,3,TR44058
EX22,2015,9,108,9.405555556,9.008333333,11.0375,10.50625,11.2125,0,7,7,TR44083
MP69,2015,8,105,9.525,9.415625,11.0375,10.50625,11.2125,0,8,5,TR44084
O85,2015,8,115,7.93125,10.98666667,10.83125,11.1,12.08125,5,7,5,TR44096
O42,2012,8,118,9.0375,NA,NA,NA,NA,8,8,9,TR44139
O110,2011,10,98,10.7,12.82,12.84375,11.74375,12.2375,10,10,5,TR44157
O109,2012,9,95,6.816666667,NA,NA,NA,NA,0,NA,5,TR44157
SW33,2011,7,113,12.16428571,12.96538462,11.75,11.78125,13.225,1,7,4,TR44160
SW33,2012,6,114,8.191666667,9.204545455,14.6375,14.9875,12.11875,3,4,5,TR44160
SW33,2013,5,129,9.79,10.3,12.64375,13.13125,14.46875,3,5,4,TR44160
SW33,2014,8,106,9.725,11.08809524,14.09375,12.26875,13.375,6,7,3,TR44160
SW1,2015,8,110,9.3125,9.957894737,10.50625,11.2125,12.2375,8,8,3,TR44247
SW3,2016,9,126,15.05555556,11.44615385,12.6625,15.64375,15.5625,5,9,5,TR44247
SW1,2017,9,103,8.855555556,9.15625,10.98125,12.85625,16.9875,8,8,3,TR44247
SW122,2014,6,110,10.80833333,11.10294118,12.80625,13.3125,13.35625,6,6,8,TR44249
O86,2015,7,114,8.328571429,10.54,9.95625,11.59375,12.06875,4,7,8,TR44250
O86,2016,8,123,13.4,12.99615385,12.26875,13.4,16.93125,6,8,8,TR44250
O86,2017,7,104,8.757142857,NA,NA,NA,NA,0,NA,7,TR44250
CP41,2014,8,101,8.95625,10.325,11.15625,12.80625,13.3125,5,8,2,TR44256
CP40A,2015,8,103,9.55625,8.957142857,11.15625,10.9625,11.1875,7,8,2,TR44256
MP72,2016,4,112,7.35,9.653125,13.125,12.4125,12.6625,4,4,5,TR44407
W3,2016,6,127,15.89166667,12.24642857,12.50625,15.15625,15.79375,4,6,6,TR44423
B215,2017,8,106,8.86875,9.15,11.54375,13.4875,16.89375,2,7,6,TR44436
W59,2016,7,129,14.81428571,11.59090909,12.50625,15.15625,15.79375,0,5,5,TR44486
W43,2017,6,99,9.908333333,8.2375,10.6125,11.44375,13.14375,5,5,5,TR44486
SW111,2012,5,106,6.52,8.671428571,8.65,9.31875,13.7,5,5,3,TR44501
C1,2012,5,105,6.23,8.546666667,8.65,9.31875,13.7,2,3,8,TR44532
C101,2013,4,123,11.575,10.36428571,10.325,11.5125,12.8125,3,4,6,TR44532
MP83,2013,9,116,8.377777778,10.90441176,13.15625,14.575,13.5,6,6,3,TR44588
EX76,2016,8,128,14.89375,11.46923077,12.8875,16.43125,15.14375,0,4,5,TR44613
EX41E,2016,5,116,5.58,11.97647059,11.94375,12.33125,14.425,4,4,5,TR44615
EX41E,2017,6,98,10.075,8.427777778,10.9875,11.54375,13.4875,6,6,4,TR44615
O5A,2023,5,128,12.56,12.375,13.03125,13.6375,19.5,1,1,4,TR44716
O36,2016,5,123,11.24,13.42941176,12.15,13.94375,16.5625,4,5,4,TR44732
B221,2017,7,112,7.321428571,10.50333333,13.2125,16.04375,15.29375,3,7,4,TR44770
B186,2016,6,117,5.5,12.78666667,11.94375,12.33125,14.425,4,6,6,TR44772
MP27,2016,7,114,5.628571429,12.159375,11.51875,12.15,13.94375,7,7,3,TR44773
O28,2017,9,96,9.594444444,8.76,10,13.31875,15.1625,7,7,5,TR44777
O27A,2018,9,110,10.93333333,10.97666667,11.375,15.125,17.06875,8,8,3,TR44777
O32,2019,7,100,5.935714286,11.809375,8.55625,10.40625,12.45,7,7,4,TR44777
CP37,2016,7,115,5.692857143,12.36136364,12.26875,13.4,16.93125,4,6,4,TR44789
CP36,2017,7,100,9.164285714,8.823684211,10.45,13.2125,16.04375,6,6,3,TR44789
EX62F,2016,10,129,13.4,12.765,17.1375,14.98125,15.10625,0,1,2,TR44791
W64,2017,9,102,8.833333333,9.153125,10.575,12.9125,16.75625,3,8,4,TR44799
MP48,2014,11,93,10.17727273,9.654166667,11.325,10.8,12.2875,8,10,2,TS43021
SW80,2012,6,106,6.691666667,NA,NA,NA,NA,0,NA,4,TS43055
MP72,2012,5,105,6.23,8.175,10.16875,10.10625,17.325,0,5,4,TS43056
MP73,2014,14,96,9.360714286,10.92045455,12.2875,13.90625,12.96875,5,6,4,TS43056
MP73,2015,8,106,9.39375,9.328571429,11.16875,9.95625,11.59375,6,6,5,TS43056
B213,2015,5,110,9.9,9.3,11.0375,10.50625,11.2125,4,5,6,TS43075
B189,2015,8,109,9.50625,9.690625,10.9625,11.1875,11.10625,3,8,3,TS43230
B227,2016,9,126,15.05555556,11.62083333,12.50625,15.15625,15.79375,5,7,2,TS43230
B227,2017,9,106,8.816666667,9.186666667,11.54375,13.4875,16.89375,3,6,1,TS43230
C50,2015,7,115,7.942857143,10.7,9.95625,11.59375,12.06875,7,7,3,TS43249
B47,2014,6,115,11.43333333,11.165625,14.66875,12.25625,13.8,1,4,4,TS43259
B43,2015,3,126,9.766666667,11.02894737,10.9625,11.85625,14.26875,1,3,7,TS43259
B107,2015,7,120,9.971428571,10.53666667,11.4,11.35,12.39375,7,7,5,TS43261
EX51D,2012,9,104,6.688888889,8.494444444,10.14375,11.16875,17.0875,0,5,5,TS43330
EX62G,2013,9,122,11.61111111,9.75,10.68125,12.48125,12.9,0,9,2,TS43330
EX62I,2014,9,118,10.95555556,12.87142857,13.3125,13.35625,14.7,6,6,3,TS43330
EX62D,2015,10,111,8.905,10.525,10.50625,11.2125,12.2375,4,8,3,TS43330
W9,2012,7,116,9.035714286,9.1,11.16875,17.0875,12.3,6,6,7,TS43349
W7,2013,7,126,11.4,9.589285714,11.15625,12.64375,13.13125,6,6,6,TS43349
W26,2015,8,108,9.69375,9.413333333,11.33125,10.9375,10.66875,5,5,6,TS43349
O80,2018,8,108,13.7375,10.27692308,12.1625,12.7625,15.6875,7,7,5,TS43446
W78,2012,7,103,6.435714286,8.680434783,9.31875,13.7,16.09375,4,4,5,TS43546
W22,2013,5,130,9.39,9.75,11.5125,12.8125,14.24375,5,5,5,TS43593
W37,2015,7,109,9.85,9.54375,11.13125,11.00625,10.9625,0,7,6,TS43593
O36,2015,6,116,7.225,10.69411765,10.9375,10.66875,12.075,0,6,5,TS43888
CP6,2013,6,129,9.358333333,9.8375,12.175,13.15625,14.575,6,6,3,TS44206
W60,2018,10,108,12.62,10.80333333,11.0625,14.41875,17.3625,10,10,4,TS44646
EX37,2019,11,91,6.927272727,10.346875,9.63125,8.44375,11.31875,0,10,6,TS44652
CP6,2018,10,112,9.13,12.05333333,12.7625,15.6875,16.19375,10,10,4,TS44654
CP18,2019,10,101,8.865,10.771875,8.69375,11.825,13.075,10,10,6,TS44654
CP28,2018,8,112,9.53125,11.29666667,11.90625,15.61875,16.5625,6,7,4,TS44655
O20,2019,8,100,6.6125,11.834375,8.33125,10.74375,12.75,8,8,6,TS44659
O56,2020,9,105,9.866666667,10.52857143,10.84375,11.4125,15.28125,8,8,7,TS44659
CP34,2018,7,112,9.942857143,11.05294118,12.325,15.65,16.31875,7,7,3,TS44674
EX38,2019,10,88,7.11,9.732352941,10.725,8.55625,10.40625,9,10,3,TS44682
MP89,2012,6,113,8.425,9.125,13.7,16.09375,11.83125,6,6,3,TS44712
MP67,2012,5,111,7.79,9.078947368,9.04375,15.53125,14.0375,3,3,4,TS44714
MP67,2013,4,130,9.9375,9.753333333,11.5125,12.8125,14.24375,4,4,4,TS44714
SW81,2012,8,114,8.525,9.202941176,11.16875,17.0875,12.3,8,8,5,TS44716
CP42A,2013,5,120,9.31,10.46071429,10.2875,11.15625,12.64375,3,5,3,TS44726
MP79,2012,9,107,7.466666667,8.790625,9.55,12.54375,16.7375,0,9,4,TS44814
MP95,2012,6,110,7.825,8.790625,9.55,12.54375,16.7375,4,5,5,TS44826
MP93,2013,7,126,11.4,9.791666667,9.8375,12.6625,12.86875,0,4,2,TS44826
P11,2018,7,112,9.942857143,11.05294118,12.325,15.65,16.31875,0,6,6,TS44898
P4,2018,7,116,7.857142857,12.34,12.73125,16.24375,15.83125,6,6,5,TS44899
EX77,2018,7,113,8.821428571,11.48888889,12.73125,16.24375,15.83125,7,7,5,TS44900
EX77,2019,8,101,7.45625,12,8.55625,10.40625,12.45,8,8,5,TS44900
MP25,2012,6,103,6.375,8.55625,8.65,9.31875,13.7,4,5,3,TS44940
MP25,2013,4,116,7.2125,10.05833333,10.39375,10.68125,12.48125,4,4,3,TS44940
B211,2012,7,113,8.228571429,9.20625,9.19375,16.625,13.05625,6,6,8,TS44943
B78,2013,8,116,7.9875,10.525,10.39375,10.68125,12.48125,0,3,5,TS44943
B172,2013,9,125,11.28333333,9.835294118,12.175,13.15625,14.575,0,9,6,TS45004
SW62,2013,7,122,11.9,9.955263158,11.35625,12.71875,13.6,7,7,5,TS45009
EX49A,2012,9,110,8.127777778,9.142105263,10.10625,17.325,12.5375,5,5,5,TS45022
O17,2012,10,118,8.465,9.65,16.625,13.05625,12.38125,9,9,6,TS45043
W91,2015,10,102,9.575,9.409375,11.16875,9.95625,11.59375,0,8,3,TS45082
W83,2016,6,126,15.25833333,12.44333333,12.50625,15.15625,15.79375,3,5,8,TS45082
SW12,2015,8,108,9.69375,9.413333333,11.33125,10.9375,10.66875,4,8,5,TS45087
EX35,2015,9,107,9.705555556,9.257692308,11.0375,10.50625,11.2125,9,9,8,TS45148
EX39,2016,5,114,5.93,11.16842105,11.94375,12.33125,14.425,4,5,7,TS45148
EX36,2017,9,103,8.855555556,9.15625,10.98125,12.85625,16.9875,7,9,6,TS45148
EX65,2015,8,105,9.525,9.111538462,11.425,10.24375,11.4,5,5,5,TS45151
B79,2015,7,106,9.192857143,9.339285714,11.39375,9.9,11.7,0,5,7,TS45152
B201,2016,6,132,12.025,12.17307692,13.0625,17.1375,14.98125,5,5,3,TS45152
B212,2017,7,97,9.8,8.14,9.81875,10.575,12.9125,5,6,5,TS45152
EX47A,2015,7,109,9.85,9.413333333,11.33125,10.9375,10.66875,4,7,7,TS45156
EX47,2016,7,109,7.842857143,10.604,12.19375,12.8875,16.43125,0,6,8,TS45156
EX49C,2017,7,102,8.764285714,8.852941176,10.45,13.2125,16.04375,7,7,7,TS45156
EX80,2015,9,111,8.972222222,10.54285714,10.24375,11.4,11.35,9,9,5,TS45163
EX80,2016,7,119,7.721428571,13.18928571,12.4125,12.6625,15.64375,6,6,6,TS45163
EX80,2017,8,105,9,9.076666667,10.98125,12.85625,16.9875,4,8,7,TS45163
SW22,2015,10,109,8.84,9.683333333,11.33125,10.9375,10.66875,6,8,6,TS45165
O61,2016,7,123,12.79285714,13.23333333,12.2,12.775,17.05,5,6,3,TS45191
O61,2017,7,95,9.492857143,8.69,8.45,10,13.31875,0,5,3,TS45191
MP56,2012,10,101,6.755,8.809259259,10.10625,17.325,12.5375,5,5,3,TS45212
MP55,2013,6,125,12.3,9.992857143,12.5375,13.06875,14.65,3,3,2,TS45212
C27,2014,8,99,9.2875,10.33571429,10.775,11.4,14.66875,6,8,8,TS45283
C16,2015,7,106,9.192857143,9.35,11.16875,9.95625,11.59375,7,7,4,TS45283
C116,2016,8,109,7.90625,9.35,14.09375,12.25625,12.50625,7,7,3,TS45283
C19,2017,9,97,9.772222222,8.026923077,9.81875,10.575,12.9125,7,8,3,TS45283
C19,2018,10,108,12.62,10.85357143,11.2125,13.49375,17.325,10,10,4,TS45283
C19,2019,10,111,11.485,8.954166667,11.1,13.13125,14.20625,8,8,4,TS45283
B81,2015,6,116,7.225,10.67333333,10.50625,11.2125,12.2375,3,5,6,TS45293
B180,2016,5,126,15.27,12.99615385,12.26875,13.4,16.93125,4,5,6,TS45293
MP94,2016,8,112,6.44375,11.84,11.5625,12.2875,13.0625,4,6,2,TS45441
B171,2016,6,113,6.3,11.1175,12.25625,12.50625,15.15625,0,6,5,TS45461
O20,2016,5,126,15.27,12.95357143,12.15,13.94375,16.5625,4,5,5,TS45475
EX22,2016,8,119,8.225,13.39117647,12.26875,13.4,16.93125,5,7,5,TS45476
B223,2016,7,130,13.55,11.8,12.775,17.05,14.85625,5,6,7,TS45493
SW102,2012,7,102,6.521428571,8.196428571,8.5375,10.14375,11.16875,0,7,4,TS45507
EX62,2013,6,128,10.475,9.79375,11.85625,13.00625,14.34375,6,6,3,TS45538
C44,2012,9,107,7.466666667,9.141666667,9.00625,14.6375,14.9875,7,8,4,TS45597
C138,2013,7,117,8.05,10.428125,10.28125,11.35625,12.71875,6,7,5,TS45597
C139,2015,8,112,8.80625,10.45,10.9375,10.66875,12.075,0,8,6,TS45597
C53,2012,6,103,6.375,8.5,8.93125,9.00625,14.6375,0,6,3,TS45622
C53,2013,7,118,8.764285714,10.534375,10.325,11.5125,12.8125,3,6,4,TS45622
O2,2012,8,100,6.5625,8.332352941,8.65,9.31875,13.7,4,4,9,TS45626
EX58,2012,9,110,8.127777778,9.222222222,9.5,17.1125,12.9125,6,8,3,TS45633
EX60,2013,8,124,11.80625,9.661764706,11.5125,12.8125,14.24375,7,7,4,TS45633
CP34,2012,8,104,6.64375,8.378125,9.35,9.19375,16.625,4,7,3,TS45634
MP92,2014,8,97,9.6125,10.05666667,10.63125,11.68125,14.49375,4,4,3,TS45682
