box,year,Clutch_size,ld,average_temperature_laying,average_temperature_per1,average_temperature_per2,average_temperature_per3,average_temperature_per4,Num_fledglings,Num_chicks,num_neighbors,Mother
MP38,1972,7,115,7.742857143,NA,NA,NA,NA,0,0,4,BJ04680
MP77,1973,9,109,7.266666667,8.8375,10.5625,14.325,12.13125,7,8,4,BJ04682
B93,1972,9,110,7.177777778,NA,NA,NA,NA,0,0,6,BJ04683
B97,1977,8,130,9.34375,12.54285714,11.84375,10.88125,11.26875,7,8,4,BJ04733
B99,1978,8,126,10.78125,10.81153846,15.9375,15.275,11.8375,8,8,6,BJ04733
CP17,1976,8,110,8.69375,NA,NA,NA,NA,8,8,4,BJ04740
EX41D,1976,11,116,8.413636364,12.36153846,12.45625,12.5625,15.8375,11,11,3,BJ04742
EX30,1976,7,116,6.992857143,11.65,11.80625,12.8875,15.09375,6,6,6,BJ04743
EX18A,1976,5,122,10.11,NA,NA,NA,NA,5,5,7,BJ04750
SW72,1972,8,114,7.56875,9.834375,10.425,11.4125,10.975,7,8,4,BJ04903
EX33,1972,9,107,7.755555556,NA,NA,NA,NA,0,0,7,BJ04929
B212,1973,9,121,9.166666667,NA,NA,NA,NA,0,9,5,BJ04930
MP61,1972,9,115,8.35,9.871428571,10.425,11.4125,10.975,0,NA,5,BJ04936
MP65,1973,9,118,8.644444444,9.989285714,13.88125,12.80625,14.4125,9,9,3,BJ04936
B89,1973,8,125,9.35625,NA,NA,NA,NA,8,8,4,BJ04944
MP13,1972,10,110,7.235,9.878571429,8.85625,11.66875,10.76875,0,10,5,BJ04950
B70,1972,9,113,7.483333333,9.910714286,9.65,11.60625,10.875,9,9,5,BJ04970
B170,1973,7,111,7.542857143,NA,NA,NA,NA,0,0,5,BJ04970
B71,1974,7,115,7.178571429,NA,NA,NA,NA,6,7,3,BJ04970
EX39,1972,11,106,7.613636364,NA,NA,NA,NA,0,0,5,BJ04971
W12,1973,10,118,8.54,10.55,14.63125,11.64375,14.91875,9,9,6,BJ04971
W26,1976,8,115,7.0625,11.70294118,12.45625,12.5625,15.8375,8,8,5,BJ04971
W18,1977,7,126,9.864285714,11.46764706,12.40625,10.7125,11.25,7,7,4,BJ04971
SW42,1972,9,124,10.32222222,9.926923077,11.4125,10.975,11.46875,9,9,4,BJ05380
SW39,1974,8,132,13.05,NA,NA,NA,NA,7,7,2,BJ05380
SW40,1975,7,120,9.028571429,9.984210526,9.7,12.86875,15.7875,5,6,3,BJ05380
SW44,1976,11,130,11.25454545,12.4,13.5,16.6625,14.7875,10,10,4,BJ05380
B15,1972,10,119,9.915,9.390909091,11.2625,11.04375,11.1375,9,10,4,BJ05381
B12,1973,8,121,8.95625,11.59473684,13.3875,13.875,15.175,7,8,7,BJ05381
B116,1974,10,118,7.925,NA,NA,NA,NA,4,6,6,BJ05381
B114,1975,7,121,9.414285714,10.14705882,9.94375,11.53125,16.6125,2,3,6,BJ05381
SW45,1972,7,121,10.29285714,9.736666667,11.75625,10.71875,11.3875,7,7,3,BJ05395
CP33,1972,9,121,10.30555556,9.557692308,11.75625,10.71875,11.3875,6,7,7,BJ05398
B86,1972,7,126,10.02857143,9.779166667,11.65,10.9,11.45625,6,7,6,BJ05449
B225,1972,9,118,9.561111111,9.484615385,11.2625,11.04375,11.1375,0,9,7,BJ05456
B225,1973,10,119,8.575,NA,NA,NA,NA,10,10,5,BJ05456
B88,1974,10,110,7.13,9.722222222,13.06875,11.45,12.26875,7,10,3,BJ05456
B227,1975,10,118,9.45,9.9,10.49375,9.2,15.9875,9,9,2,BJ05456
B77,1976,9,113,7.022222222,11.60625,11.15,13.10625,14.28125,9,9,4,BJ05456
B39,1972,10,118,9.68,9.504166667,11.2625,11.04375,11.1375,8,9,5,BJ05470
EX73,1972,10,117,9.395,NA,NA,NA,NA,9,10,7,BJ05492
EX42A,1972,10,120,10.105,9.345833333,11.66875,10.76875,11.3125,10,10,4,BJ05501
EX58,1972,7,123,10.51428571,NA,NA,NA,NA,7,7,4,BJ05502
W1,1973,7,124,9.721428571,NA,NA,NA,NA,6,7,6,BJ05502
W93,1972,9,115,8.35,NA,NA,NA,NA,0,0,3,BJ05503
W69,1972,11,122,10.35,NA,NA,NA,NA,0,0,8,BJ05504
CP32,1972,6,119,9.408333333,NA,NA,NA,NA,1,6,4,BJ05505
O66,1972,9,124,10.32222222,10.2625,10.81875,11.28125,12.175,8,9,4,BJ05507
EX45,1973,12,117,8.616666667,NA,NA,NA,NA,0,0,5,BJ05543
B48,1972,10,111,7.33,9.889285714,9.125,11.75625,10.71875,7,7,5,BJ05587
B119,1972,5,114,7.22,9.608333333,9.94375,11.65,10.9,4,4,5,BJ05588
B25,1973,7,121,8.892857143,10.87058824,14.30625,12.05625,14.625,7,7,4,BJ05588
B139,1972,9,121,10.30555556,9.657142857,11.60625,10.875,11.34375,6,6,4,BJ05589
B39,1973,7,120,8.892857143,11.31428571,13.3875,13.875,15.175,5,7,5,BJ05589
B173,1974,7,117,7.485714286,NA,NA,NA,NA,7,7,4,BJ05589
B71,1975,8,121,9.6875,10.18333333,10.08125,10.0625,17.40625,8,8,5,BJ05589
SW17,1972,8,120,10.04375,NA,NA,NA,NA,0,0,6,BJ05590
B216,1972,8,125,10.23125,9.926923077,11.4125,10.975,11.46875,8,8,4,BJ05591
B97,1972,8,125,10.23125,9.779166667,11.65,10.9,11.45625,8,8,6,BJ05592
SW64,1972,8,122,10.54375,9.9,11.65,10.9,11.45625,8,8,3,BJ05593
SW69,1973,10,121,9.17,11.76764706,13.3875,13.875,15.175,10,10,2,BJ05593
MP9,1972,5,114,7.22,9.68125,9.125,11.75625,10.71875,3,5,3,BJ05594
B3,1973,7,121,8.892857143,10.778125,14.40625,11.76875,14.6625,6,7,4,BJ05594
B2,1974,3,128,10.08333333,NA,NA,NA,NA,2,3,6,BJ05594
B5,1975,7,123,9.6,10.08214286,10.08125,10.0625,17.40625,6,6,4,BJ05594
C4,1972,10,117,9.395,9.572727273,10.425,11.4125,10.975,8,8,5,BJ05597
C134,1973,11,121,9.118181818,NA,NA,NA,NA,11,11,5,BJ05597
C104,1974,11,118,7.981818182,12.15666667,11.4375,12.4625,12.35625,10,11,6,BJ05597
SW29,1972,8,123,10.63125,10.34473684,10.76875,11.3125,12.1375,6,7,5,BJ05598
B65,1972,12,113,8.279166667,9.846153846,10.425,11.4125,10.975,12,12,7,BJ05599
SW36,1978,5,130,9.87,NA,NA,NA,NA,0,0,5,BJ05625
C45,1974,9,121,8.322222222,NA,NA,NA,NA,1,1,3,BJ05631
C44,1975,9,119,9.244444444,10.12142857,10.59375,8.83125,17.1375,7,9,3,BJ05631
C130,1973,8,119,8.59375,10.71470588,14.40625,11.76875,14.6625,6,8,4,BJ05635
C18,1974,7,115,7.178571429,NA,NA,NA,NA,0,0,4,BJ05635
C109,1975,8,122,9.8,10.01,9.94375,11.53125,16.6125,3,4,2,BJ05635
SW124,1973,8,122,9.3125,11.10357143,14.40625,11.76875,14.6625,8,8,5,BJ05648
SW124,1974,8,128,11.09375,NA,NA,NA,NA,0,0,6,BJ05648
C3,1973,13,122,9.280769231,12.16818182,14.23125,12.625,14.7625,8,13,5,BJ05655
C102,1974,10,113,7.335,10.440625,12.71875,11.65,11.925,10,10,5,BJ05655
C103,1975,8,118,9.26875,9.978125,10.59375,8.83125,17.1375,8,8,4,BJ05655
SW58,1973,8,130,9.40625,13.96153846,11.64375,14.91875,15.41875,7,8,3,BJ05662
CP16,1973,8,123,9.53125,NA,NA,NA,NA,0,0,6,BJ05690
EX14B,1973,8,119,8.59375,NA,NA,NA,NA,0,0,8,BJ05691
C124,1973,8,126,9.3125,12.8625,12.13125,14.75625,15.04375,8,8,7,BJ05730
C61A,1974,7,115,7.178571429,NA,NA,NA,NA,0,0,6,BJ05732
SW106,1975,10,119,9.48,10.25714286,10.575,8.95,17.49375,10,10,4,BJ05732
MP16,1974,8,127,10.39375,NA,NA,NA,NA,8,8,2,BJ05735
C7,1973,7,131,9.435714286,13.96153846,11.64375,14.91875,15.41875,6,7,4,BJ05736
C6,1974,4,119,7.95,NA,NA,NA,NA,0,0,5,BJ05736
C11,1975,6,122,9.391666667,10.29,10.575,8.95,17.49375,6,6,4,BJ05736
O85,1975,8,124,9.84375,NA,NA,NA,NA,5,8,6,BJ05740
SW128,1975,8,125,9.84375,9.923333333,9.56875,14.88125,14.8375,6,8,7,BJ05749
P5,1979,9,131,12.91666667,10.56428571,13.05625,13.4625,15.3375,9,9,4,BJ05756
EX73,1979,8,127,11.6875,10.89333333,12.8875,13.39375,14.9,5,8,5,BJ05781
P14,1979,9,115,6.633333333,10.06666667,9.70625,12.8875,13.39375,9,9,6,BJ05817
O12,1979,11,121,6.840909091,11.825,10.85,13.05625,13.4625,11,11,4,BJ05841
O12,1980,9,111,8.194444444,9.979411765,13.6125,11.25625,14.50625,8,9,5,BJ05841
O42,1979,9,131,12.91666667,10.56428571,13.05625,13.4625,15.3375,8,9,4,BJ05885
C130,1979,8,128,12.675,NA,NA,NA,NA,8,8,5,BJ05906
B194,1979,9,127,12.17777778,10.53333333,11.7375,13.51875,13.84375,9,9,4,BJ05911
C55,1979,9,130,12.85555556,10.45714286,13.1125,13.29375,15.4875,9,9,6,BJ05935
C137,1972,9,122,10.64444444,NA,NA,NA,NA,0,0,4,BJ14461
C154,1972,10,109,7.465,9.8,8.85625,11.66875,10.76875,9,10,4,BJ14462
C52,1973,10,118,8.54,NA,NA,NA,NA,10,10,4,BJ14462
C53,1974,10,107,7.1,8.482352941,13.05,11.7875,12.4,7,10,4,BJ14462
C52,1975,9,119,9.244444444,10.12142857,10.59375,8.83125,17.1375,9,9,4,BJ14462
SW104,1972,10,126,9.615,10.70833333,11.04375,11.1375,11.93125,0,10,5,BJ14494
MP5,1976,11,127,12.35,12.24,12.5625,15.8375,15.18125,9,11,3,BJ36555
O56,1973,9,121,9.166666667,NA,NA,NA,NA,0,0,5,BJ52275
MP7,1970,8,117,9.66875,13.215625,12.46875,14.66875,18.4125,7,8,3,BJ54001
B225,1971,9,130,12.41666667,11.23,12.59375,10.83125,11.325,9,9,6,BJ54001
B26,1972,9,126,9.633333333,10.54615385,11.04375,11.1375,11.93125,8,9,6,BJ54001
SW26,1970,7,138,12.3,14.155,17.24375,16.50625,16.7875,4,7,4,BJ54002
SW23,1971,9,120,10.62777778,NA,NA,NA,NA,0,0,5,BJ54002
B53,1970,8,126,13.1,NA,NA,NA,NA,0,0,8,BJ54003
B181,1970,10,124,13.47,12.325,13.8375,16.46875,17.3125,10,10,4,BJ54004
MP70,1970,7,125,13.46428571,NA,NA,NA,NA,0,0,2,BJ54007
B15,1970,4,132,12.9,NA,NA,NA,NA,0,0,6,BJ54008
B219,1970,9,131,12.76111111,12.825,15.25625,18.71875,16.24375,9,9,5,BJ54009
MP86,1970,10,124,13.47,12.71944444,15.25625,18.71875,16.24375,6,10,2,BJ54010
MP19,1971,10,116,7.895,NA,NA,NA,NA,0,0,3,BJ54010
MP34,1970,9,127,12.86666667,NA,NA,NA,NA,0,0,2,BJ54011
MP58,1970,8,132,12.8625,12.825,15.25625,18.71875,16.24375,8,8,5,BJ54012
MP67,1972,6,110,6.916666667,9.375,9.16875,11.2625,11.04375,3,3,4,BJ54012
MP69,1973,5,109,6.1,8.686111111,9.40625,13.5875,13.3875,5,5,6,BJ54012
MP56,1970,7,142,13.12142857,NA,NA,NA,NA,0,0,4,BJ54014
B211,1971,7,128,13.72142857,11.17307692,12,11.38125,11.00625,4,4,6,BJ54024
B60,1971,9,126,13.72222222,11.11785714,12.59375,10.83125,11.325,6,7,5,BJ54037
W22,1971,9,122,11.86111111,NA,NA,NA,NA,0,0,3,BJ54074
SW6,1971,6,133,11.29166667,NA,NA,NA,NA,6,NA,3,BJ54089
SW9,1972,8,123,10.63125,9.55,11.75625,10.71875,11.3875,8,8,5,BJ54089
SW9,1975,6,123,9.458333333,10.18333333,10.08125,10.0625,17.40625,6,6,4,BJ54089
CP29,1971,10,119,10.295,12.33461538,11.25625,12.79375,10.85,10,10,4,BJ54095
EX59,1971,9,121,11.08333333,12.22307692,11.09375,12.8875,11.08125,0,NA,5,BJ54097
O32,1970,7,133,12.80714286,12.825,15.25625,18.71875,16.24375,7,7,3,BJ54100
O34,1971,6,135,10.71666667,11.23181818,12.925,11.04375,11.88125,0,5,7,BJ54100
B134,1971,9,130,12.41666667,NA,NA,NA,NA,0,0,4,BJ54101
B111,1971,10,125,13.59,11.17307692,12,11.38125,11.00625,9,10,7,BJ54137
SW56,1972,9,121,10.30555556,10.0125,11.4125,10.975,11.46875,7,8,2,BJ54179
B179,1971,9,124,13.32222222,11.75769231,11.19375,12.475,10.8,8,8,6,BJ54202
B63,1972,10,115,8.62,9.733333333,11.2625,11.04375,11.1375,8,9,6,BJ54202
MP82,1971,8,123,12.3875,12.19230769,10.95,12.925,11.04375,6,8,4,BJ54212
B212,1970,8,140,12.4625,14.67,18.81875,15.71875,15.89375,0,NA,4,BJ54233
B180,1971,8,121,10.8875,12.28571429,11.09375,12.8875,11.08125,0,8,5,BJ54233
B142,1971,9,127,13.23888889,NA,NA,NA,NA,0,0,6,BJ54247
EX64,1971,8,121,10.8875,NA,NA,NA,NA,0,0,6,BJ54263
EX39C,1971,8,134,11.04375,NA,NA,NA,NA,0,0,5,BJ54269
W7,1971,9,126,13.72222222,11.32272727,11.19375,12.475,10.8,9,9,6,BJ54281
EX75,1971,7,132,11.73571429,NA,NA,NA,NA,0,0,7,BJ54319
C125,1972,9,110,7.177777778,9.8,8.85625,11.66875,10.76875,7,7,6,BJ54357
C10,1971,9,135,11.12222222,11.87272727,12.0125,10.925,13.5,5,NA,2,BJ54362
C109,1972,9,109,7.327777778,9.775,9.16875,11.2625,11.04375,7,7,1,BJ54362
O86,1972,7,118,9.307142857,9.944736842,11.60625,10.875,11.34375,7,7,5,BJ54368
B220,1971,11,127,12.7,NA,NA,NA,NA,0,0,3,BJ54371
B226,1971,8,125,13.7,11.75769231,11.19375,12.475,10.8,8,8,5,BJ54376
O36,1971,9,127,13.23888889,11.16363636,11.3875,12.0125,10.925,9,9,5,BJ54486
C154,1973,8,120,8.73125,NA,NA,NA,NA,8,8,2,BJ54603
C59,1974,8,118,8.1125,11.37352941,11.5625,12.45,11.7875,8,8,6,BJ54603
C40,1975,8,126,10.13125,9.946153846,9.825,13.8375,15.29375,0,8,4,BJ54603
C149,1977,7,124,9.014285714,11.53157895,12.40625,10.7125,11.25,6,7,3,BJ54603
O80,1972,8,127,9.68125,NA,NA,NA,NA,8,8,5,BJ54604
O50,1971,7,131,12.4,11.03846154,12.8875,11.08125,11.43125,5,7,6,BJ54607
B127,1972,9,110,7.177777778,9.919230769,9.16875,11.2625,11.04375,8,9,4,BJ54613
EX66,1972,8,112,7.31875,9.675,9.65,11.60625,10.875,7,8,7,BJ54632
EX67,1973,10,117,8.64,10.23,14.325,12.13125,14.75625,9,10,7,BJ54632
EX3,1971,10,117,8.87,12.87083333,11.5125,11.3875,12.0125,0,10,6,BJ54637
O16,1972,10,111,7.33,9.889285714,9.125,11.75625,10.71875,0,7,7,BJ54637
O46,1974,8,117,7.73125,NA,NA,NA,NA,0,8,4,BJ54637
SW26,1972,9,122,10.64444444,9.657692308,11.60625,10.875,11.34375,9,9,4,BJ54684
SW21,1973,9,123,9.427777778,11.65,13.79375,13.325,14.95,7,7,6,BJ54684
SW21,1974,3,128,10.08333333,NA,NA,NA,NA,3,3,6,BJ54684
B170,1971,8,122,11.5375,12.225,10.95,12.925,11.04375,8,8,4,BJ54688
B86,1971,6,123,12,12.28571429,11.09375,12.8875,11.08125,6,6,5,BJ54689
B119,1971,8,121,10.8875,NA,NA,NA,NA,0,0,8,BJ54694
B121,1972,11,109,7.490909091,9.675,9.65,11.60625,10.875,10,10,7,BJ54694
B21,1973,12,121,9.1375,11.59583333,14.30625,12.05625,14.625,11,11,4,BJ54694
B33,1971,5,124,12.65,NA,NA,NA,NA,0,0,5,BJ54695
B31,1972,9,110,7.177777778,9.919230769,9.16875,11.2625,11.04375,9,9,5,BJ54695
B51,1973,9,116,8.311111111,NA,NA,NA,NA,9,9,8,BJ54695
MP90,1971,7,120,9.978571429,12.62142857,11.425,12.59375,10.83125,7,7,3,BJ54717
B36,1971,11,131,11.98181818,11.39545455,12.7875,10.66875,12.5125,10,11,6,BJ54722
MP59,1971,9,122,11.86111111,12.19230769,10.95,12.925,11.04375,8,9,3,BJ54737
MP55,1972,9,112,7.427777778,9.889285714,9.125,11.75625,10.71875,7,7,3,BJ54737
MP56,1973,10,120,9.01,11.45882353,13.79375,13.325,14.95,9,9,3,BJ54737
B28,1972,7,118,9.307142857,9.734375,11.4875,10.81875,11.28125,6,6,7,BJ54739
B118,1973,9,119,8.483333333,10.55,14.63125,11.64375,14.91875,9,9,7,BJ54739
B24,1974,7,114,7.121428571,9.832352941,13.06875,11.45,12.26875,6,7,5,BJ54739
B30,1975,7,122,9.707142857,10.109375,9.94375,11.53125,16.6125,6,7,6,BJ54739
EX8A,1971,9,117,8.216666667,12.83461538,11.5125,11.3875,12.0125,6,8,5,BJ54751
O60,1971,7,123,12.09285714,12.225,10.95,12.925,11.04375,6,6,4,BJ54772
O37,1971,7,130,12.90714286,11.24,11.3875,12.0125,10.925,7,7,4,BJ54783
EX30,1971,9,114,6.994444444,12.51666667,11.325,11.09375,12.8875,8,9,4,BJ54788
EX30,1972,9,101,8.311111111,8.565789474,9.68125,9.94375,11.65,9,9,5,BJ54788
CP36,1971,7,118,8.014285714,12.4625,11.425,12.59375,10.83125,7,7,3,BJ54789
CP3,1971,9,120,10.62777778,12.28333333,10.95,12.925,11.04375,0,NA,5,BJ54790
W80,1971,9,122,11.86111111,12.16333333,11.19375,12.475,10.8,8,9,6,BJ54791
W47,1971,8,124,13.1875,NA,NA,NA,NA,0,0,5,BJ54792
O52,1971,9,120,10.62777778,12.28333333,10.95,12.925,11.04375,8,8,6,BJ54794
EX12A,1971,9,119,9.983333333,NA,NA,NA,NA,0,0,5,BJ54795
EX55,1971,9,119,9.983333333,NA,NA,NA,NA,0,0,5,BJ54796
CP41,1971,6,124,12.65,NA,NA,NA,NA,0,0,1,BJ54797
CP43,1971,9,124,13.32222222,11.67857143,11.3875,12.0125,10.925,0,NA,2,BJ54798
CP5,1971,11,122,12.39090909,NA,NA,NA,NA,0,NA,4,BJ54799
CP21,1971,7,115,6.735714286,11.82352941,11.5125,11.3875,12.0125,7,7,7,BJ54800
CP18,1972,8,111,7.15625,9.68125,9.125,11.75625,10.71875,8,8,5,BJ54800
CP10,1973,10,114,8.17,NA,NA,NA,NA,10,10,6,BJ54800
C59,1972,7,119,9.728571429,9.669230769,10.74375,11.3625,11.01875,7,7,3,BJ54852
C158,1973,8,120,8.73125,NA,NA,NA,NA,8,8,4,BJ54852
C115,1971,9,123,12.69444444,NA,NA,NA,NA,0,0,3,BJ54853
SW40,1972,6,123,10.65833333,9.75,11.60625,10.875,11.34375,6,6,4,BJ54869
CP29,1972,11,113,8.027272727,9.926923077,9.94375,11.65,10.9,11,11,4,BJ54893
O19,1971,10,125,13.59,11.17777778,10.95,12.925,11.04375,8,10,6,BJ54977
O7,1973,10,120,9.01,NA,NA,NA,NA,0,0,4,BJ54977
O14,1971,10,119,10.295,12.4375,11.425,12.59375,10.83125,9,10,8,BN34001
O56,1971,9,126,13.72222222,NA,NA,NA,NA,0,0,5,BN34002
O78,1971,8,130,12.65625,11.2,12.59375,10.83125,11.325,7,8,7,BN34003
EX6,1971,9,131,12.11666667,11.4,12.7875,10.66875,12.5125,0,NA,7,BN34004
W62,1971,8,129,12.875,NA,NA,NA,NA,0,0,3,BN34005
W52,1972,9,111,7.222222222,NA,NA,NA,NA,0,0,3,BN34005
W66,1973,8,122,9.3125,11.10357143,14.40625,11.76875,14.6625,8,8,5,BN34005
CP41,1972,12,118,9.791666667,10.0125,11.4125,10.975,11.46875,12,12,4,BN34049
MP57,1971,8,121,10.8875,12.259375,11.06875,12.7875,10.66875,7,8,3,BN34051
MP58,1972,10,114,8.15,10.09090909,9.125,11.75625,10.71875,3,10,6,BN34051
MP54,1973,9,118,8.644444444,9.989285714,13.88125,12.80625,14.4125,8,9,4,BN34051
B228,1971,9,120,10.62777778,12.33461538,11.25625,12.79375,10.85,8,8,5,BN34052
B228,1972,10,105,7.925,9.178947368,8.85625,11.66875,10.76875,6,8,6,BN34052
B53,1971,10,127,12.88,11.07083333,12.59375,10.83125,11.325,10,10,4,BN34058
B212,1972,11,110,7.331818182,9.889285714,9.125,11.75625,10.71875,0,NA,5,BN34058
B222,1971,9,137,11.41666667,NA,NA,NA,NA,0,0,4,BN34063
MP66,1972,8,110,6.9875,9.775,9.16875,11.2625,11.04375,7,7,2,BN34065
B193,1971,10,122,12.19,11.98181818,11.09375,12.8875,11.08125,9,10,4,BN34069
MP25,1972,6,115,7.633333333,9.803333333,9.65,11.60625,10.875,6,6,3,BN34078
MP25,1973,6,117,7.866666667,9.822222222,13.88125,12.80625,14.4125,6,6,2,BN34078
MP83,1974,8,113,7.18125,NA,NA,NA,NA,6,7,3,BN34078
MP24,1975,9,117,9.427777778,9.642307692,10.13125,9.825,13.8375,7,8,2,BN34078
MP69,1972,7,117,8.857142857,9.871428571,10.425,11.4125,10.975,0,NA,4,BN34091
CP40A,1972,10,120,10.105,NA,NA,NA,NA,0,0,1,BN34109
W9,1972,6,114,7.308333333,9.578571429,11.4875,10.81875,11.28125,0,NA,7,BN34127
W81,1973,11,119,8.781818182,10.86538462,14.63125,11.64375,14.91875,11,11,4,BN34152
EX13A,1972,9,130,9.177777778,11.20666667,10.975,11.46875,12.0875,8,9,3,BN34189
EX13,1973,8,118,8.5125,9.764285714,13.5875,13.3875,13.875,6,8,4,BN34189
C24C,1971,8,123,12.3875,NA,NA,NA,NA,8,8,5,BN34237
EX39C,1972,9,110,7.177777778,9.68125,9.125,11.75625,10.71875,2,9,6,BN34267
MP67,1975,10,113,11.165,9.6,10.3375,9.56875,14.88125,8,9,4,BN34328
MP71,1976,9,125,13.13333333,11.63928571,12.5625,15.8375,15.18125,6,9,3,BN34328
MP69,1977,10,110,9.245,9.548,13.49375,11.84375,11.10625,7,10,4,BN34328
MP14,1975,8,117,9.5625,9.576666667,10.3375,9.56875,14.88125,6,6,2,BN34329
SW13,1975,7,139,10.35714286,10.41538462,17.49375,14.59375,14.9625,6,7,5,BN34334
C125,1976,9,115,7.427777778,11.96333333,11.80625,12.8875,15.09375,9,9,4,BN34349
EX62,1973,7,128,9.485714286,12.85357143,12.80625,14.4125,15.2,0,7,6,BN34374
C63,1973,9,134,11.96111111,13.11071429,14.4125,15.2,15.81875,7,9,5,BN34382
CP26,1975,10,119,9.48,9.829166667,10.49375,9.2,15.9875,8,10,4,BN34448
W74,1973,9,122,9.3,10.86666667,14.63125,11.64375,14.91875,7,9,7,BN34455
B65,1973,8,121,8.95625,NA,NA,NA,NA,3,8,5,BN34477
EX57,1973,11,117,8.545454545,10.26785714,14.325,12.13125,14.75625,0,11,6,BN34481
EX67,1975,11,118,9.645454545,10.25714286,10.575,8.95,17.49375,9,9,6,BN34483
B215,1974,8,113,7.18125,NA,NA,NA,NA,0,NA,5,BN34731
B77,1975,9,117,9.427777778,9.776666667,10.49375,9.2,15.9875,7,9,5,BN34731
B4,1971,6,132,11.94166667,11.30666667,12.7875,10.66875,12.5125,0,NA,5,BN41458
MP48,1988,10,118,9.885,12.178125,11.55625,12.175,12.7875,8,8,4,BO68366
MP47,1989,8,124,11.6875,13.925,10.8625,10.6375,18.04375,0,4,3,BO68366
O68,1973,6,121,9.108333333,NA,NA,NA,NA,0,0,2,BP11007
CP35,1973,10,117,8.64,NA,NA,NA,NA,8,8,4,BP11013
EX26,1975,9,119,9.244444444,10.29,10.575,8.95,17.49375,9,9,8,BP11014
W9,1977,8,125,9.78125,11.05,12.65625,11.54375,11.31875,8,8,5,BP11014
EX47,1973,10,120,9.01,NA,NA,NA,NA,0,0,7,BP11024
EX7,1973,9,119,8.483333333,NA,NA,NA,NA,5,9,3,BP11026
EX69,1973,6,126,9.225,NA,NA,NA,NA,0,0,3,BP11027
EX81A,1973,9,121,9.166666667,11.10357143,14.40625,11.76875,14.6625,8,9,5,BP11028
SW124,1975,7,135,10.35714286,9.532142857,14.88125,14.8375,16.49375,4,6,4,BP11029
O16,1973,10,120,9.01,NA,NA,NA,NA,0,0,5,BP11031
O70,1973,9,119,8.483333333,NA,NA,NA,NA,0,0,5,BP11032
EX15,1973,9,119,8.483333333,NA,NA,NA,NA,0,0,5,BP11033
EX21,1973,9,122,9.3,NA,NA,NA,NA,8,8,8,BP11034
CP6,1973,11,123,9.454545455,NA,NA,NA,NA,0,0,3,BP11035
CP31,1973,8,127,9.25,12.54615385,13.3875,13.875,15.175,7,7,5,BP11036
CP39,1973,10,122,9.23,12.21764706,12.80625,14.4125,15.2,8,10,2,BP11037
W61,1973,10,123,9.42,11.86785714,13.79375,13.325,14.95,10,10,3,BP11039
W66,1974,9,110,7.05,NA,NA,NA,NA,0,0,4,BP11039
W66,1976,9,117,7.994444444,12.35,11.15,13.10625,14.28125,7,9,3,BP11039
W72,1977,10,123,9.41,11.05,12.65625,11.54375,11.31875,6,7,5,BP11039
W66,1978,10,125,10.385,11.09230769,16.54375,14.6375,12.09375,8,10,4,BP11039
W53,1979,11,130,12.21363636,10.85714286,13.33125,13.64375,14.9375,9,11,3,BP11039
W45,1973,7,122,9.092857143,10.76071429,14.63125,11.64375,14.91875,6,6,7,BP11040
W2,1973,6,123,9.366666667,10.2125,13.88125,12.80625,14.4125,0,6,4,BP11041
W4B,1973,9,126,9.3,13.04375,11.64375,14.91875,15.41875,9,9,7,BP11042
W27,1974,9,115,7.366666667,10.775,12.16875,12.15,11.2375,9,9,5,BP11042
W20,1973,10,126,9.225,NA,NA,NA,NA,10,10,3,BP11043
W21,1974,9,116,7.65,10.78571429,12.71875,11.65,11.925,8,8,3,BP11043
W33,1973,11,124,9.545454545,12.25,13.79375,13.325,14.95,10,11,3,BP11044
W24,1974,9,116,7.65,NA,NA,NA,NA,0,0,5,BP11044
EX56,1973,11,119,8.781818182,10.86538462,14.63125,11.64375,14.91875,10,11,3,BP11045
W99,1973,7,120,8.892857143,10.23,14.325,12.13125,14.75625,2,5,5,BP11046
W96,1975,8,121,9.6875,10.18333333,10.08125,10.0625,17.40625,6,8,4,BP11046
EX38,1973,9,120,8.805555556,10.76071429,14.63125,11.64375,14.91875,9,9,7,BP11048
EX13,1974,7,120,8.185714286,NA,NA,NA,NA,0,0,5,BP11048
C39,1973,6,120,8.758333333,10.925,14.23125,12.625,14.7625,4,5,4,BP11056
C41,1974,8,119,8.14375,11.49285714,12.15,11.2375,14.94375,4,8,4,BP11056
C55,1973,6,120,8.758333333,10.225,14.325,12.13125,14.75625,6,6,4,BP11062
C46,1974,6,132,12.91666667,12.23076923,12.45,11.7875,15.75,6,6,3,BP11062
O26,1973,9,130,9.888888889,13.96785714,12.05625,14.625,16.2125,9,9,4,BP11067
O75C,1973,8,126,9.3125,NA,NA,NA,NA,0,0,4,BP11068
O75A,1974,7,120,8.185714286,NA,NA,NA,NA,0,0,6,BP11068
C118,1973,7,120,8.892857143,10.71470588,14.40625,11.76875,14.6625,6,7,3,BP11069
C21,1974,8,121,8.1,11.9875,12.44375,11.225,15.06875,8,8,5,BP11069
W11,1973,10,123,9.42,NA,NA,NA,NA,10,10,5,BP11106
EX80,1974,8,121,8.1,12.08125,11.20625,12.55,13.11875,8,8,7,BP11115
W89,1973,7,124,9.721428571,11.38666667,14.23125,12.625,14.7625,0,7,3,BP11117
W80,1973,9,122,9.3,11.38666667,14.23125,12.625,14.7625,9,9,4,BP11147
