box,year,Mother,average_temperature_per1,average_temperature_per2,average_temperature_per3,average_temperature_per4,average_temperature_laying,Hf2_r,peak_food,mismatch
P4,2018,TS44899,12.34,12.73125,16.24375,15.83125,7.857142857,146,146,0
EX77,2018,TS44900,11.48888889,12.73125,16.24375,15.83125,8.821428571,146,146,0
EX77,2019,TS44900,12,8.55625,10.40625,12.45,7.45625,139,131,8
MP25,2012,TS44940,8.55625,8.65,9.31875,13.7,6.375,151,133,18
MP25,2013,TS44940,10.05833333,10.39375,10.68125,12.48125,7.2125,161,146,15
B211,2012,TS44943,9.20625,9.19375,16.625,13.05625,8.228571429,151,144,7
B78,2013,TS44943,10.525,10.39375,10.68125,12.48125,7.9875,161,146,15
B53,2014,TS44943,10.15625,10.775,11.4,14.66875,9.966666667,145,129,16
B172,2013,TS45004,9.835294118,12.175,13.15625,14.575,11.28333333,161,159,2
B142,2014,TS45004,11.09772727,14.49375,12.275,13.38125,9.725,145,144,1
SW62,2013,TS45009,9.955263158,11.35625,12.71875,13.6,11.9,161,156,5
EX49A,2012,TS45022,9.142105263,10.10625,17.325,12.5375,8.127777778,151,146,5
O17,2012,TS45043,9.65,16.625,13.05625,12.38125,8.465,151,152,-1
W91,2015,TS45082,9.409375,11.16875,9.95625,11.59375,9.575,147,136,11
W83,2016,TS45082,12.44333333,12.50625,15.15625,15.79375,15.25833333,147,155,-8
SW12,2015,TS45087,9.413333333,11.33125,10.9375,10.66875,9.69375,147,139,8
EX35,2015,TS45148,9.257692308,11.0375,10.50625,11.2125,9.705555556,147,137,10
EX39,2016,TS45148,11.16842105,11.94375,12.33125,14.425,5.93,147,146,1
EX36,2017,TS45148,9.15625,10.98125,12.85625,16.9875,8.855555556,140,136,4
EX65,2015,TS45151,9.111538462,11.425,10.24375,11.4,9.525,147,134,13
B79,2015,TS45152,9.339285714,11.39375,9.9,11.7,9.192857143,147,135,12
B201,2016,TS45152,12.17307692,13.0625,17.1375,14.98125,12.025,147,159,-12
B212,2017,TS45152,8.14,9.81875,10.575,12.9125,9.8,140,127,13
EX47A,2015,TS45156,9.413333333,11.33125,10.9375,10.66875,9.85,147,139,8
EX47,2016,TS45156,10.604,12.19375,12.8875,16.43125,7.842857143,147,149,-2
EX49C,2017,TS45156,8.852941176,10.45,13.2125,16.04375,8.764285714,140,134,6
EX80,2015,TS45163,10.54285714,10.24375,11.4,11.35,8.972222222,147,142,5
EX80,2016,TS45163,13.18928571,12.4125,12.6625,15.64375,7.721428571,147,148,-1
EX80,2017,TS45163,9.076666667,10.98125,12.85625,16.9875,9,140,136,4
SW22,2015,TS45165,9.683333333,11.33125,10.9375,10.66875,8.84,147,139,8
O61,2016,TS45191,13.23333333,12.2,12.775,17.05,12.79285714,147,150,-3
O61,2017,TS45191,8.69,8.45,10,13.31875,9.492857143,140,125,15
MP56,2012,TS45212,8.809259259,10.10625,17.325,12.5375,6.755,151,146,5
MP55,2013,TS45212,9.992857143,12.5375,13.06875,14.65,12.3,161,160,1
B216,2014,TS45282,10.925,14.49375,12.275,13.38125,11.68333333,145,144,1
C27,2014,TS45283,10.33571429,10.775,11.4,14.66875,9.2875,145,129,16
C16,2015,TS45283,9.35,11.16875,9.95625,11.59375,9.192857143,147,136,11
C116,2016,TS45283,9.35,14.09375,12.25625,12.50625,7.90625,147,139,8
C19,2017,TS45283,8.026923077,9.81875,10.575,12.9125,9.772222222,140,127,13
C19,2018,TS45283,10.85357143,11.2125,13.49375,17.325,12.62,146,140,6
C19,2019,TS45283,8.954166667,11.1,13.13125,14.20625,11.485,139,141,-2
B81,2015,TS45293,10.67333333,10.50625,11.2125,12.2375,7.225,147,145,2
B180,2016,TS45293,12.99615385,12.26875,13.4,16.93125,15.27,147,152,-5
MP94,2016,TS45441,11.84,11.5625,12.2875,13.0625,6.44375,147,143,4
B171,2016,TS45461,11.1175,12.25625,12.50625,15.15625,6.3,147,147,0
O20,2016,TS45475,12.95357143,12.15,13.94375,16.5625,15.27,147,153,-6
EX22,2016,TS45476,13.39117647,12.26875,13.4,16.93125,8.225,147,152,-5
B223,2016,TS45493,11.8,12.775,17.05,14.85625,13.55,147,158,-11
SW102,2012,TS45507,8.196428571,8.5375,10.14375,11.16875,6.521428571,151,131,20
EX62,2013,TS45538,9.79375,11.85625,13.00625,14.34375,10.475,161,158,3
C44,2012,TS45597,9.141666667,9.00625,14.6375,14.9875,7.466666667,151,142,9
C138,2013,TS45597,10.428125,10.28125,11.35625,12.71875,8.05,161,148,13
C143,2014,TS45597,10.495,11.68125,14.49375,12.275,9.21,145,136,9
C139,2015,TS45597,10.45,10.9375,10.66875,12.075,8.80625,147,147,0
C53,2012,TS45622,8.5,8.93125,9.00625,14.6375,6.375,151,134,17
C53,2013,TS45622,10.534375,10.325,11.5125,12.8125,8.764285714,161,149,12
O2,2012,TS45626,8.332352941,8.65,9.31875,13.7,6.5625,151,133,18
EX58,2012,TS45633,9.222222222,9.5,17.1125,12.9125,8.127777778,151,145,6
EX60,2013,TS45633,9.661764706,11.5125,12.8125,14.24375,11.80625,161,157,4
CP34,2012,TS45634,8.378125,9.35,9.19375,16.625,6.64375,151,136,15
MP92,2014,TS45682,10.05666667,10.63125,11.68125,14.49375,9.6125,145,128,17
MP93,2015,TS45682,8.84,11.15625,10.9625,11.1875,9.9,147,133,14
B57,2014,TS45683,10.60333333,10.63125,11.8875,14.25,9.322222222,145,131,14
MP12,2014,TS45689,10.95666667,11.4,14.66875,12.25625,9.522222222,145,137,8
CP26,2014,TS45695,12.06785714,14.25,12.7125,14.475,10.565,145,147,-2
CP27,2015,TS45695,9.413333333,11.33125,10.9375,10.66875,9.69375,147,139,8
CP19,2016,TS45695,10.83571429,12.25625,12.50625,15.15625,7.158333333,147,147,0
B150,2014,TS45698,10.98333333,11.5875,14.54375,12.4375,9.94375,145,138,7
B35,2015,TS45698,10.19117647,9.95625,11.59375,12.06875,8.857142857,147,144,3
B64,2015,TS45699,11.12,10.9375,10.66875,12.075,7.95625,147,147,0
SW86,2016,TS45699,12.17307692,13.0625,17.1375,14.98125,13.835,147,159,-12
SW84A,2017,TS45699,10.196875,13.2125,16.04375,15.29375,7.535714286,140,142,-2
SW82,2018,TS45699,12.19642857,14.41875,17.3625,15.075,9.77,146,149,-3
C6,2012,TS45709,7.670588235,8.5375,10.14375,11.16875,7.233333333,151,131,20
CP1,2012,TS45731,8.726470588,9.55,12.54375,16.7375,7.375,151,140,11
CP27,2012,TS45751,9.19375,9.04375,15.53125,14.0375,8.14375,151,143,8
MP53,2013,TS45782,10.515625,9.55625,12.5375,13.06875,11.56666667,161,152,9
MP49,2014,TS45782,10.3375,10.74375,11.5875,14.54375,9.422222222,145,130,15
EX8,2019,TS45875,10.95,9.3,8.69375,11.825,7.072222222,139,127,12
W66,2018,TS45889,12.378125,14.41875,17.3625,15.075,8.977272727,146,149,-3
SW44,2016,TS45974,12.53235294,12.4125,12.6625,15.64375,5.5,147,148,-1
SW44,2017,TS45974,8.45,10.9875,11.54375,13.4875,10.02142857,140,130,10
P21,2018,TS45974,11.56578947,13.49375,17.325,15.23125,9.277777778,146,148,-2
SW26,2016,TS45975,11.52954545,12.2,12.775,17.05,5.608333333,147,150,-3
EX68,2016,TS45984,13.41785714,12.2,12.775,17.05,10.6,147,150,-3
P16,2017,TS45987,9.214705882,10.98125,12.85625,16.9875,8.757142857,140,136,4
EX78,2016,TS45997,13.19444444,12.26875,13.4,16.93125,7.721428571,147,152,-5
SW25,2017,TS45999,8.852941176,10.45,13.2125,16.04375,8.533333333,140,134,6
EX79,2012,TS46110,9.1,12.54375,16.7375,12.0125,9.035714286,151,148,3
EX60,2012,TS46116,8.269444444,9.35,9.19375,16.625,6.266666667,151,136,15
W12,2012,TS46126,9.147222222,11.16875,17.0875,12.3,8.29,151,147,4
CP15,2012,TS46171,9.16,9.5,17.1125,12.9125,7.236363636,151,145,6
O62,2012,TS46199,9.276666667,9.00625,14.6375,14.9875,8.425,151,142,9
O59,2013,TS46206,9.702777778,11.85625,13.00625,14.34375,11.85,161,158,3
W35,2013,TS46271,10.43,10.39375,10.68125,12.48125,7.685714286,161,146,15
O40,2020,TS46391,10.47692308,10.09375,15.39375,15.0625,10.6,137,143,-6
EX76,2020,TS46392,10.2,10.1125,13.66875,15.2375,11.14375,137,138,-1
EX52,2012,TS46402,8.836956522,9.04375,15.53125,14.0375,6.691666667,151,143,8
EX51B,2013,TS46402,9.859090909,11.15625,12.64375,13.13125,9.25,161,155,6
EX51B,2014,TS46402,10.95666667,11.4,14.66875,12.25625,9.522222222,145,137,8
EX41C,2013,TS46405,9.777777778,12.175,13.15625,14.575,11.4,161,159,2
EX27,2012,TS46416,8.2,10.16875,10.10625,17.325,6.375,151,138,13
W1,2013,TS46416,10.025,9.55625,12.5375,13.06875,11.91428571,161,152,9
C24,2012,TS46419,8.726470588,9.55,12.54375,16.7375,7.038888889,151,140,11
EX62F,2013,TS46419,10.29,12.5375,13.06875,14.65,9.14375,161,160,1
SW35,2012,TS46421,8.215,9.8,9.5,17.1125,6.8,151,137,14
SW38,2012,TS46427,9.235,13.7,16.09375,11.83125,8.192857143,151,149,2
W75,2012,TS46455,9.077777778,15.53125,14.0375,12.2875,9.25,151,151,0
W78,2014,TS46455,11.0675,11.8875,14.25,12.7125,8.755,145,139,6
O54,2018,TS46624,12.35714286,12.7625,15.6875,16.19375,8.685,146,145,1
SW4,2017,TS46694,10.435,13.14375,16.88125,14.19375,8.185714286,140,145,-5
B52,2015,TS46854,10.68928571,9.9,11.7,11.90625,8.6375,147,143,4
B53,2016,TS46854,11.46923077,12.8875,16.43125,15.14375,14.75,147,157,-10
EX26,2016,TS46864,12.365625,11.94375,12.33125,14.425,5.692857143,147,146,1
C110,2013,TS47014,11.05243902,13.6,14.35625,14.725,7.685714286,161,172,-11
C7,2014,TS47014,9.671875,10.73125,11.6875,13.53125,9.425,145,126,19
C10,2015,TS47014,8.583333333,10.7,11.13125,11.00625,10.0375,147,132,15
SW44,2013,TS47015,10.238,11.15625,12.64375,13.13125,8.2,161,155,6
P19,2014,TS47015,10.906,14.09375,12.26875,13.375,8.3625,145,143,2
CP21,2013,TS47057,10.721875,12.48125,12.9,14.75625,8.735714286,161,162,-1
CP12,2014,TS47057,11.10769231,13.53125,12.81875,13.2375,11.27727273,145,142,3
CP1,2015,TS47057,10.98666667,10.83125,11.1,12.08125,7.93125,147,146,1
CP2,2014,TS47111,10.95555556,11.4,14.66875,12.25625,8.66875,145,137,8
EX66,2014,TS47124,11.209375,12.80625,13.3125,13.35625,10.87857143,145,141,4
EX67,2015,TS47124,9.4,11.0375,10.50625,11.2125,9.39375,147,137,10
SW38,2015,TS47130,10.28666667,10.24375,11.4,11.35,9.022222222,147,142,5
O60,2014,TS47132,10.509375,10.8,12.2875,13.90625,9.21,145,132,13
CP37,2014,TS47133,10.509375,10.8,12.2875,13.90625,9.25,145,132,13
CP36,2015,TS47133,8.635714286,10.1625,11.33125,10.9375,10.15,147,131,16
CP35,2016,TS47133,10.20384615,12.25625,12.50625,15.15625,7.614285714,147,147,0
O37,2014,TS47165,11.21428571,12.80625,13.3125,13.35625,10.655,145,141,4
MP59,2014,TS47198,10.78571429,11.81875,14.09375,12.26875,9.344444444,145,135,10
MP60,2015,TS47198,9.328571429,11.16875,9.95625,11.59375,9.666666667,147,136,11
MP64,2016,TS47198,10.04210526,11.93125,12.2,12.775,7.4,147,142,5
C37,2014,TS47200,10.509375,10.8,12.2875,13.90625,9.157142857,145,132,13
C37,2015,TS47200,9.520588235,11.33125,10.9375,10.66875,9.666666667,147,139,8
SW34,2014,TS47205,10.525,10.63125,11.8875,14.25,9.166666667,145,131,14
SW34,2015,TS47205,9.525,11.13125,11.00625,10.9625,9.077777778,147,140,7
EX79,2014,TS47208,11.10277778,12.80625,13.3125,13.35625,9.992857143,145,141,4
C24A,2014,TS47220,10.57,10.8,12.2875,13.90625,8.95625,145,132,13
O45,2014,TS47230,11.23,12.2875,13.90625,12.96875,10.3875,145,140,5
EX31,2014,TS47241,11.08809524,14.09375,12.26875,13.375,9.56,145,143,2
W9,2014,TS47253,10.765625,11.81875,14.09375,12.26875,8.859090909,145,135,10
CP25,2014,TS47257,11.15,14.09375,12.26875,13.375,10.9,145,143,2
CP25,2015,TS47257,9.339285714,11.39375,9.9,11.7,9.525,147,135,12
SW49A,2015,TS47266,9.690625,10.9625,11.1875,11.10625,9.991666667,147,141,6
SW49A,2016,TS47266,11.50357143,12.8875,16.43125,15.14375,15.73571429,147,157,-10
SW49,2017,TS47266,9.097826087,12.475,13.64375,16.9125,9.116666667,140,139,1
SW53,2018,TS47266,12.82307692,16.8125,15.38125,14.9375,12.8,146,155,-9
O47,2014,TS47411,11.05666667,14.66875,12.25625,13.8,11.325,145,145,0
O46,2015,TS47411,10.40294118,10.50625,11.2125,12.2375,8.80625,147,145,2
O29,2016,TS47411,11.8,12.775,17.05,14.85625,14.09375,147,158,-11
O47,2017,TS47411,10.196875,13.2125,16.04375,15.29375,7.877777778,140,142,-2
O47,2018,TS47411,13.61071429,17.3625,15.075,15.1,12.1625,146,157,-11
W103,2014,TS47459,11.053125,11.68125,14.49375,12.275,8.942857143,145,136,9
W92,2015,TS47459,9.3,11.0375,10.50625,11.2125,9.3875,147,137,10
W104,2016,TS47459,11.846875,11.2625,12.26875,13.4,5.971428571,147,144,3
EX51C,2014,TS47462,11.17857143,11.8875,14.25,12.7125,10.3875,145,139,6
CP4,2014,TS47464,10.95666667,11.4,14.66875,12.25625,9.522222222,145,137,8
EX61,2014,TS47469,11.07352941,11.4,14.66875,12.25625,9.072222222,145,137,8
EX61,2015,TS47469,9.267857143,11.025,10.83125,11.1,9.69375,147,138,9
EX6,2015,TS47476,10.54,9.9,11.7,11.90625,8.965,147,143,4
EX5,2016,TS47476,13.41785714,12.2,12.775,17.05,8.822222222,147,150,-3
EX6,2017,TS47476,9.253125,11.44375,13.14375,16.88125,9.077777778,140,137,3
EX4,2018,TS47476,12.37352941,16.24375,15.83125,15.0625,12.06666667,146,154,-8
P21,2014,TS47477,11.165625,14.66875,12.25625,13.8,11.43333333,145,145,0
P22,2016,TS47477,11.80357143,12.6625,15.64375,15.5625,16.36666667,147,156,-9
P19,2017,TS47477,10.41176471,12.9125,16.75625,14.8125,7.066666667,140,143,-3
EX62C,2013,TS47562,10.78214286,12.6625,12.86875,14.8125,8.93125,161,161,0
O76,2013,TS47597,9.715384615,11.35625,12.71875,13.6,8.7375,161,156,5
O76,2014,TS47597,11.05,11.5875,14.54375,12.4375,9.471428571,145,138,7
SW105,2015,TS47606,9.863333333,10.9625,11.1875,11.10625,9.3125,147,141,6
O25,2015,TS47627,9.961111111,10.24375,11.4,11.35,9.705555556,147,142,5
EX70,2017,TS47630,8.286666667,10.9875,11.54375,13.4875,9.164285714,140,130,10
EX70,2018,TS47630,11.96538462,11.90625,15.61875,16.5625,9.13,146,143,3
EX70,2019,TS47630,9.984210526,9.63125,8.44375,11.31875,7.03125,139,126,13
O63,2017,TS47631,8.45,10.9875,11.54375,13.4875,9.7875,140,130,10
O60,2017,TS47633,8.242307692,10.9875,11.54375,13.4875,8.788888889,140,130,10
O61,2018,TS47633,9.2125,13.26875,11.0625,14.41875,13.34,146,133,13
SW5,2017,TS47641,8.653333333,10.28125,12.99375,14.25625,8.788888889,140,132,8
EX60,2017,TS47643,8.710526316,10,13.31875,15.1625,9.772222222,140,133,7
SW55,2017,TS47645,8.66875,10,13.31875,15.1625,8.63,140,133,7
SW65,2017,TS47647,8.822222222,10.45,13.2125,16.04375,9.116666667,140,134,6
SW66,2019,TS47647,11.06,8.44375,11.31875,13.21875,10.62142857,139,134,5
MP97,2017,TS47648,8.873076923,10.45,13.2125,16.04375,8.907142857,140,134,6
SW134,2017,TS47649,7.854545455,10.44375,10.98125,12.85625,8.764285714,140,128,12
SW12,2017,TS47670,8.973809524,10.98125,12.85625,16.9875,9.164285714,140,136,4
SW116,2017,TS47672,9.085294118,10.575,12.9125,16.75625,8.457142857,140,135,5
W80,2019,TS47681,8.866666667,10.21875,12.20625,13.6,12.77,139,138,1
W74,2020,TS47681,10.52692308,9.575,14.28125,15.65,11.12777778,137,139,-2
W80,2021,TS47681,9.036666667,10.5375,11.7125,15.90625,7.078571429,154,145,9
EX78,2015,TS47732,9.415625,11.0375,10.50625,11.2125,9.525,147,137,10
MP34A,2019,TS47903,11.809375,8.55625,10.40625,12.45,6.594444444,139,131,8
MP96,2020,TS47904,10.4625,11.4125,15.28125,14.5,10.13333333,137,144,-7
MP24,2021,TS47926,7.273333333,10.6625,10.5375,11.7125,7.78125,154,137,17
EX55,2021,TS70792,7.440625,11.025,10.325,12.3875,7.78125,154,138,16
B89,2015,TT14899,10.89642857,11.59375,12.06875,12.4,11.10714286,147,152,-5
C151,2022,TV26549,9.996153846,13.13125,14.45,13.4125,11.46111111,140,134,6
CP41,2015,TV43925,8.825,10.025,11.025,10.83125,10.35,147,130,17
B62A,2016,TV44016,11.8,12.775,17.05,14.85625,12.86666667,147,158,-11
B62A,2017,TV44016,8.822222222,10.45,13.2125,16.04375,9.071428571,140,134,6
W34,2017,TV44021,9.038461538,10.98125,12.85625,16.9875,8.8125,140,136,4
C57,2016,TV44028,11.84,11.5625,12.2875,13.0625,5.971428571,147,143,4
C39,2017,TV44028,8.242307692,10.9875,11.54375,13.4875,8.788888889,140,130,10
MP65,2016,TV44031,12.37,11.2625,12.26875,13.4,5.633333333,147,144,3
MP77,2016,TV44045,12.375,12.15,13.94375,16.5625,14.61875,147,153,-6
MP2,2017,TV44174,8.653333333,10.28125,12.99375,14.25625,8.76875,140,132,8
C139,2016,TV44180,9.344444444,13.125,12.4125,12.6625,7.657142857,147,140,7
MP63,2016,TV44209,9.344444444,13.125,12.4125,12.6625,7.657142857,147,140,7
C53,2018,TV44267,11.309375,12.325,15.65,16.31875,10.05555556,146,144,2
B81,2019,TV44280,8.953846154,11.825,13.075,14.3375,10.31875,139,143,-4
CP29,2019,TV44285,10.771875,8.69375,11.825,13.075,9.3,139,135,4
EX11,2023,TV44286,12.26333333,11.76875,13.26875,12.94375,8.142857143,147,142,5
MP15,2019,TV44287,11.86,8.6625,10.21875,12.20625,6.959090909,139,130,9
P5,2019,TV44297,11.95666667,8.55625,10.40625,12.45,6.65,139,131,8
P5,2022,TV44297,11.05277778,14.25,13.73125,11.7875,11.00714286,140,140,0
W105,2019,TV44310,10.23571429,8.69375,11.825,13.075,12.46875,139,135,4
EX5A,2018,TV44349,11.62,12.325,15.65,16.31875,9.277777778,146,144,2
EX6,2019,TV44349,9.984210526,9.63125,8.44375,11.31875,7.265,139,126,13
W64,2018,TV44366,12.05625,12.73125,16.24375,15.83125,8.533333333,146,146,0
W64,2019,TV44366,11.56470588,8.55625,10.40625,12.45,6.21875,139,131,8
W63,2020,TV44366,10.375,10.575,12.45625,15.275,10.9,137,137,0
W64,2021,TV44366,7.569230769,11.175,10.1,13.26875,8.216666667,154,139,15
W64,2022,TV44366,10.07857143,13.13125,14.45,13.4125,11.53125,140,134,6
EX21,2018,TV44396,12.05333333,12.7625,15.6875,16.19375,8.275,146,145,1
O30,2017,TV44397,9.196875,12.475,13.64375,16.9125,8.816666667,140,139,1
SW33,2018,TV44405,10.85357143,11.2125,13.49375,17.325,11.43125,146,140,6
O64,2017,TV44453,9.578571429,12.475,13.64375,16.9125,7.858333333,140,139,1
O78A,2017,TV44454,9.161764706,12.475,13.64375,16.9125,8.86875,140,139,1
O75,2018,TV44454,12.08666667,15.6875,16.19375,15.175,11.52272727,146,153,-7
C9A,2018,TV44460,10.775,11.75625,12.73125,16.24375,10.44166667,146,138,8
O94,2018,TV44468,11.93214286,12.325,15.65,16.31875,8.533333333,146,144,2
O94,2019,TV44468,12.02142857,8.6625,10.21875,12.20625,6.65,139,130,9
O95,2020,TV44468,10.4,10.84375,11.4125,15.28125,10.9,137,136,1
O94,2021,TV44468,8.380555556,10.55625,10.5875,15.425,8.24,154,143,11
O116,2022,TV44468,10.50666667,13.30625,14.84375,12.2,10.69166667,140,137,3
O52,2020,TV44478,10.49411765,11.4875,10.09375,15.39375,10.05,137,135,2
O48,2021,TV44478,7.367647059,10.6625,10.5375,11.7125,7.321428571,154,137,17
O48,2018,TV44479,10.703125,11.0625,14.41875,17.3625,12.75625,146,141,5
O49,2019,TV44479,10.98529412,8.69375,11.825,13.075,9.958333333,139,135,4
EX91,2017,TV44481,9.417647059,13.31875,15.1625,16.05,8.35,140,141,-1
EX90,2018,TV44481,12.36333333,13.49375,17.325,15.23125,8.72,146,148,-2
O118,2018,TV44506,12.16538462,13.49375,17.325,15.23125,10.45625,146,148,-2
O61,2019,TV44507,10.37272727,8.2875,11.1,13.13125,7.144444444,139,133,6
O6,2018,TV44565,10.97666667,11.375,15.125,17.06875,9.942857143,146,142,4
SW112,2019,TV44568,11.809375,8.55625,10.40625,12.45,6.275,139,131,8
O23,2018,TV44576,11.62,12.325,15.65,16.31875,7.808333333,146,144,2
O68,2018,TV44577,11.96538462,11.90625,15.61875,16.5625,8.275,146,143,3
C163,2019,TV44590,12.15769231,8.74375,9.75,12.125,6.933333333,139,129,10
C105,2020,TV44590,10.61923077,11.79375,8.55,15.10625,9.588888889,137,133,4
O51,2018,TV44595,11.29666667,11.90625,15.61875,16.5625,11.15909091,146,143,3
SW35,2017,TV44646,9.242857143,11.54375,13.4875,16.89375,8.6,140,138,2
SW76,2018,TV44672,11.95,14.41875,17.3625,15.075,10.42727273,146,149,-3
SW131,2016,TV44709,11.44615385,12.6625,15.64375,15.5625,15.46875,147,156,-9
SW33,2016,TV44714,11.16842105,11.94375,12.33125,14.425,5.93,147,146,1
SW32,2017,TV44714,8.558823529,10.55625,12.475,13.64375,9.216666667,140,131,9
EX68,2017,TV44719,8.466666667,10.55625,12.475,13.64375,9.05625,140,131,9
B177,2017,TV44764,10.41176471,12.9125,16.75625,14.8125,6.47,140,143,-3
MP11,2017,TV44766,10.435,13.14375,16.88125,14.19375,8.025,140,145,-5
B26,2017,TV44769,10.02333333,13.31875,15.1625,16.05,7.535714286,140,141,-1
B27,2018,TV44769,12.165625,13.49375,17.325,15.23125,8.025,146,148,-2
B27,2019,TV44769,11.56666667,8.2875,11.1,13.13125,8.227777778,139,133,6
B69,2017,TV44782,11.28636364,12.85625,16.9875,14.41875,10.68333333,140,144,-4
B145,2018,TV44782,12.34,12.73125,16.24375,15.83125,7.857142857,146,146,0
W8,2017,TV44785,9.25,12.475,13.64375,16.9125,8.35625,140,139,1
W49,2018,TV44785,12.47692308,13.025,16.8125,15.38125,9.144444444,146,147,-1
CP14A,2017,TV44786,10.196875,13.2125,16.04375,15.29375,7.066666667,140,142,-2
EX75,2017,TV44787,9.007142857,10.98125,12.85625,16.9875,9.03,140,136,4
O109,2017,TV44792,10.02333333,13.31875,15.1625,16.05,7.755,140,141,-1
O62,2017,TV44795,9.076666667,10.98125,12.85625,16.9875,8.975,140,136,4
O62,2018,TV44795,11.62,12.325,15.65,16.31875,9.277777778,146,144,2
C51,2017,TV44800,9.056666667,10.45,13.2125,16.04375,8.66875,140,134,6
C158,2018,TV44800,10.85357143,11.2125,13.49375,17.325,12.12777778,146,140,6
O79,2017,TV44832,10.90769231,12.9125,16.75625,14.8125,8.166666667,140,143,-3
O79,2018,TV44832,12.53571429,13.025,16.8125,15.38125,8.611111111,146,147,-1
CP8,2017,TV44847,9.147222222,10.98125,12.85625,16.9875,8.457142857,140,136,4
SW104,2017,TV44850,9.242857143,11.44375,13.14375,16.88125,9.258333333,140,137,3
B225,2017,TV44859,9.361111111,13.31875,15.1625,16.05,9.258333333,140,141,-1
B194A,2017,TV44861,9.214705882,10.98125,12.85625,16.9875,8.833333333,140,136,4
MP80,2017,TV44885,9.086666667,10.575,12.9125,16.75625,8.966666667,140,135,5
B107,2017,TV44890,10.17307692,12.99375,14.25625,16.575,7.7,140,140,0
SW117,2016,TV44933,12.51785714,12.33125,14.425,16.25625,14.48571429,147,154,-7
W99A,2019,TW41522,9.032142857,11.1,13.13125,14.20625,11.90625,139,141,-2
W63,2019,TW41530,8.969230769,10.74375,12.75,14.4375,12.425,139,140,-1
W64,2020,TW41530,10.375,10.575,12.45625,15.275,10.9,137,137,0
EX49A,2020,TW41549,10.20333333,11.4125,15.28125,14.5,10.53333333,137,144,-7
W71,2019,TW41550,8.833333333,11.31875,13.21875,14.19375,10.76111111,139,142,-3
W68,2020,TW41550,10.45833333,11.4875,10.09375,15.39375,10.165,137,135,2
EX76,2021,TW41644,8.808333333,10.325,12.3875,16.01875,7.85,154,146,8
B171,2022,TW41729,11.69333333,14.45,13.4125,11.8875,9.911111111,140,142,-2
SW28,2022,TW41730,13.23666667,14.60625,11.89375,13.3625,9.0875,140,146,-6
SW28,2023,TW41730,12.24333333,11.925,13.39375,12.7625,8.605555556,147,143,4
SW49,2023,TW41765,10.91666667,11.5125,13.21875,13,9.522222222,147,140,7
SW47,2023,TW41767,11.72647059,11.76875,13.26875,12.94375,7.608333333,147,142,5
MP70,2023,TW41769,12.31071429,11.76875,13.26875,12.94375,8.605555556,147,142,5
SW45,2023,TW41771,12.09,12.4625,13.08125,13.2625,9.56,147,146,1
EX76,2023,TW41773,12.0547619,13.21875,13,14.39375,8.19375,147,148,-1
EX73A,2023,TW41774,12.0547619,13.21875,13,14.39375,8.142857143,147,148,-1
SW5,2023,TW41776,12.23235294,13.21875,12.9875,15.30625,9.85,147,149,-2
SW6,2023,TW41777,12.36785714,13.26875,12.94375,16.35625,12.35714286,147,150,-3
P12,2023,TW41778,12.17045455,13.26875,12.94375,16.35625,8.6125,147,150,-3
SW76,2023,TW41779,12.36785714,13.26875,12.94375,16.35625,12.17222222,147,150,-3
P18,2023,TW41781,12.41875,13.39375,12.7625,17.4,11.45,147,151,-4
MP37,2020,TW41801,10.375,10.575,12.45625,15.275,10.9,137,137,0
W23,2021,TW41819,8.45,10.55625,10.5875,15.425,8.416666667,154,143,11
W23,2022,TW41819,11.4,14.25,13.59375,11.8875,10.00555556,140,141,-1
W18,2020,TW41822,10.18461538,10.575,12.45625,15.275,11.09375,137,137,0
W17,2021,TW41822,8.876923077,10.55625,10.5875,15.425,7.511111111,154,143,11
W17,2022,TW41822,10.70384615,13.51875,14.60625,11.89375,10.42777778,140,138,2
W51,2020,TW41830,10.19583333,10.84375,11.4125,15.28125,10.36363636,137,136,1
C131,2020,TW41838,10.52857143,10.84375,11.4125,15.28125,9.866666667,137,136,1
O74,2022,TW41853,10.75588235,10.425,13.20625,14.75,7.509090909,140,128,12
SW119,2020,TW41854,10.61785714,11.79375,8.55,15.10625,9.525,137,133,4
SW114,2021,TW41854,7.106818182,8.8125,10.74375,9.90625,3.85,154,133,21
SW115,2022,TW41854,10.07857143,13.13125,14.45,13.4125,11.64444444,140,134,6
O109,2020,TW41858,10.68809524,10.09375,15.39375,15.0625,11.15,137,143,-6
O112,2021,TW41858,8.005263158,10.98125,9.9625,14.1875,7.664285714,154,140,14
O109,2022,TW41858,10.56764706,13.30625,14.84375,12.2,11.53125,140,137,3
O86,2020,TW41860,11.04583333,8.55,15.10625,16.04375,11.03125,137,141,-4
O86,2021,TW41860,9.53125,10.1,13.26875,16.03125,7.294444444,154,147,7
O87,2022,TW41860,10.77,13.88125,14.15,11.85,10.82222222,140,139,1
O87,2023,TW41860,12.1625,13.26875,12.94375,16.35625,12.415,147,150,-3
O53,2020,TW41866,10.4875,9.575,14.28125,15.65,11.575,137,139,-2
O80,2020,TW41868,10.89333333,8.9875,14.8125,15.81875,11.14375,137,140,-3
O27A,2020,TW41870,10.39285714,10.09375,15.39375,15.0625,11.005,137,143,-6
CP22,2020,TW41875,10.88214286,8.9875,14.8125,15.81875,11.08,137,140,-3
