box,year,Mother,average_temperature_per1,average_temperature_per2,average_temperature_per3,average_temperature_per4,average_temperature_laying,Hf2_r,peak_food,mismatch
B14,2005,N200128,9.5875,10.86875,14.13125,13.50625,12.43125,146,147,-1
B12,2004,N200129,12.68,11.71875,13.8125,17.29375,9.71875,145,151,-6
B97,2005,N200129,9.346428571,13.86875,13.2875,12.6375,11.36666667,146,152,-6
B176,2006,N200129,13.64375,11.36875,11.50625,16.2625,10.24375,149,148,1
MP71,2002,N200370,10.44285714,10.3875,13.4625,12.4375,8.675,142,134,8
MP71,2003,N200370,10.87631579,10.80625,13.7125,16.03125,11.14090909,141,144,-3
CP9,2003,N200559,10.75666667,10.80625,13.7125,16.03125,10.75555556,141,144,-3
EX39B,2002,N200561,10.29642857,8.9875,11.24375,14.4625,6.915,142,129,13
W44,2002,N200575,10.065625,9.2375,11.625,14.45,6.878571429,142,130,12
EX21,2002,N200578,10.51785714,9.5375,13.11875,13.325,7.4,142,132,10
CP42A,2002,N200581,10.38,10.3875,13.4625,12.4375,7.716666667,142,134,8
CP41,2002,N200582,9.6975,10.03125,13.225,12.89375,7.225,142,133,9
CP16,2002,N200585,10.35333333,9.5375,13.11875,13.325,7.257142857,142,132,10
EX48,2002,N200588,10.125,10.6875,13.95,11.95625,9.707142857,142,135,7
W97,2002,N200589,10.303125,10.3875,13.4625,12.4375,7.4,142,134,8
W96,2003,N200589,10.89,10.425,13.1,16.23125,10.72777778,141,143,-2
W45,2002,N200592,9.938461538,10.6875,13.95,11.95625,9.61,142,135,7
EX78,2002,N200594,9.227272727,10.6875,13.95,11.95625,10.52727273,142,135,7
EX92,2002,N200595,9.068181818,10.9875,14.2375,11.775,11.38888889,142,136,6
W99A,2002,N200597,10.33666667,10.6875,13.95,11.95625,8.675,142,135,7
W100,2003,N200597,11.50384615,9.575,12.20625,15.54375,10.23125,141,139,2
W100,2004,N200597,10.45,13.19375,12.00625,13.35,11.69375,145,142,3
W100,2005,N200597,11.22142857,8.39375,11.90625,14.06875,9.18125,146,140,6
W63,2002,N200598,10.00666667,11.24375,14.4625,11.55,10.72857143,142,137,5
W66,2003,N200598,10.55357143,11.2375,14.3125,15.825,11.09285714,141,145,-4
W81,2002,N200599,9.415384615,11.24375,14.4625,11.55,11.19444444,142,137,5
W65,2003,N200599,10.89,10.425,13.1,16.23125,10.59,141,143,-2
W81,2004,N200599,10.678125,13.19375,12.00625,13.35,10.455,145,142,3
W65,2007,N200599,12.15,11.375,13.49375,11.2125,12.2,134,139,-5
B11,2002,N200624,9.471428571,11.625,14.45,11.49375,11.19444444,142,138,4
B223,2003,N200624,10.79375,12.025,16.50625,15.01875,11.575,141,149,-8
B204,2003,N200632,10.93421053,14.3125,15.825,15.43125,11.395,141,153,-12
C140,2002,N200662,10.17352941,10.03125,13.225,12.89375,7.816666667,142,133,9
SW70,2002,N200666,9.503571429,13.11875,13.325,12.325,11.64375,142,140,2
SW67,2003,N200666,10.625,11.2375,14.3125,15.825,10.91875,141,145,-4
SW56,2002,N200668,9.871428571,13.4625,12.4375,12.975,11.33888889,142,142,0
EX41D,2002,N200672,9.346428571,12.26875,14.06875,11.71875,11.09,142,139,3
SW63,2002,N200674,9.997222222,10.03125,13.225,12.89375,6.978571429,142,133,9
SW71,2003,N200674,10.79,12.175,16.15625,14.91875,10.72777778,141,148,-7
SW66,2005,N200674,9.802380952,13.975,13.1125,13.25,12.55,146,153,-7
SW1,2002,N200680,9.404166667,12.26875,14.06875,11.71875,11.44444444,142,139,3
EX77,2004,N200680,10.78125,13.23125,12.26875,13.15625,10.15,145,141,4
EX77,2005,N200680,9.103125,12.875,13.875,13.2125,12.365,146,149,-3
EX65,2002,N200683,11.31944444,13.325,12.325,13.50625,9.521428571,142,148,-6
W74,2002,N200701,9.284615385,12.26875,14.06875,11.71875,11.36666667,142,139,3
W87,2002,N200702,9.265,11.625,14.45,11.49375,11.155,142,138,4
W64A,2004,N200702,12.11785714,12.26875,13.15625,17.2,10.79583333,145,149,-4
W79,2005,N200702,9.073076923,13.65,13.2125,13.1,11.9875,146,150,-4
EX4,2002,N200703,9.932352941,13.11875,13.325,12.325,11.08125,142,140,2
EX4,2003,N200703,11.09666667,10.375,12.3125,16.53125,10.43333333,141,142,-1
EX2,2004,N200703,10.68214286,11.4,13.70625,11.99375,9.205555556,145,137,8
CP40,2002,N200704,9.832352941,13.95,11.95625,13.2,11.36666667,142,143,-1
CP19,2002,N200706,9.95625,13.95,11.95625,13.2,11.45714286,142,143,-1
EX80,2003,N200708,10.46666667,11.8375,14.9875,15.25625,11.33333333,141,146,-5
EX59,2002,N200709,10.22,14.2375,11.775,13.525,10.42857143,142,144,-2
EX51D,2002,N200710,9.546666667,13.11875,13.325,12.325,11.80625,142,140,2
EX8,2002,N200711,10.1475,13.95,11.95625,13.2,10.37,142,143,-1
EX8,2003,N200711,10.82368421,11.2375,14.3125,15.825,10.38,141,145,-4
EX8,2004,N200711,11.40294118,12.8,12.8625,16.19375,10.47916667,145,147,-2
W10,2002,N200712,9.807142857,13.225,12.89375,12.73125,11.215,142,141,1
W11,2003,N200712,10.57333333,11.2375,14.3125,15.825,11.27142857,141,145,-4
W93,2002,N200715,11.12142857,14.45,11.49375,14,9.025,142,146,-4
EX10A,2004,N200747,10.90882353,13.23125,12.26875,13.15625,9.58,145,141,4
EX42,2003,N200750,10.89,10.425,13.1,16.23125,10.72777778,141,143,-2
EX67,2003,N200773,10.81071429,10.425,13.1,16.23125,10.66363636,141,143,-2
EX66,2004,N200773,10.76071429,10.95,13.85,11.49375,9.17,145,136,9
EX67,2005,N200773,9.75,10.31875,13.975,13.1125,12.12777778,146,145,1
EX67,2006,N200773,13.66666667,12.5875,11.075,13.4,11.00454545,149,145,4
EX69,2003,N200780,10.57666667,12.20625,15.54375,14.90625,11.16666667,141,147,-6
EX68,2004,N200780,10.68461538,11.4,13.70625,11.99375,9.58,145,137,8
CP33,2003,N200805,11.221875,9.6375,12.175,16.15625,10.1,141,140,1
CP22,2004,N200805,10.79666667,10.95,13.85,11.49375,8.9625,145,136,9
CP22,2005,N200805,9.75,10.31875,13.975,13.1125,13.24166667,146,145,1
EX35,2003,N200806,11.19285714,10.1125,12.025,16.50625,10.43333333,141,141,0
EX36,2004,N200806,10.425,12.45625,12.8,12.8625,10.045,145,139,6
EX36,2005,N200806,10.76785714,9.3375,13.65,13.2125,9.73,146,142,4
EX35,2007,N200806,12.50384615,11.99375,12.05,12,12.255,134,136,-2
EX35,2008,N200806,14.80769231,11.3375,13.55,14.38125,11.735,143,148,-5
EX19A,2003,N200807,11.22,10.1125,12.025,16.50625,9.961111111,141,141,0
W28,2003,N200810,10.81071429,10.425,13.1,16.23125,10.795,141,143,-2
W29,2004,N200810,10.95,13.24375,12.50625,15.34375,10.41666667,145,146,-1
W27,2005,N200810,10.69444444,10.1125,13.74375,13.1,8.381818182,146,143,3
W27,2006,N200810,13.48888889,11.41875,11.66875,17.85,10.35909091,149,150,-1
W25,2003,N200811,10.81071429,10.425,13.1,16.23125,10.795,141,143,-2
W25,2004,N200811,10.93684211,13.85,11.49375,14.39375,10.045,145,144,1
W26,2005,N200811,11.16176471,8.375,10.86875,14.13125,7.6,146,139,7
W26,2006,N200811,13.66,11.36875,11.50625,16.2625,11.00454545,149,148,1
W26,2007,N200811,12.56428571,11.83125,12.2875,11.70625,12.30833333,134,137,-3
W58,2003,N200812,10.76538462,10.425,13.1,16.23125,11.27142857,141,143,-2
W42,2003,N200816,10.71071429,10.80625,13.7125,16.03125,10.91111111,141,144,-3
W95,2003,N200817,10.49285714,11.8375,14.9875,15.25625,11.22857143,141,146,-5
CP21,2003,N200818,10.834375,10.80625,13.7125,16.03125,10.72777778,141,144,-3
EX73,2003,N200819,10.56470588,12.20625,15.54375,14.90625,11.25833333,141,147,-6
EX73,2004,N200819,10.425,12.45625,12.8,12.8625,10.15,145,139,6
EX74,2005,N200819,8.903571429,12.875,13.875,13.2125,12.8,146,149,-3
EX62,2003,N200821,10.74444444,12.025,16.50625,15.01875,11.28,141,149,-8
EX62,2004,N200821,10.425,12.45625,12.8,12.8625,9.954545455,145,139,6
EX62,2005,N200821,8.914285714,10.86875,14.13125,13.50625,12.365,146,147,-1
CP5,2003,N200824,10.890625,14.9875,15.25625,15.8875,11.45625,141,154,-13
EX27,2003,N200825,10.79375,12.025,16.50625,15.01875,11.36111111,141,149,-8
EX25,2004,N200825,10.89444444,13.23125,12.26875,13.15625,9.28,145,141,4
EX20,2003,N200826,10.39615385,13.1,16.23125,15.19375,11.45625,141,151,-10
O75A,2004,N200846,10.11153846,12.9625,12.4875,13.01875,10.65,145,140,5
EX19,2005,N200904,9.346428571,13.86875,13.2875,12.6375,11.68,146,152,-6
W71,2005,N200905,9.591666667,14.2125,13.19375,13.70625,12.1125,146,154,-8
W72,2006,N200905,12.11923077,11.5875,17.04375,16.575,13.24,149,157,-8
EX8,2005,N200908,10.27391304,14.06875,13.59375,15.225,13.38571429,146,156,-10
CP3,2005,N200910,10.63,13.875,13.2125,16.6625,11.94375,146,157,-11
EX79,2006,N200935,13.60714286,11.64375,11.325,15.38125,11.04444444,149,147,2
EX77,2006,N200939,13.1,12.5875,11.075,13.4,10.175,149,145,4
EX86,2007,N200939,12.58125,11.83125,12.2875,11.70625,11.775,134,137,-3
CP43,2006,N200996,12.6,13.26875,11.28125,11.5875,10.43571429,149,141,8
EX56,2006,N200998,13.23461538,12.7,11.49375,11.85,10.13333333,149,143,6
EX84,2006,N201000,13.61428571,12.06875,11.18125,14.44375,10.36,149,146,3
SW3,2007,N201000,12.97916667,11.7875,11.7,13.55625,11.835,134,132,2
SW2,2008,N201000,14.80769231,11.3375,13.55,14.38125,11.66818182,143,148,-5
EX10,1983,NA22333,10.40357143,10.625,11.91875,14.725,9.669230769,161,149,12
EX44,1983,NA22961,10.54642857,10.5375,11.66875,14.675,9.481818182,161,148,13
O6,1983,NC09037,10.40357143,10.625,11.91875,14.725,9.83,161,149,12
B106,1984,NC09580,10.140625,10.75,13.625,16.325,8.157142857,160,158,2
O75B,1983,NC09857,10.43076923,10.5375,11.66875,14.675,9.84375,161,148,13
B145,1983,NC09918,9.803571429,10.725,14.225,13.65625,10.045,161,153,8
B39,1984,NC09918,10.47941176,11.7375,15.125,16.4625,8.18125,160,161,-1
C118,1983,NC09921,10.35666667,10.58125,12.50625,14.65625,9.788888889,161,150,11
W95,1984,NC10154,9.515625,10.91875,12.2,14.875,9.466666667,160,154,6
W95,1985,NC10154,10.40555556,12.68125,13.44375,10.7,7.305,156,151,5
W98,1986,NC10154,11.51071429,11.16875,12.85,15.46875,10.55,164,160,4
SW6,1983,NC10323,9.778571429,10.475,13.6125,14.29375,10.34444444,161,152,9
W102,1984,NC10418,9.303333333,10.7875,11.7375,15.125,9.43,160,153,7
EX43D,1983,NC10634,10.54642857,10.5375,11.66875,14.675,9.445,161,148,13
EX43D,1984,NC10634,10.259375,10.44375,12.95625,15.44375,9.21,160,156,4
EX43D,1985,NC10634,10.31,11.93125,13.03125,11.93125,7.305,156,148,8
O83,1983,NC10659,10.54666667,11.66875,14.675,12.8875,10.195,161,156,5
EX43C,1986,NC10769,11.53076923,11.39375,14.6875,14.225,10.92777778,164,162,2
SW112,1986,NC10773,11.425,11.2375,11.98125,15.90625,10.58333333,164,159,5
EX55,1986,NC10787,11.11923077,11.48125,11.2375,11.98125,10.71111111,164,151,13
EX55,1987,NC10787,11.53076923,10.275,8.86875,11.2625,11.715,151,136,15
EX55,1988,NC10787,11.07368421,11.9625,11.78125,12.0625,8.035714286,151,145,6
MP11,1983,NC10812,9.784375,10.43125,10.41875,13.3,8.13,161,143,18
C21,1983,NC11006,10.04411765,11.28125,14.6875,12.8125,10.74285714,161,154,7
O59,1983,NC11075,10.153125,11.55625,14.70625,12.60625,10.045,161,155,6
W15,1983,NC11113,10.54642857,10.5375,11.66875,14.675,9.481818182,161,148,13
W5,1984,NC11113,9.421052632,10.91875,12.2,14.875,10.76363636,160,154,6
W14,1985,NC11113,9.241176471,11.74375,12.96875,12.8625,6.654545455,156,145,11
CP24,1983,NC11124,9.889285714,10.3125,10.475,13.6125,9.086363636,161,144,17
EX48A,1983,NC11190,9.813333333,10.43125,10.41875,13.3,8.2,161,143,18
W81,1984,NC11367,10.140625,10.75,13.625,16.325,9.1,160,158,2
W33,1983,NC11368,10.425,10.39375,11.55625,14.70625,9.83,161,147,14
W79,1983,NC11371,10.19230769,10.2875,10.725,14.225,9.255555556,161,145,16
O9,1983,NC11422,10.27857143,10.21875,11.28125,14.6875,9.255555556,161,146,15
W76,1983,NC11511,10.55,10.39375,11.55625,14.70625,9.445,161,147,14
W83,1984,NC11511,9.515625,10.91875,12.2,14.875,9.654166667,160,154,6
W75,1985,NC11511,9.834375,11.94375,12.9375,12.29375,7.018181818,156,147,9
O44,1983,NC11565,10.55,10.39375,11.55625,14.70625,9.372222222,161,147,14
W67,1983,NC11691,10.54642857,10.5375,11.66875,14.675,9.445,161,148,13
W52,1984,NC11691,10.2125,11.225,14.1375,16.89375,8.2125,160,159,1
B139,1983,NC11708,10.00333333,11.28125,14.6875,12.8125,10.75714286,161,154,7
EX38,1983,NC11721,9.880769231,9.76875,10.5375,11.66875,7.745454545,161,140,21
EX11,1984,NC11721,10.3625,11.53125,14.65,16.7875,8.622727273,160,160,0
CP33,1983,NC51909,9.880769231,9.76875,10.5375,11.66875,7.745454545,161,140,21
B85,1983,NC91028,10.56,11.91875,14.725,13.03125,10.3,161,157,4
P16,1983,NE26798,9.871875,10.725,14.225,13.65625,10.16818182,161,153,8
B190,1983,NE92079,10.1,10.58125,12.50625,14.65625,10.04,161,150,11
SW133,1983,NE92194,10.43571429,10.39375,11.55625,14.70625,9.225,161,147,14
EX54,1983,NE92538,10.35384615,11.28125,14.6875,12.8125,10.32222222,161,154,7
B76,1983,NE92686,10.16111111,11.66875,14.675,12.8875,10.285,161,156,5
C11,1983,NE93078,10.55,10.39375,11.55625,14.70625,9.26875,161,147,14
EX5A,1984,NE93106,10.37692308,10.89375,12.49375,15.09375,8.63,160,155,5
O11,1985,NE93106,9.34,11.74375,12.96875,12.8625,6.885,156,145,11
EX86,1983,NE93168,9.992307692,10.725,14.225,13.65625,9.99,161,153,8
EX7,1983,NE93238,10.43571429,10.39375,11.55625,14.70625,9.225,161,147,14
O85,1983,NE93320,10.54642857,10.5375,11.66875,14.675,9.375,161,148,13
SW18,1983,NE93403,9.784615385,10.41875,13.3,14.24375,10.285,161,151,10
SW45,1983,NE93406,9.89,10.475,13.6125,14.29375,10.17083333,161,152,9
P8,1983,NE93415,10.11666667,12.50625,14.65625,13.4875,10.25,161,158,3
B79A,1984,NE93415,10.85294118,13.50625,15.68125,15.325,9.5,160,165,-5
SW30,1983,NE93428,9.903571429,10.41875,13.3,14.24375,10.4,161,151,10
O68,1983,NE93444,9.803571429,10.725,14.225,13.65625,9.925,161,153,8
C47,1983,NE93455,10.19285714,11.28125,14.6875,12.8125,9.858333333,161,154,7
SW119,1983,NE93476,10.34,11.55625,14.70625,12.60625,9.99,161,155,6
EX39,1983,NE93482,10.1,10.58125,12.50625,14.65625,10.05454545,161,150,11
EX37,1984,NE93482,10.14166667,11.53125,14.65,16.7875,8.63,160,160,0
W74,1983,NE93483,9.778571429,10.475,13.6125,14.29375,10.55625,161,152,9
W75,1984,NE93483,10.709375,12.49375,15.09375,15.71875,9.39375,160,163,-3
EX73,1983,NE93573,9.803571429,10.725,14.225,13.65625,10.01818182,161,153,8
EX58,1984,NE93576,9.213888889,11.1375,10.75,13.625,11.15,160,150,10
EX58,1985,NE93576,9.386111111,11.7875,12.95625,12.48125,6.22,156,146,10
CP14,1983,NE93578,9.830769231,10.40625,10.58125,12.50625,8.740909091,161,142,19
CP12,1984,NE93578,9.661538462,10.7875,11.7375,15.125,9.236363636,160,153,7
CP11,1985,NE93578,8.7,10.9,12.21875,12.8875,7.920833333,156,141,15
CP14A,1986,NE93578,11.13928571,11.4,11.375,15.16875,11.07272727,164,155,9
CP8,1983,NE93579,9.930769231,10.58125,12.50625,14.65625,10.16818182,161,150,11
CP9,1984,NE93580,10.61153846,10.44375,12.95625,15.44375,8.388888889,160,156,4
W7,1987,NE93580,9.108333333,10.65625,12.99375,11,9.744444444,151,150,1
EX12,1983,NE93586,10.040625,10.475,13.6125,14.29375,10.11666667,161,152,9
EX51C,1983,NE93590,10.37307692,10.21875,11.28125,14.6875,9.063636364,161,146,15
EX13,1983,NE93600,10.1,10.58125,12.50625,14.65625,10.05454545,161,150,11
EX32,1985,NE93611,9.103333333,11.4125,12.68125,13.44375,6.654545455,156,143,13
EX18A,1986,NE93611,11.29666667,11.65,11.08125,15.3,11.07272727,164,156,8
B194A,1983,NE93652,10.425,11.28125,14.6875,12.8125,10.49444444,161,154,7
B194A,1984,NE93652,12.29615385,15.09375,15.71875,13.9125,10.66666667,160,171,-11
B211,1983,NE93654,9.784615385,10.41875,13.3,14.24375,10.55625,161,151,10
B97,1983,NE93668,10.35666667,10.58125,12.50625,14.65625,9.788888889,161,150,11
MP6,1983,NE93673,9.784375,10.43125,10.41875,13.3,9.08125,161,143,18
EX34A,1983,NE93678,10.43076923,10.5375,11.66875,14.675,9.854166667,161,148,13
B142,1983,NE93685,10.45714286,12.50625,14.65625,13.4875,10.245,161,158,3
B117,1983,NE93687,10.21470588,11.66875,14.675,12.8875,10.2,161,156,5
B205,1983,NE93690,9.992307692,10.725,14.225,13.65625,9.99,161,153,8
P4,1983,NE93695,10.5,11.55625,14.70625,12.60625,10.49375,161,155,6
W42,1983,NE93706,9.903571429,10.41875,13.3,14.24375,10.4,161,151,10
CP30,1983,NE93709,10.30625,10.41875,13.3,14.24375,9.84375,161,151,10
EX42,1983,NE93747,10.43571429,10.39375,11.55625,14.70625,9.155555556,161,147,14
CP3,1983,NE93805,10.1,10.58125,12.50625,14.65625,10.11666667,161,150,11
CP5B,1984,NE93805,11.11538462,13.625,16.325,15.0375,10.48888889,160,166,-6
EX39C,1983,NE93813,10.27857143,10.21875,11.28125,14.6875,8.664285714,161,146,15
EX10A,1983,NE93820,9.784615385,10.1625,10.625,11.91875,8.64,161,141,20
O51,1983,NE93821,10.19285714,11.28125,14.6875,12.8125,9.0375,161,154,7
W57,1983,NE93841,10.13076923,10.625,11.91875,14.725,10.26875,161,149,12
W28,1984,NE93842,8.982142857,10.74375,11.225,14.1375,9.694444444,160,151,9
W50,1985,NE93842,9.1,11.58125,12.74375,13.29375,6.30625,156,144,12
O34,1984,NE93845,10.3625,11.53125,14.65,16.7875,8.46,160,160,0
O36,1985,NE93845,9.25,11.58125,12.74375,13.29375,6.97,156,144,12
O38B,1983,NE93849,9.903571429,10.41875,13.3,14.24375,10.4,161,151,10
CP25,1983,NE93864,9.804166667,10.58125,12.50625,14.65625,10.285,161,150,11
EX20,1983,NE93874,10.49166667,10.21875,11.28125,14.6875,9.481818182,161,146,15
W10,1983,NE93879,10.43076923,10.5375,11.66875,14.675,9.978571429,161,148,13
CP39,1983,NE93885,10.34333333,10.39375,11.55625,14.70625,9.255555556,161,147,14
CP16,1983,NE93894,10.35666667,10.58125,12.50625,14.65625,9.978571429,161,150,11
EX47,1983,NE93911,10.34333333,10.39375,11.55625,14.70625,8.957692308,161,147,14
EX25,1983,NE93915,10.09,10.21875,11.28125,14.6875,9.2,161,146,15
EX33,1983,NE93917,10.37307692,10.21875,11.28125,14.6875,9.155555556,161,146,15
W62,1983,NE93920,10.43076923,10.5375,11.66875,14.675,9.978571429,161,148,13
O21,1983,NE93926,10.56,11.91875,14.725,13.03125,10.49444444,161,157,4
SW83,1983,NE93953,10.30625,10.41875,13.3,14.24375,9.84375,161,151,10
O12,1983,NE93967,9.819230769,10.475,13.6125,14.29375,9.925,161,152,9
C160A,1983,NE93972,10.62142857,11.66875,14.675,12.8875,10.34,161,156,5
W56,1983,NE93986,9.89,10.475,13.6125,14.29375,10.4,161,152,9
W56,1984,NE93986,9.464285714,10.7875,11.7375,15.125,9.21,160,153,7
W33,1985,NE93986,10.178125,11.93125,13.03125,11.93125,7.05,156,148,8
CP7,1984,NE93997,10.72222222,12.95625,15.44375,15.44375,8.67,160,164,-4
MP70,1987,NE94012,9.807142857,8.61875,10.975,12.83125,13.65625,151,143,8
B183,1983,NE94043,9.803571429,10.725,14.225,13.65625,10.54375,161,153,8
B184,1984,NE94043,10.709375,12.49375,15.09375,15.71875,8.91,160,163,-3
B165,1983,NE94049,9.95625,11.28125,14.6875,12.8125,10.55625,161,154,7
B23,1983,NE94185,10.35666667,10.58125,12.50625,14.65625,9.788888889,161,150,11
O82,1983,NE94272,10.49375,11.91875,14.725,13.03125,9.945454545,161,157,4
B201,1983,NE94369,9.992307692,10.725,14.225,13.65625,9.99,161,153,8
B227,1983,NE94391,10.39375,11.66875,14.675,12.8875,9.99,161,156,5
B3,1983,NE94426,9.930769231,10.58125,12.50625,14.65625,10.74285714,161,150,11
B4,1984,NE94426,10.259375,10.44375,12.95625,15.44375,9,160,156,4
B70,1983,NE94429,9.803571429,10.725,14.225,13.65625,10.75714286,161,153,8
B170,1984,NE94429,10.73571429,12.2,14.875,16.2,9.38125,160,162,-2
B36,1983,NE94431,10.62142857,11.66875,14.675,12.8875,10.49444444,161,156,5
SW1,1983,NE94439,10.39375,11.66875,14.675,12.8875,10.425,161,156,5
EX41C,1983,NE94456,10.42105263,13.6125,14.29375,14.5625,10.32222222,161,160,1
P10,1983,NE94481,9.778571429,10.475,13.6125,14.29375,10.15909091,161,152,9
SW82,1985,NE94481,9.6,11.74375,12.96875,12.8625,7.305,156,145,11
EX74,1983,NE94487,9.803571429,10.725,14.225,13.65625,10.2,161,153,8
EX74,1984,NE94487,9.878571429,10.91875,12.2,14.875,9,160,154,6
C6,1983,NE94501,9.784615385,10.41875,13.3,14.24375,10.34444444,161,151,10
C101,1983,NE94504,10.51333333,10.625,11.91875,14.725,9.26875,161,149,12
C3A,1984,NE94504,9.247368421,10.74375,11.225,14.1375,10.44166667,160,151,9
O75,1983,NE94528,10.06333333,10.41875,13.3,14.24375,10.05454545,161,151,10
C150,1983,NE94534,9.765625,10.40625,10.58125,12.50625,8.51875,161,142,19
C50,1984,NE94534,9.25,10.46875,10.89375,12.49375,11.0375,160,147,13
C52,1983,NE94743,10.8775,14.6875,12.8125,15.3375,10.3,161,162,-1
EX72,1983,NE94921,10.40357143,10.625,11.91875,14.725,9.84375,161,149,12
EX70,1984,NE94921,9.993181818,11.7375,15.125,16.4625,8.491666667,160,161,-1
B123,1983,NE94988,10.16111111,11.66875,14.675,12.8875,10.55625,161,156,5
B24,1984,NE94988,11.51785714,14.875,16.2,13.86875,10.94444444,160,170,-10
O106,1984,NE95049,10.87894737,14.1375,16.89375,14.2,8.841666667,160,167,-7
O71,1983,NE95067,10.35294118,11.91875,14.725,13.03125,9.99,161,157,4
CP40A,1983,NE95187,10.55,10.39375,11.55625,14.70625,9.445,161,147,14
B93,1983,NE95234,10.35666667,10.58125,12.50625,14.65625,9.788888889,161,150,11
CP29,1983,NE95338,10.16944444,11.28125,14.6875,12.8125,11.26,161,154,7
B212,1983,NE95594,10.37058824,12.50625,14.65625,13.4875,9.13,161,158,3
B114,1983,NE95595,9.784615385,10.41875,13.3,14.24375,10.55625,161,151,10
B97,1984,NE95595,9.196875,10.7875,11.7375,15.125,9.76875,160,153,7
B114,1985,NE95595,8.721875,11.1125,12.56875,13.1,6.392857143,156,142,14
B115,1986,NE95595,11.06153846,11.35,11.2625,13.6875,10.92857143,164,153,11
B1,1987,NE95595,9.807142857,8.61875,10.975,12.83125,13.65625,151,143,8
B127,1988,NE95595,12.87692308,10.95625,11.9375,12.2125,9.942857143,151,147,4
B156,1983,NE95596,10.56,11.91875,14.725,13.03125,10.49444444,161,157,4
B12,1983,NE95603,9.778571429,10.475,13.6125,14.29375,10.55625,161,152,9
SW84,1983,NE95610,9.903571429,10.41875,13.3,14.24375,10.25,161,151,10
B32,1983,NE95615,10.48076923,12.50625,14.65625,13.4875,9.99,161,158,3
B7,1983,NE95616,10.16111111,11.66875,14.675,12.8875,10.55625,161,156,5
