"","box","year","April_lay_date","Clutch_size","Mother"
"3347","EX73",1996,24,9,"J745928"
"3348","CP40A",1996,25,8,"J745930"
"3349","CP40A",1997,4,12,"J745930"
"3350","CP40A",1998,10,9,"J745930"
"3351","CP40A",1999,10,8,"J745930"
"3352","EX39",1996,25,10,"J745931"
"3353","EX42",1996,27,8,"J745932"
"3354","W40",1996,28,7,"J745934"
"3355","W83",1996,26,10,"J745937"
"3356","W7",1996,29,8,"J745939"
"3357","W54",1996,28,9,"J745943"
"3358","W54",1997,10,9,"J745943"
"3359","W21",1996,30,8,"J745944"
"3360","EX13",1996,30,9,"J745946"
"3361","W31",1996,38,5,"J745948"
"3362","W34",1997,15,9,"J745948"
"3363","EX62C",1996,35,6,"J745953"
"3364","W92",1996,38,7,"J745954"
"3365","EX62E",1996,41,7,"J745955"
"3366","EX49B",1996,34,7,"J745956"
"3367","EX62",1997,20,9,"J745956"
"3368","B93",1985,22,9,"JV92663"
"3369","B8",1985,23,7,"JV92665"
"3370","B109",1987,22,8,"JV92665"
"3371","B38",1985,21,11,"JV92666"
"3372","B46",1985,33,9,"JV92674"
"3373","B65",1986,36,10,"JV92674"
"3374","B66",1987,21,11,"JV92674"
"3375","B45",1988,40,4,"JV92674"
"3376","B104",1985,32,10,"JV92676"
"3377","B5",1986,39,8,"JV92676"
"3378","B90",1985,32,11,"JV92677"
"3379","B227",1986,38,12,"JV92677"
"3380","B110",1985,36,9,"JV92679"
"3381","MP70",2008,17,7,"K199387"
"3382","B21",2002,19,11,"K200632"
"3383","MP70",2000,22,8,"K578003"
"3384","B62",2002,10,9,"K578012"
"3385","MP11",2000,25,9,"K578017"
"3386","MP9",2002,12,11,"K578017"
"3387","MP16",2000,25,10,"K578018"
"3388","B21",2000,32,9,"K578019"
"3389","B205",2001,30,8,"K578019"
"3390","B116",2002,20,10,"K578019"
"3391","B4",2000,28,8,"K578021"
"3392","B84",2000,26,8,"K578023"
"3393","B180",2002,14,8,"K578023"
"3394","B192",2000,33,9,"K578024"
"3395","B227",2002,20,10,"K578024"
"3396","B76",2000,34,8,"K578026"
"3397","B29",2001,42,8,"K578026"
"3398","MP9",2001,30,5,"K578027"
"3399","MP7",2002,15,8,"K578027"
"3400","B81",2001,21,7,"K578028"
"3401","B81",2002,7,10,"K578028"
"3402","B23",2001,29,10,"K578029"
"3403","MP74",2001,22,9,"K578030"
"3404","MP74",2002,6,11,"K578030"
"3405","MP73",2003,9,10,"K578030"
"3406","MP64",2001,25,8,"K578032"
"3407","B11",2001,30,6,"K578033"
"3408","MP95",2001,26,8,"K578034"
"3409","B194A",2002,6,10,"K578034"
"3410","MP41",2001,32,5,"K578037"
"3411","MP38",2002,14,9,"K578037"
"3412","MP34",2003,19,9,"K578037"
"3413","MP20",2001,28,10,"K578040"
"3414","MP45",2001,28,6,"K578042"
"3415","MP46",2002,18,9,"K578042"
"3416","MP57",2001,40,8,"K578043"
"3417","MP34A",2002,16,10,"K578043"
"3418","B13",2001,31,3,"K578044"
"3419","B92",2001,33,11,"K578046"
"3420","B211",2001,32,8,"K578049"
"3421","B212",2002,9,9,"K578049"
"3422","B117",2002,18,9,"K578050"
"3423","MP13",2001,37,5,"K578051"
"3424","B2",2001,35,9,"K578052"
"3425","B76",2003,27,6,"K578053"
"3426","MP2",2001,34,8,"K578055"
"3427","B24",2002,15,9,"K578055"
"3428","B189",2001,37,8,"K578056"
"3429","B189",2002,16,8,"K578056"
"3430","B89",2003,25,10,"K578056"
"3431","B131",2002,18,9,"K578058"
"3432","MP42",2001,30,10,"K578060"
"3433","B214",2001,42,5,"K578061"
"3434","B208",2002,17,8,"K578061"
"3435","B225",2001,41,5,"K578062"
"3436","B86",2001,40,9,"K578063"
"3437","B86",2002,17,10,"K578063"
"3438","B139",2002,20,8,"K578064"
"3439","MP68",2001,40,8,"K578068"
"3440","MP78",2002,19,9,"K578068"
"3441","MP47",2007,13,10,"K578071"
"3442","B229",2007,21,8,"K578082"
"3443","B98",2007,20,9,"K578092"
"3444","B20",2007,20,9,"K578096"
"3445","B119",2009,14,9,"K578096"
"3446","B20",2010,19,8,"K578096"
"3447","W64B",1998,12,10,"K578101"
"3448","W80",1999,10,12,"K578101"
"3449","W80",2000,24,14,"K578101"
"3450","W37",1998,13,8,"K578102"
"3451","EX11",1998,18,11,"K578104"
"3452","EX11",1999,33,10,"K578104"
"3453","W35",1998,25,7,"K578105"
"3454","EX51C",1998,26,8,"K578106"
"3455","CP22",1999,16,8,"K578106"
"3456","CP25",1998,26,7,"K578107"
"3457","EX51D",2000,37,9,"K578107"
"3458","EX26",1998,28,7,"K578108"
"3459","EX26",1999,27,7,"K578108"
"3460","EX26",2000,27,8,"K578108"
"3461","EX26",2001,39,6,"K578108"
"3462","CP42A",1998,24,9,"K578109"
"3463","EX62B",1998,30,9,"K578112"
"3464","EX16",1998,28,9,"K578117"
"3465","W10",1998,29,9,"K578120"
"3466","W37",2000,21,10,"K578120"
"3467","W49",2001,27,9,"K578120"
"3468","W49",2002,8,9,"K578120"
"3469","CP33",1998,27,7,"K578123"
"3470","W11",1998,31,10,"K578124"
"3471","W43",1999,26,9,"K578126"
"3472","W78",1998,30,8,"K578127"
"3473","W79",1999,34,8,"K578127"
"3474","W64A",2000,28,8,"K578127"
"3475","W65",2001,31,8,"K578127"
"3476","W64A",2002,19,8,"K578127"
"3477","EX17",1998,28,10,"K578134"
"3478","W85",1999,22,11,"K578134"
"3479","EX47",1999,27,7,"K578135"
"3480","O112",2000,26,9,"K578162"
"3481","SW125",2002,17,7,"K578162"
"3482","SW125",2003,26,10,"K578162"
"3483","EX42",1999,32,8,"K578200"
"3484","P12",1996,21,10,"K578301"
"3485","SW30",1996,31,6,"K578303"
"3486","O69",1996,30,5,"K578305"
"3487","O15",1996,27,8,"K578306"
"3488","SW121",1996,30,8,"K578310"
"3489","SW82",1996,29,10,"K578313"
"3490","O94",1996,31,8,"K578314"
"3491","EX84",1997,16,11,"K578314"
"3492","O27A",1996,32,8,"K578316"
"3493","O27",1997,25,7,"K578316"
"3494","P4",1996,31,10,"K578318"
"3495","SW110",1996,36,5,"K578321"
"3496","O73",1996,26,8,"K578323"
"3497","SW132",1996,30,8,"K578326"
"3498","SW134",1997,10,10,"K578326"
"3499","O47",1996,38,6,"K578327"
"3500","O80",1996,36,7,"K578329"
"3501","O77",1997,13,9,"K578329"
"3502","O77",1998,25,7,"K578329"
"3503","SW48",1996,38,6,"K578331"
"3504","EX51A",2001,33,10,"K578422"
"3505","EX41D",2001,38,4,"K578431"
"3506","SW105",1998,20,8,"K578501"
"3507","SW106",1999,13,7,"K578501"
"3508","SW82",1998,26,9,"K578504"
"3509","SW83",1999,10,8,"K578504"
"3510","O11",1998,27,6,"K578511"
"3511","SW131",1999,14,8,"K578535"
"3512","SW18",2000,20,9,"K578535"
"3513","O75A",1999,15,7,"K578536"
"3514","O75C",2000,22,9,"K578536"
"3515","O75C",2001,24,9,"K578536"
"3516","O10",1999,27,6,"K578544"
"3517","O72",1999,26,8,"K578545"
"3518","SW129",1999,27,7,"K578547"
"3519","SW29",2000,24,9,"K578550"
"3520","SW26",2001,31,8,"K578550"
"3521","SW122",1999,27,9,"K578551"
"3522","SW124",2000,23,7,"K578551"
"3523","SW124",2001,33,7,"K578551"
"3524","O105",1999,28,8,"K578552"
"3525","O105",2000,32,9,"K578552"
"3526","O33",1999,29,7,"K578553"
"3527","O6",1999,28,9,"K578555"
"3528","SW5",1999,33,7,"K578558"
"3529","SW114",2002,13,7,"K578560"
"3530","O63",2000,20,9,"K578562"
"3531","O64",2000,24,7,"K578565"
"3532","O67",2002,10,7,"K578565"
"3533","O107",2000,28,6,"K578566"
"3534","O106",2002,14,8,"K578566"
"3535","SW129",2000,27,7,"K578570"
"3536","SW130",2001,34,5,"K578570"
"3537","SW130",2002,13,6,"K578570"
"3538","O81",2000,21,9,"K578571"
"3539","O53",2000,30,4,"K578572"
"3540","O46",2000,35,4,"K578575"
"3541","O46",2001,27,4,"K578575"
"3542","SW75",2000,28,9,"K578577"
"3543","O19",2000,30,7,"K578579"
"3544","SW10",2000,26,9,"K578582"
"3545","P11",2000,30,8,"K578584"
"3546","P11",2002,14,11,"K578584"
"3547","P1",2000,32,7,"K578585"
"3548","SW47",2000,30,9,"K578590"
"3549","SW62",2000,31,6,"K578591"
"3550","MP79",2002,7,6,"K578601"
"3551","MP79",2003,15,4,"K578601"
"3552","MP79",2004,11,5,"K578601"
"3553","MP96",2002,8,9,"K578603"
"3554","B23",2002,12,7,"K578605"
"3555","B123",2004,16,8,"K578605"
"3556","B23",2005,16,7,"K578605"
"3557","B125",2006,22,9,"K578605"
"3558","B24",2007,15,10,"K578605"
"3559","MP89",2002,9,11,"K578610"
"3560","MP76",2002,8,9,"K578612"
"3561","MP55",2002,16,6,"K578617"
"3562","B25",2002,17,7,"K578619"
"3563","B89",2002,19,9,"K578620"
"3564","B92",2002,21,9,"K578624"
"3565","CP14A",2008,18,7,"K578709"
"3566","EX73A",2009,17,9,"K578709"
"3567","W26",2008,22,7,"K578714"
"3568","W22",2008,18,8,"K578717"
"3569","W22",2009,11,10,"K578717"
"3570","W22",2010,13,10,"K578717"
"3571","EX50",2009,16,10,"K578718"
"3572","W34",2008,32,8,"K578725"
"3573","EX25",2008,19,8,"K578731"
"3574","EX65",2009,11,10,"K578732"
"3575","EX43C",2010,12,11,"K578732"
"3576","MP42",2008,18,7,"K578734"
"3577","B98",2008,28,6,"K578737"
"3578","B18",2009,15,8,"K578737"
"3579","MP68",2009,5,9,"K578738"
"3580","MP62",2008,24,7,"K578743"
"3581","MP21",2008,22,9,"K578745"
"3582","MP52",2009,16,8,"K578748"
"3583","MP49",2010,21,9,"K578748"
"3584","MP79",2008,24,8,"K578749"
"3585","MP46",2009,19,8,"K578749"
"3586","B96",2008,26,6,"K578765"
"3587","EX5A",2007,18,10,"K578927"
"3588","EX5A",2008,23,10,"K578927"
"3589","O77",2003,19,9,"K578953"
"3590","SW52",2003,35,8,"K578955"
"3591","O5",2003,24,7,"K578960"
"3592","SW20",2003,32,7,"K578961"
"3593","SW16",2004,18,11,"K578961"
"3594","SW16",2005,22,11,"K578961"
"3595","O6",2003,24,17,"K578962"
"3596","O71",2003,32,5,"K578963"
"3597","O61",2003,25,7,"K578967"
"3598","O76",2003,35,8,"K578979"
"3599","SW103",2003,33,6,"K578980"
"3600","MP89",1997,15,8,"K604502"
"3601","MP16",1998,30,8,"K604502"
"3602","MP20",1997,13,8,"K604503"
"3603","MP22",1998,29,9,"K604503"
"3604","MP34",1997,9,9,"K604504"
"3605","MP34",2000,11,10,"K604504"
"3606","MP78",1997,13,8,"K604505"
"3607","MP67",1999,10,8,"K604505"
"3608","MP68",2000,18,8,"K604505"
"3609","MP58",2001,29,5,"K604505"
"3610","MP9",1997,13,9,"K604506"
"3611","MP11",1998,22,9,"K604506"
"3612","MP9",1999,15,9,"K604506"
"3613","MP64",1997,10,8,"K604507"
"3614","MP10",1997,10,9,"K604508"
"3615","MP76",1997,15,10,"K604511"
"3616","MP79",1998,21,9,"K604511"
"3617","MP29",1997,19,7,"K604513"
"3618","MP34A",1998,26,6,"K604513"
"3619","MP60",1997,29,9,"K604518"
"3620","MP33",1998,24,11,"K604543"
"3621","MP53",1998,22,9,"K604545"
"3622","MP55",1999,12,9,"K604545"
"3623","MP62",1998,25,9,"K604547"
"3624","MP76",1998,24,9,"K604549"
"3625","MP75",1999,31,8,"K604549"
"3626","MP77",2000,18,8,"K604549"
"3627","MP77",2001,27,9,"K604549"
"3628","MP14",1999,21,9,"K604550"
"3629","MP17",2000,27,8,"K604550"
"3630","MP18",2002,11,10,"K604550"
"3631","MP28",2004,19,8,"K604550"
"3632","MP57",2000,25,10,"K604566"
"3633","MP63",2001,37,8,"K604566"
"3634","MP59",2002,16,8,"K604566"
"3635","MP73",2001,22,8,"K604567"
"3636","MP78",2003,13,9,"K604567"
"3637","MP76",2004,14,10,"K604567"
"3638","MP73",2005,17,8,"K604567"
"3639","MP60",1999,15,7,"K604570"
"3640","MP60",2000,21,9,"K604570"
"3641","MP60",2001,21,9,"K604570"
"3642","MP46",1999,12,10,"K604571"
"3643","MP49",2000,17,10,"K604571"
"3644","B112",1999,18,7,"K604574"
"3645","B34",2001,33,5,"K604574"
"3646","B136",2002,11,8,"K604574"
"3647","MP83",1999,20,8,"K604576"
"3648","MP16",1999,15,10,"K604577"
"3649","MP33",2000,12,12,"K604577"
"3650","MP33",2001,25,8,"K604577"
"3651","MP33",2002,7,11,"K604577"
"3652","MP78",1999,16,8,"K604578"
"3653","MP90",1999,22,10,"K604579"
"3654","MP62",1999,28,7,"K604580"
"3655","MP21",1999,27,11,"K604582"
"3656","MP13",1999,33,8,"K604592"
"3657","MP12",2002,20,9,"K604592"
"3658","MP89",2003,27,9,"K604592"
"3659","MP88",2004,16,11,"K604592"
"3660","EX70",2000,28,8,"K604611"
"3661","EX68",2001,32,6,"K604611"
"3662","EX68",2002,9,9,"K604611"
"3663","EX89",2000,35,9,"K604640"
"3664","EX91",2001,40,7,"K604640"
"3665","W79",2000,31,9,"K604644"
"3666","W94",2001,27,9,"K604644"
"3667","MP17",2003,24,8,"K604660"
"3668","EX53",2000,21,8,"K604663"
"3669","EX53",2002,8,9,"K604663"
"3670","CP40",2000,21,8,"K604664"
"3671","W25",2000,21,11,"K604665"
"3672","W36",2001,27,10,"K604665"
"3673","W27",2002,12,12,"K604665"
"3674","W31",2000,26,8,"K604667"
"3675","W35",2001,28,9,"K604667"
"3676","W68",2000,24,8,"K604669"
"3677","W67",2001,25,8,"K604669"
"3678","W69",2002,9,9,"K604669"
"3679","EX62H",2000,24,8,"K604671"
"3680","EX36",2000,24,8,"K604672"
"3681","EX37",2001,29,8,"K604672"
"3682","EX36",2002,10,8,"K604672"
"3683","W73",2001,28,7,"K604674"
"3684","W73",2002,15,8,"K604674"
"3685","W71",2003,23,7,"K604674"
"3686","EX49A",2000,30,8,"K604676"
"3687","EX48",2000,29,7,"K604677"
"3688","CP42A",2000,28,4,"K604678"
"3689","CP15",2000,25,8,"K604679"
"3690","CP11",2000,32,7,"K604680"
"3691","W54",2000,33,7,"K604682"
"3692","W38",2001,19,9,"K604682"
"3693","W37",2002,9,11,"K604682"
"3694","W69",2000,35,9,"K604696"
"3695","MP52",1997,14,7,"K604702"
"3696","SW26",1997,12,9,"K604703"
"3697","O85",1997,13,9,"K604704"
"3698","SW130",1997,14,10,"K604706"
"3699","O73",1997,14,10,"K604707"
"3700","O74",1998,14,10,"K604707"
"3701","O67",1997,14,8,"K604709"
"3702","O25",1997,12,7,"K604712"
"3703","O45",1997,22,10,"K604717"
"3704","O59",1997,19,7,"K604724"
"3705","O13",1997,26,9,"K604726"
"3706","O103",1998,30,5,"K604762"
"3707","O113",1999,27,6,"K604762"
"3708","O93",2001,42,7,"K604762"
"3709","O84",1998,26,7,"K604782"
"3710","EX58",1999,28,8,"K604784"
"3711","EX58",2000,26,9,"K604784"
"3712","EX60",2001,36,7,"K604784"
"3713","EX43D",1999,25,10,"K604821"
"3714","O50",1999,35,7,"K604863"
"3715","O52",1999,31,10,"K604951"
"3716","O29",2000,31,8,"K604953"
"3717","EX34A",2007,19,10,"K639119"
"3718","EX8A",1977,27,11,"KC96203"
"3719","EX84",1978,39,12,"KC96203"
"3720","CP27",1977,32,9,"KC96204"
"3721","W46",1977,30,10,"KC96205"
"3722","EX26",1977,34,8,"KC96207"
"3723","W64",1977,34,7,"KC96208"
"3724","W75",1977,31,10,"KC96209"
"3725","W64A",1977,31,7,"KC96210"
"3726","CP43",1977,25,10,"KC96212"
"3727","W59",1977,38,8,"KC96217"
"3728","EX62C",1977,33,7,"KC96219"
"3729","W35",1977,38,8,"KC96221"
"3730","EX3",1979,28,10,"KC96221"
"3731","EX3",1980,23,11,"KC96221"
"3732","EX3",1982,24,10,"KC96221"
"3733","EX44",1979,24,11,"KC96230"
"3734","W27",1978,32,8,"KC96234"
"3735","W27",1979,31,9,"KC96234"
"3736","W14",1978,32,7,"KC96235"
"3737","W23",1978,33,5,"KC96238"
"3738","W78",1978,36,10,"KC96245"
"3739","EX75A",1978,41,8,"KC96247"
"3740","EX92",1979,44,9,"KC96247"
"3741","W37",1978,39,8,"KC96249"
"3742","SW86",1977,26,12,"KC96550"
"3743","O38",1977,33,7,"KC96553"
"3744","O53",1978,30,6,"KC96553"
"3745","O63",1977,31,6,"KC96554"
"3746","SW43",1977,29,10,"KC96596"
"3747","SW42",1978,27,13,"KC96596"
"3748","O57",1977,29,12,"KC96638"
"3749","O76",1977,33,8,"KC96740"
"3750","O76",1978,28,12,"KC96740"
"3751","O76",1979,29,12,"KC96740"
"3752","SW118",1977,33,7,"KC96742"
"3753","SW37",1977,32,8,"KC96743"
"3754","SW31",1978,34,11,"KC96743"
"3755","SW36",1979,29,12,"KC96743"
"3756","SW63",1977,30,6,"KC96752"
"3757","SW125",1977,34,6,"KC96763"
"3758","SW123",1978,39,7,"KC96763"
"3759","O65",1977,30,6,"KC96791"
"3760","O73",1978,37,10,"KC96791"
"3761","O73",1979,39,12,"KC96791"
"3762","O73",1980,22,11,"KC96791"
"3763","O79",1977,37,7,"KC96793"
"3764","O75A",1978,35,9,"KC96793"
"3765","SW34",1977,36,7,"KC96861"
"3766","SW31",1977,40,7,"KC96928"
"3767","SW56",1977,42,7,"KC97000"
"3768","MP7",1978,29,13,"KJ44137"
"3769","EX61",1977,31,7,"KJ71660"
"3770","O11",1977,27,9,"KJ71664"
"3771","O12",1978,28,10,"KJ71664"
"3772","EX36",1977,29,7,"KJ71667"
"3773","O30",1977,35,5,"KJ71679"
"3774","W60",1977,32,8,"KJ71684"
"3775","CP22",1977,33,8,"KJ71689"
"3776","EX64",1977,40,8,"KJ71697"
"3777","EX60",1978,37,8,"KJ71697"
"3778","O4",1977,35,6,"KJ71701"
"3779","O42",1978,38,2,"KJ71706"
"3780","O27A",1979,46,1,"KJ71706"
"3781","O6",1977,36,7,"KJ71711"
"3782","O7",1978,28,11,"KJ71711"
"3783","EX1",1978,27,11,"KJ71756"
"3784","B104",1978,39,8,"KJ73110"
"3785","O54",1978,36,11,"KJ73116"
"3786","O66",1978,32,8,"KJ73117"
"3787","O50",1979,42,9,"KJ73117"
"3788","O87",1980,21,10,"KJ73117"
"3789","O68",1978,34,7,"KJ73118"
"3790","O59",1979,34,10,"KJ73118"
"3791","O3",1978,37,9,"KJ73122"
"3792","SW58",1978,39,7,"KJ73123"
"3793","O95",1978,38,8,"KJ73124"
"3794","O115",1979,39,8,"KJ73124"
"3795","O114",1980,22,9,"KJ73124"
"3796","O115",1981,29,9,"KJ73124"
"3797","O117",1982,26,7,"KJ73124"
"3798","SW130",1983,28,9,"KJ73124"
"3799","SW75",1978,42,9,"KJ73127"
"3800","SW117",1978,43,10,"KJ73130"
"3801","O85",1979,43,12,"KJ73141"
"3802","EX34",1979,24,9,"KJ73148"
"3803","EX34A",1980,21,11,"KJ73148"
"3804","W7",1978,52,7,"KR81302"
"3805","W7",1979,45,12,"KR81302"
"3806","B213",1979,43,10,"KR81305"
"3807","MP8",1979,28,12,"KR81310"
"3808","MP1",1980,19,13,"KR81310"
"3809","P10",1979,39,10,"KR81312"
"3810","CP6",1979,27,7,"KR81317"
"3811","CP4",1980,18,9,"KR81317"
"3812","CP36",1979,33,9,"KR81319"
"3813","CP27",1980,24,10,"KR81319"
"3814","CP5A",1979,38,7,"KR81323"
"3815","W33",1981,18,10,"KR81323"
"3816","W18",1982,28,8,"KR81323"
"3817","CP9",1979,31,10,"KR81340"
"3818","MP2",1981,17,10,"KR81340"
"3819","O94",1979,41,9,"KR81343"
"3820","O109",1980,23,9,"KR81343"
"3821","SW120",1982,28,10,"KR81343"
"3822","O110",1983,38,6,"KR81343"
"3823","EX62F",1979,33,11,"KR81344"
"3824","W32",1979,41,11,"KR81348"
"3825","B27",1979,47,9,"KR81452"
"3826","B26",1980,27,8,"KR81452"
"3827","B27",1981,23,9,"KR81452"
"3828","EX90",1980,30,9,"KR81459"
"3829","EX71",1979,39,9,"KR81466"
"3830","EX72A",1980,29,11,"KR81466"
"3831","EX75",1979,28,11,"KR81467"
"3832","SW17",1979,26,12,"KR81469"
"3833","O6",1979,31,11,"KR81470"
"3834","O6",1980,20,12,"KR81470"
"3835","O8",1981,16,12,"KR81470"
"3836","O22",1979,40,8,"KR81471"
"3837","P22",1979,40,7,"KR81472"
"3838","O65",1979,43,9,"KR81473"
"3839","O63",1980,23,8,"KR81473"
"3840","O39",1979,43,7,"KR81475"
"3841","O20",1979,42,10,"KR81476"
"3842","SW134",1979,44,9,"KR81478"
"3843","SW132",1980,25,9,"KR81478"
"3844","SW10",1979,42,12,"KR81481"
"3845","SW116",1979,49,9,"KR81483"
"3846","SW113",1980,32,9,"KR81483"
"3847","O37",1979,43,9,"KR81484"
"3848","O50",1980,27,9,"KR81484"
"3849","O38",1981,31,9,"KR81484"
"3850","EX69",1980,27,10,"KR81490"
"3851","EX80",1981,23,7,"KR81490"
"3852","EX79",1982,25,10,"KR81490"
"3853","EX81A",1983,25,10,"KR81490"
"3854","SW110",1980,30,10,"KR81495"
"3855","B67",1979,45,7,"KR81512"
"3856","B215",1982,33,7,"KR81542"
"3857","EX62I",1993,24,8,"KR81672"
"3858","C26",1979,38,10,"KR81916"
"3859","C111",1979,43,11,"KR81940"
"3860","EX72",1981,27,8,"KR83076"
"3861","O24",1981,27,10,"KR83081"
"3862","O22",1981,24,12,"KR83082"
"3863","O46",1982,26,11,"KR83082"
"3864","O47",1983,34,12,"KR83082"
"3865","O32",1984,33,11,"KR83082"
"3866","SW112",1981,34,8,"KR83085"
"3867","SW106",1981,27,8,"KR83086"
"3868","SW104",1982,24,9,"KR83086"
"3869","C161",1983,28,10,"KR83086"
"3870","SW78",1981,34,9,"KR83087"
"3871","CP43",1983,25,9,"KR83087"
"3872","P12",1981,25,7,"KR83091"
"3873","O27",1981,35,10,"KR83092"
"3874","SW42",1981,36,8,"KR83093"
"3875","SW31",1982,29,9,"KR83093"
"3876","SW44",1981,40,7,"KR83094"
"3877","SW37",1982,30,8,"KR83094"
"3878","SW36",1983,33,8,"KR83094"
"3879","SW16",1984,50,7,"KR83094"
"3880","O68",1981,39,11,"KR83095"
"3881","SW109",1981,34,8,"KR83096"
"3882","P22",1981,36,9,"KR83098"
"3883","O76",1981,33,9,"KR83100"
"3884","SW55",1980,28,9,"KR84454"
"3885","O71",1980,22,10,"KR84456"
"3886","O10",1980,19,11,"KR84461"
"3887","O38A",1980,22,10,"KR84464"
"3888","O38",1982,23,10,"KR84464"
"3889","SW2",1980,24,10,"KR84466"
"3890","SW7",1981,33,10,"KR84466"
"3891","O27A",1980,24,11,"KR84467"
"3892","SW9",1980,25,10,"KR84472"
"3893","SW117",1980,30,8,"KR84473"
"3894","SW113",1982,30,8,"KR84473"
"3895","SW113",1983,25,9,"KR84473"
"3896","O41",1980,37,8,"KR84475"
"3897","O42",1981,33,8,"KR84475"
"3898","SW33",1980,38,9,"KR84477"
"3899","CP43",1981,28,9,"KR84536"
"3900","CP40",1981,34,8,"KR84542"
"3901","EX34",1981,21,7,"KR84546"
"3902","EX32",1981,22,7,"KR84547"
"3903","EX13A",1981,24,8,"KR84548"
"3904","EX14",1981,20,7,"KR84549"
"3905","W81",1981,17,10,"KR84550"
"3906","EX40",1981,18,11,"KR84552"
"3907","EX39C",1981,21,7,"KR84553"
"3908","W63",1981,24,5,"KR84555"
"3909","W65",1982,27,8,"KR84555"
"3910","CP19",1981,26,6,"KR84557"
"3911","EX45",1981,33,9,"KR84559"
"3912","EX32",1982,26,11,"KR84559"
"3913","EX31",1983,27,11,"KR84559"
"3914","EX32",1984,52,10,"KR84559"
"3915","EX70",1981,34,9,"KR84561"
"3916","O107",1981,37,10,"KR84562"
"3917","EX75A",1981,23,5,"KR84563"
"3918","W56",1981,26,11,"KR84566"
"3919","W39",1982,27,12,"KR84566"
"3920","EX51D",1981,25,7,"KR84568"
"3921","EX49A",1981,36,9,"KR84571"
"3922","W9",1981,36,11,"KR84572"
"3923","W9",1982,28,11,"KR84572"
"3924","W2",1983,30,12,"KR84572"
"3925","W6",1984,32,11,"KR84572"
"3926","W1",1987,28,12,"KR84572"
"3927","B98",1979,34,10,"KR84851"
"3928","B100",1980,22,12,"KR84851"
"3929","B107",1981,33,10,"KR84851"
"3930","B46",1978,37,10,"KR84852"
"3931","B60",1979,36,11,"KR84852"
"3932","B159",1980,21,12,"KR84852"
"3933","B212",1981,17,11,"KR84852"
"3934","B159",1982,25,11,"KR84852"
"3935","SW84",1978,43,11,"KR84853"
"3936","C150",1978,36,7,"KR84855"
"3937","B226",2003,28,8,"KS78024"
"3938","MP27",2003,25,8,"KS78042"
"3939","B26",2003,26,8,"KS78050"
"3940","B24",2003,33,8,"KS78055"
"3941","B183",2003,26,6,"KS78061"
"3942","B137",2003,28,6,"KS78064"
"3943","SW113",2000,25,7,"KS78560"
"3944","SW114",2001,28,6,"KS78560"
"3945","O64",2001,28,8,"KS78565"
"3946","P11",2003,22,10,"KS78584"
"3947","B229",2003,24,8,"KS78605"
"3948","B25",2003,27,4,"KS78619"
"3949","EX11",2011,11,11,"L171472"
"3950","EX14A",2012,14,10,"L171472"
"3951","C56",2012,6,9,"L311300"
"3952","C155",2013,24,9,"L311300"
"3953","C56",2014,17,6,"L311300"
"3954","C55",2015,19,6,"L311300"
"3955","B195",2011,17,8,"L311889"
"3956","B225",2012,12,8,"L311889"
"3957","W50",2011,14,11,"L311897"
"3958","W50",2012,16,6,"L311897"
"3959","W51",2013,33,7,"L311897"
"3960","O55",2011,23,8,"L312153"
"3961","B88",2012,16,8,"L312170"
"3962","O53",2011,17,10,"L312293"
"3963","SW115",2011,17,11,"L312300"
"3964","O3",2011,11,7,"L312889"
"3965","B96",2011,17,8,"L313295"
"3966","B76",2012,21,6,"L314214"
"3967","B29",2013,35,7,"L314214"
"3968","B30",2014,13,6,"L314214"
"3969","B76",2015,24,6,"L314214"
"3970","W69",2012,4,8,"L314239"
"3971","B163",2011,19,9,"L315001"
"3972","B161",2012,27,11,"L315001"
"3973","B62",2013,38,5,"L315001"
"3974","CP8",2013,27,8,"L315026"
"3975","CP4",2011,20,9,"L315036"
"3976","B145",2011,12,10,"L315098"
"3977","B38",2012,19,6,"L315098"
"3978","B163",2013,35,8,"L315098"
"3979","B188",2010,22,9,"L315206"
"3980","B185",2010,27,6,"L315207"
"3981","B85",2012,17,8,"L315207"
"3982","B86",2013,29,8,"L315207"
"3983","B87",2014,15,8,"L315207"
"3984","B36",2010,22,11,"L315209"
"3985","C35",2010,25,7,"L315210"
"3986","B86",2011,13,8,"L315217"
"3987","B47",2010,24,11,"L315233"
"3988","B224",2010,18,13,"L315234"
"3989","C107",2010,11,8,"L315401"
"3990","C104",2012,1,10,"L315401"
"3991","C3B",2013,16,7,"L315401"
"3992","C150",2011,6,8,"L315402"
"3993","C49",2012,3,8,"L315402"
