"","box","year","April_lay_date","Clutch_size","Mother"
"5920","C57",2003,21,8,"P439027"
"5921","C57",2004,15,8,"P439027"
"5922","C59",2004,21,9,"P439028"
"5923","MP86",2003,20,10,"P439036"
"5924","B214",2003,25,9,"P439039"
"5925","CP5B",2003,25,9,"P439042"
"5926","CP4",2005,18,8,"P439042"
"5927","CP6",2006,25,8,"P439042"
"5928","CP4",2007,15,8,"P439042"
"5929","W14",2004,20,8,"P439044"
"5930","CP2",2005,24,7,"P439044"
"5931","CP5B",2006,25,7,"P439044"
"5932","CP5B",2007,18,8,"P439044"
"5933","W36",2003,22,8,"P439046"
"5934","B103",2004,20,8,"P439051"
"5935","B99A",2006,24,9,"P439051"
"5936","B99",2007,19,8,"P439051"
"5937","O82",2003,25,8,"P439057"
"5938","C163",2004,20,8,"P439061"
"5939","C163",2005,14,7,"P439061"
"5940","C9A",2007,16,10,"P439061"
"5941","C9A",2008,20,8,"P439061"
"5942","W41",2003,21,10,"P439072"
"5943","W56",2004,19,12,"P439072"
"5944","W15",2003,24,5,"P439082"
"5945","SW25",2003,28,7,"P439090"
"5946","SW33",2003,19,9,"P439093"
"5947","SW35",2003,24,8,"P439095"
"5948","O30A",2003,24,8,"P439103"
"5949","EX47",2003,25,8,"P439113"
"5950","CP21",2004,12,9,"P439141"
"5951","CP21",2005,25,7,"P439141"
"5952","O56",2004,10,10,"P439149"
"5953","O38A",2005,16,9,"P439156"
"5954","O38A",2006,25,8,"P439156"
"5955","O38B",2007,15,9,"P439156"
"5956","P7",2005,22,8,"P439161"
"5957","P9",2006,25,9,"P439161"
"5958","SW70",2004,18,10,"P439165"
"5959","P24",2005,26,10,"P439165"
"5960","B43",2004,27,6,"P439168"
"5961","B16",2004,28,10,"P439175"
"5962","MP18",2004,22,8,"P439186"
"5963","MP90",2005,32,7,"P439186"
"5964","MP89",2007,19,9,"P439186"
"5965","O27A",2004,24,9,"P439195"
"5966","O27",2005,17,8,"P439195"
"5967","O26",2006,29,10,"P439195"
"5968","B199",2004,19,8,"P439209"
"5969","MP92",2005,24,7,"P439282"
"5970","MP93",2006,18,8,"P439282"
"5971","MP95",2007,11,8,"P439282"
"5972","W68",2007,17,7,"P439580"
"5973","W29",2007,17,9,"P439584"
"5974","W29",2008,25,9,"P439584"
"5975","CP2",2009,14,7,"P439598"
"5976","CP20",2010,25,8,"P439598"
"5977","SW53",2008,32,8,"P639129"
"5978","B161",2005,23,7,"P812079"
"5979","B49",2005,23,8,"P812080"
"5980","P11",2005,28,7,"P812083"
"5981","P22",2005,27,8,"P812088"
"5982","B70",2005,28,7,"P812089"
"5983","B221",2005,28,8,"P812094"
"5984","P22",2006,22,10,"P839106"
"5985","MP98",2023,20,8,"PF71030"
"5986","W96",2023,34,7,"PF71057"
"5987","EX66",2023,31,6,"PF71060"
"5988","SW38",2023,20,9,"PF71236"
"5989","EX48A",2023,23,10,"PF71276"
"5990","MP51",2023,33,8,"PF71285"
"5991","C107",2022,16,6,"PF71335"
"5992","C107",2023,10,6,"PF71335"
"5993","SW101",2021,24,8,"PF71359"
"5994","C61A",2021,27,8,"PF71362"
"5995","C49",2021,30,5,"PF71375"
"5996","B18",2023,28,8,"PF71385"
"5997","B169",2022,23,8,"PF71388"
"5998","MP97",2022,22,8,"PF71393"
"5999","SW90",2023,22,10,"PF71393"
"6000","C59",2022,21,8,"PF71394"
"6001","C161",2021,32,7,"PF71399"
"6002","C35",2022,16,9,"PF71399"
"6003","W35",2022,11,9,"PF71420"
"6004","W50",2023,21,6,"PF71440"
"6005","CP2",2023,23,8,"PF71443"
"6006","W60",2022,16,9,"PF71444"
"6007","W60",2023,12,11,"PF71444"
"6008","W59",2022,18,9,"PF71456"
"6009","W92",2023,22,8,"PF71456"
"6010","W94",2023,26,7,"PF71467"
"6011","SW27",2023,22,10,"PF71515"
"6012","EX37",2023,18,9,"PF71547"
"6013","MP30",2023,28,8,"PF71615"
"6014","O119",2022,19,6,"PF71717"
"6015","CP40A",2023,10,8,"PF71744"
"6016","SW65",2023,35,7,"PF71752"
"6017","C20",2022,6,6,"PF71901"
"6018","C15",2023,11,6,"PF71901"
"6019","C108",2022,10,6,"PF71902"
"6020","C8",2023,18,6,"PF71902"
"6021","C11",2022,10,6,"PF71903"
"6022","EX91",2023,35,6,"PF71935"
"6023","C118",2022,14,9,"PF71936"
"6024","C153",2022,16,10,"PF71960"
"6025","C55",2023,25,9,"PF71960"
"6026","EX49",2023,21,10,"PF71999"
"6027","O76",2022,20,6,"PF72031"
"6028","C163",2022,19,9,"PF72032"
"6029","C25",2022,18,11,"PF72039"
"6030","MP66",2023,18,10,"PF72047"
"6031","O71",2023,12,10,"PF72051"
"6032","C10",2022,26,7,"PF72058"
"6033","C10",2023,26,6,"PF72058"
"6034","CP40",2021,18,7,"PF72102"
"6035","CP40A",2021,13,11,"PF72103"
"6036","CP40",2022,15,11,"PF72103"
"6037","EX53",2022,20,9,"PF72116"
"6038","C157",2022,11,10,"PF72126"
"6039","EX13A",2022,21,9,"PF72133"
"6040","EX43D",2022,20,7,"PF72135"
"6041","O60",2022,5,8,"PF72158"
"6042","O60",2023,16,8,"PF72158"
"6043","W2",2022,20,10,"PF72160"
"6044","EX62A",2023,29,8,"PF72174"
"6045","EX19A",2022,17,11,"PF72181"
"6046","EX19A",2023,22,11,"PF72181"
"6047","B49",2022,17,8,"PF72199"
"6048","B49",2023,16,9,"PF72199"
"6049","EX60",2023,27,9,"PF72309"
"6050","W31",2022,15,12,"PF72402"
"6051","O109",2023,27,9,"PF72503"
"6052","O78",2022,21,9,"PF72505"
"6053","CP22",2022,16,10,"PF72515"
"6054","CP37",2023,20,9,"PF72515"
"6055","EX66",2021,22,8,"PF72518"
"6056","W83",2022,14,9,"PF72539"
"6057","W76",2023,19,10,"PF72539"
"6058","O56",2022,14,7,"PF72546"
"6059","O17",2023,21,5,"PF72546"
"6060","CP9",2022,24,6,"PF72547"
"6061","W5",2021,22,9,"PF72567"
"6062","W66",2022,21,9,"PF72574"
"6063","W64",2023,21,12,"PF72574"
"6064","W42",2022,17,11,"PF72577"
"6065","W42",2023,20,10,"PF72577"
"6066","EX41",2023,28,10,"PF72639"
"6067","EX64",2023,24,9,"PF72718"
"6068","W32",2023,23,9,"PF72722"
"6069","EX4",2022,13,9,"PF72728"
"6070","EX9",2023,26,10,"PF72728"
"6071","EX41E",2022,25,6,"PF72798"
"6072","W104",2023,13,10,"PF72901"
"6073","W100",2023,22,7,"PF72902"
"6074","EX120",2023,28,8,"PF72906"
"6075","W87",2023,33,6,"PF72909"
"6076","CP43",2023,20,5,"PL91201"
"6077","EX51C",2023,24,12,"PL91203"
"6078","EX50",2023,30,9,"PL91204"
"6079","O79",2023,26,9,"PT90110"
"6080","O68",2023,31,5,"PT90112"
"6081","O64",2023,26,7,"PT90113"
"6082","O111",2023,31,9,"PT90155"
"6083","O40",2023,38,7,"PT90175"
"6084","O117",2023,34,7,"PT90191"
"6085","C112",2023,9,8,"PT90301"
"6086","SW106",2023,12,9,"PT90302"
"6087","C160A",2023,19,6,"PT90342"
"6088","C62",2023,17,8,"PT90343"
"6089","C40",2023,19,8,"PT90351"
"6090","SW34",2023,21,9,"PT90370"
"6091","O75A",2023,24,7,"PT90449"
"6092","SW104A",2023,34,7,"PT90470"
"6093","C24A",2023,34,8,"PT90472"
"6094","SW119",2023,34,9,"PT90477"
"6095","O29",2004,20,10,"R040089"
"6096","O29",2005,21,7,"R040089"
"6097","W103A",2003,24,8,"R040127"
"6098","CP13",2003,24,9,"R040149"
"6099","SW1",2005,20,9,"R040153"
"6100","B206",2003,29,7,"R040172"
"6101","B49",2003,22,7,"R040181"
"6102","B216",2003,25,9,"R040184"
"6103","B164",2004,21,8,"R040187"
"6104","B162",2005,24,8,"R040187"
"6105","MP40",2003,23,10,"R639002"
"6106","MP53",2005,8,11,"R639002"
"6107","MP32",2003,22,8,"R639003"
"6108","MP75",2003,25,5,"R639004"
"6109","MP75",2004,13,9,"R639004"
"6110","MP75",2005,21,7,"R639004"
"6111","MP74",2006,20,9,"R639004"
"6112","MP24",2003,20,8,"R639005"
"6113","B96",2003,27,7,"R639006"
"6114","B213",2003,28,9,"R639007"
"6115","B81",2004,15,10,"R639007"
"6116","MP52",2004,19,7,"R639009"
"6117","MP25",2003,24,8,"R639013"
"6118","MP25",2004,18,9,"R639013"
"6119","B39",2004,24,8,"R639015"
"6120","B72",2005,27,9,"R639015"
"6121","B107",2003,31,5,"R639016"
"6122","B8",2004,28,5,"R639016"
"6123","B125",2003,31,7,"R639017"
"6124","B217",2004,25,7,"R639017"
"6125","P21",2007,17,9,"R639106"
"6126","W79",2006,25,6,"R639107"
"6127","W79",2007,15,8,"R639107"
"6128","W79",2008,27,7,"R639107"
"6129","W77",2006,23,11,"R639111"
"6130","W77",2007,14,12,"R639111"
"6131","W77",2008,14,10,"R639111"
"6132","W77",2009,6,12,"R639111"
"6133","EX13",2006,25,10,"R639113"
"6134","EX14",2007,16,11,"R639113"
"6135","EX10A",2006,32,8,"R639115"
"6136","EX12",2007,23,8,"R639115"
"6137","EX11",2008,32,8,"R639115"
"6138","EX13A",2006,31,11,"R639116"
"6139","EX39C",2008,28,10,"R639119"
"6140","EX38A",2009,19,11,"R639119"
"6141","SW49",2007,15,10,"R639129"
"6142","SW10",2009,19,10,"R639129"
"6143","SW42",2007,19,7,"R639130"
"6144","O112",2007,21,8,"R639136"
"6145","EX17",2007,19,9,"R639189"
"6146","EX39B",2008,25,12,"R639198"
"6147","EX7",2006,24,10,"R639201"
"6148","EX7",2007,18,11,"R639201"
"6149","EX90",2006,27,10,"R639202"
"6150","P1",2007,14,11,"R639215"
"6151","P12",2008,28,11,"R639215"
"6152","SW63",2008,37,8,"R639217"
"6153","SW59",2009,18,9,"R639217"
"6154","SW59",2010,15,10,"R639217"
"6155","P16",2007,17,9,"R639233"
"6156","W98",2008,19,9,"R639239"
"6157","W98",2009,13,10,"R639239"
"6158","CP34",2007,16,10,"R639245"
"6159","CP34",2008,18,10,"R639245"
"6160","CP25",2007,15,8,"R639246"
"6161","CP20",2008,16,6,"R639246"
"6162","CP10",2007,21,9,"R639253"
"6163","O79",2009,31,7,"R639267"
"6164","O80",2010,24,8,"R639267"
"6165","O63",2007,19,9,"R639273"
"6166","B211",2008,25,10,"R639275"
"6167","B51",2007,21,7,"R639280"
"6168","W104",2007,23,7,"R639287"
"6169","W78",2009,20,10,"R63929"
"6170","W64",2008,27,12,"R639292"
"6171","W87",2009,19,10,"R639292"
"6172","W87",2010,24,10,"R639292"
"6173","O84",2007,18,9,"R639300"
"6174","O84",2008,32,9,"R639300"
"6175","MP51",2007,15,5,"R639308"
"6176","MP52",2007,13,8,"R639311"
"6177","MP52",2008,14,8,"R639311"
"6178","MP19",2007,15,11,"R639312"
"6179","MP14",2007,20,9,"R639314"
"6180","MP11",2008,28,9,"R639314"
"6181","MP44",2007,24,8,"R639315"
"6182","EX9",2013,40,9,"R639325"
"6183","EX43",2012,14,10,"R639342"
"6184","EX66",2012,29,7,"R639344"
"6185","EX10A",2012,11,10,"R639345"
"6186","EX8A",2013,31,7,"R639345"
"6187","EX8A",2014,8,12,"R639345"
"6188","EX35",2012,18,8,"R639367"
"6189","EX65",2013,39,8,"R639367"
"6190","C121",2012,14,8,"R639378"
"6191","C118",2013,28,9,"R639378"
"6192","C121",2014,7,10,"R639378"
"6193","MP10",2007,14,8,"R639412"
"6194","MP56",2007,19,8,"R639441"
"6195","MP55",2008,17,7,"R639441"
"6196","MP31",2007,16,11,"R639442"
"6197","MP27",2008,10,11,"R639442"
"6198","MP8",2007,16,11,"R639450"
"6199","B195",2007,20,9,"R639455"
"6200","B15",2007,19,7,"R639465"
"6201","B126",2008,29,9,"R639465"
"6202","B77",2007,18,10,"R639466"
"6203","B172",2007,15,11,"R639468"
"6204","B108",2007,21,9,"R639470"
"6205","MP20",2007,18,11,"R639471"
"6206","MP20",2008,22,12,"R639471"
"6207","MP96",2008,24,8,"R639484"
"6208","MP96",2009,17,9,"R639484"
"6209","B145",2008,25,8,"R639486"
"6210","B66",2009,13,10,"R639486"
"6211","B146",2007,23,7,"R639487"
"6212","B147",2008,33,7,"R639487"
"6213","B77",2009,22,8,"R639487"
"6214","CP119",2017,21,6,"S882053"
"6215","W35",2017,19,10,"S882064"
"6216","EX59",2017,14,8,"S882112"
"6217","EX62E",2018,19,10,"S882112"
"6218","W32",2017,15,7,"S882273"
"6219","W32",2018,22,8,"S882273"
"6220","O24",2005,17,11,"T176414"
"6221","B211",2005,24,9,"T176422"
"6222","B59",2006,21,9,"T176422"
"6223","B223",2005,27,8,"T176429"
"6224","B223",2006,26,9,"T176429"
"6225","CP34",2006,33,9,"T176438"
"6226","MP17",2005,31,11,"T176486"
"6227","B226",2005,17,8,"T176487"
"6228","CP7",2006,22,8,"T176729"
"6229","O5",2008,20,6,"T176729"
"6230","W15",2006,26,7,"T176730"
"6231","CP3",2007,18,8,"T176730"
"6232","W15",2008,27,9,"T176730"
"6233","SW18",2006,25,10,"T176781"
"6234","W18",2006,25,8,"T176789"
"6235","W23",2007,17,8,"T176789"
"6236","W47",2006,29,10,"T176814"
"6237","W27",2007,17,10,"T176814"
"6238","W37",2008,23,11,"T176814"
"6239","W47",2009,10,12,"T176814"
"6240","EX11",2006,28,8,"T176824"
"6241","W54",2006,27,8,"T176826"
"6242","O78",2006,28,8,"T176855"
"6243","O79",2007,14,9,"T176855"
"6244","O93",2006,31,12,"T176884"
"6245","EX31",2008,21,12,"T176919"
"6246","W56",2007,18,9,"T176922"
"6247","W57",2007,22,6,"T176923"
"6248","EX42",2007,19,8,"T176927"
"6249","SW101",2009,16,10,"T176928"
"6250","SW103",2012,16,5,"T176928"
"6251","SW26",2007,20,8,"T176933"
"6252","SW105",2007,14,8,"T176935"
"6253","C24C",2008,25,6,"T176941"
"6254","C157",2008,17,7,"T176944"
"6255","C25",2009,13,9,"T176944"
"6256","C55",2010,15,7,"T176944"
"6257","C144",2011,15,7,"T176944"
"6258","C148",2013,31,5,"T176944"
"6259","C45",2014,19,6,"T176944"
"6260","C27",2008,11,9,"T176948"
"6261","C151",2009,8,10,"T176948"
"6262","C151",2010,13,10,"T176948"
"6263","MP64",2008,18,9,"T176955"
"6264","MP60",2008,18,10,"T176959"
"6265","MP60",2009,11,12,"T176959"
"6266","MP61",2010,17,11,"T176959"
"6267","EX53",2008,15,6,"T176973"
"6268","EX52",2008,30,9,"T176977"
"6269","SW16",2008,28,10,"T176998"
"6270","EX13",2004,15,9,"T177502"
"6271","EX13",2005,17,7,"T177502"
"6272","EX14",2006,22,10,"T177502"
"6273","EX16",2004,15,10,"T177506"
"6274","EX17",2005,22,8,"T177506"
"6275","EX20",2004,17,10,"T177507"
"6276","EX64",2004,22,8,"T177509"
"6277","EX64",2005,27,9,"T177509"
"6278","EX63",2006,26,8,"T177509"
"6279","EX15",2004,22,11,"T177519"
"6280","W61",2004,23,10,"T177520"
"6281","CP34",2004,21,11,"T177521"
"6282","CP30",2005,31,9,"T177521"
"6283","CP30",2006,28,10,"T177521"
"6284","W98",2004,24,10,"T177523"
"6285","W98",2006,26,9,"T177523"
"6286","EX31A",2004,24,8,"T177530"
"6287","EX75A",2005,28,7,"T177537"
"6288","EX1",2005,25,8,"T177550"
"6289","O9",2005,19,8,"T177591"
"6290","SW43",2007,19,7,"T177617"
"6291","O29",2007,23,9,"T177623"
"6292","SW4",2007,17,8,"T177635"
"6293","O81",2007,18,9,"T177665"
"6294","O71",2008,23,7,"T177665"
"6295","O82",2009,15,11,"T177665"
"6296","O82",2010,21,11,"T177665"
"6297","O96",2007,20,11,"T177666"
"6298","O96",2008,27,11,"T177666"
"6299","O112",2009,20,11,"T177666"
"6300","B203",2007,20,7,"T177682"
"6301","O75",2007,12,9,"T177683"
"6302","O34",2007,26,9,"T177703"
"6303","O34",2008,29,10,"T177703"
"6304","C27",2007,20,8,"T177710"
"6305","C57",2007,15,11,"T177712"
"6306","C56",2008,13,10,"T177712"
"6307","C4",2007,16,8,"T177715"
"6308","C126",2008,25,8,"T177715"
"6309","EX90",2007,18,9,"T177741"
"6310","O114",2008,28,9,"T177742"
"6311","O114",2009,19,11,"T177742"
"6312","O40",2007,18,9,"T177744"
"6313","O86",2008,28,8,"T177744"
"6314","C5",2007,18,9,"T177768"
"6315","C156",2008,22,9,"T177768"
"6316","SW33",2007,16,10,"T177774"
"6317","CP9",2009,21,8,"T177799"
"6318","B16",2006,26,9,"T550019"
"6319","MP79",2006,26,10,"T550035"
"6320","MP42",2005,16,6,"T550036"
"6321","MP37",2006,18,8,"T550036"
"6322","MP79",2007,11,8,"T550036"
"6323","MP52",2005,29,7,"T550041"
"6324","MP56",2006,26,9,"T550041"
"6325","MP33",2006,28,6,"T550054"
"6326","MP22",2005,27,11,"T550056"
"6327","MP35",2005,18,7,"T550059"
"6328","MP34",2006,20,10,"T550059"
"6329","B225",2005,28,8,"T550065"
"6330","MP68",2005,16,6,"T550076"
"6331","MP68",2006,18,7,"T550076"
"6332","MP69",2007,8,7,"T550076"
"6333","MP55",2005,16,8,"T550082"
"6334","MP93",2005,21,6,"T550098"
"6335","B218",2006,21,10,"T550105"
"6336","CP40A",2005,32,7,"T550127"
"6337","W20",2006,37,11,"T550135"
"6338","O76",2005,22,8,"T550164"
"6339","O75",2006,27,9,"T550164"
"6340","SW127",2005,21,9,"T550167"
"6341","SW102",2005,26,7,"T550168"
"6342","SW112",2005,26,6,"T550170"
"6343","O75",2005,23,10,"T550171"
"6344","O85",2005,21,12,"T550173"
"6345","O101",2005,27,11,"T550178"
"6346","O39",2005,28,9,"T550179"
"6347","SW122",2005,28,9,"T550180"
"6348","MP55",2006,21,10,"T550189"
"6349","MP55",2007,9,11,"T550189"
"6350","B15",2006,19,10,"T550200"
"6351","B224",2005,27,4,"T640002"
"6352","B189",2005,28,10,"T640004"
"6353","B2",2005,29,10,"T640005"
"6354","B8",2006,25,8,"T640005"
"6355","B1",2006,23,8,"T640006"
"6356","B216",2006,22,10,"T640008"
"6357","B203",2006,25,9,"T640009"
"6358","B91",2006,25,8,"T640011"
"6359","B205",2007,15,9,"T640011"
"6360","B116",2008,24,7,"T640011"
"6361","B227",2008,19,8,"T640065"
"6362","B11",2007,18,9,"T640067"
"6363","B109",2008,19,8,"T640067"
"6364","B182",2007,21,6,"T640081"
"6365","B178",2008,28,7,"T640081"
"6366","B36",2007,21,8,"T640096"
"6367","B36",2008,28,8,"T640096"
"6368","B208",2007,29,7,"T640098"
"6369","B208",2008,25,8,"T640098"
"6370","B225",2008,14,8,"T640099"
"6371","B86",2008,21,7,"T640100"
"6372","SW77",2006,22,11,"T640101"
"6373","SW74",2007,19,9,"T640101"
"6374","W91",2006,22,9,"T640107"
"6375","MP37",2005,27,5,"T640203"
"6376","MP89",2005,31,7,"T640205"
"6377","MP85",2005,24,11,"T640207"
"6378","MP60",2006,22,9,"T640211"
"6379","CP19",2006,26,8,"T640228"
"6380","O52",2005,11,9,"T640301"
"6381","O52",2006,23,8,"T640301"
"6382","O61",2005,14,8,"T640302"
"6383","O16",2005,17,9,"T640303"
"6384","O8",2005,17,9,"T640304"
"6385","SW36",2005,18,10,"T640305"
"6386","O67",2006,29,7,"T640308"
"6387","O67",2007,15,8,"T640308"
"6388","O64",2005,24,8,"T640309"
"6389","O23",2005,26,7,"T640311"
"6390","SW10",2005,24,10,"T640314"
"6391","SW5",2005,17,10,"T640315"
"6392","SW3",2006,19,12,"T640315"
"6393","SW18",2005,20,10,"T640319"
"6394","SW3",2005,27,11,"T640320"
"6395","SW72",2005,27,9,"T640321"
"6396","SW76",2005,26,10,"T640322"
"6397","SW23",2005,32,7,"T640323"
"6398","O63",2005,28,9,"T640324"
"6399","O59",2006,36,7,"T640324"
"6400","O27",2006,23,8,"T640328"
"6401","O27A",2009,15,8,"T640328"
"6402","O27",2010,14,9,"T640328"
"6403","O27",2011,11,6,"T640328"
"6404","O61",2006,24,8,"T640332"
"6405","SW44",2006,26,8,"T640334"
"6406","SW84A",2006,25,9,"T640338"
"6407","SW88",2006,23,9,"T640339"
"6408","O63",2006,27,7,"T640341"
"6409","SW5",2006,24,10,"T640342"
"6410","SW16",2006,26,7,"T640343"
"6411","O19",2006,26,8,"T640344"
"6412","O22",2007,16,11,"T640344"
"6413","O15",2006,27,10,"T640347"
"6414","SW6",2006,31,6,"T640348"
"6415","O106",2007,19,7,"T640348"
"6416","O55",2006,29,10,"T640350"
"6417","SW75",2006,31,9,"T640352"
"6418","SW76",2007,26,8,"T640352"
"6419","SW79",2008,35,9,"T640352"
"6420","O53",2006,31,8,"T640353"
"6421","O59",2007,15,9,"T640356"
"6422","O15",2007,15,11,"T640357"
"6423","O15",2008,17,9,"T640357"
"6424","O19",2007,17,9,"T640358"
"6425","SW20",2007,17,11,"T640363"
"6426","O8",2007,18,12,"T640367"
"6427","O8",2008,19,10,"T640367"
"6428","O8",2009,16,12,"T640367"
"6429","SW8",2007,19,11,"T640372"
"6430","SW9",2008,29,11,"T640372"
"6431","SW8",2009,16,12,"T640372"
"6432","SW9",2010,14,12,"T640372"
"6433","P11",2007,21,11,"T640373"
"6434","SW36",2007,21,9,"T640374"
"6435","SW37",2008,29,8,"T640374"
"6436","SW36",2009,25,8,"T640374"
"6437","P5",2007,20,11,"T640375"
"6438","P6",2008,30,12,"T640375"
"6439","C105",2008,18,6,"T640378"
"6440","C34",2009,11,8,"T640378"
"6441","C62",2008,19,7,"T640379"
"6442","C1",2009,13,7,"T640379"
"6443","C61",2010,18,8,"T640379"
"6444","C62",2012,10,7,"T640379"
"6445","C62",2013,33,5,"T640379"
"6446","C61",2008,18,9,"T640382"
"6447","C62",2009,16,9,"T640382"
"6448","C58",2010,24,10,"T640382"
"6449","C146",2008,26,7,"T640383"
"6450","W44",2008,27,7,"T640384"
"6451","EX34A",2008,26,8,"T640387"
"6452","P5",2008,39,8,"T640388"
"6453","SW87",2008,31,7,"T640390"
"6454","EX9",2010,22,9,"T640494"
"6455","EX61",2008,31,10,"T640581"
"6456","EX60",2008,27,10,"T640584"
"6457","EX29A",2007,19,10,"T640585"
"6458","W101",2007,21,8,"T640599"
"6459","W103",2008,16,8,"T640599"
"6460","EX41C",2008,35,6,"T640604"
"6461","O30",2009,16,10,"T640613"
"6462","O101",2009,18,10,"T640635"
"6463","W16",2009,15,10,"T640642"
"6464","W16",2010,22,10,"T640642"
"6465","W16",2011,13,11,"T640642"
"6466","W25",2012,18,9,"T640642"
"6467","EX9",2009,16,14,"T640647"
"6468","EX67",2010,17,12,"T640664"
"6469","EX67",2011,13,11,"T640664"
"6470","EX40",2010,13,12,"T640672"
"6471","O80",2008,22,7,"T640707"
"6472","O75",2009,15,8,"T640707"
"6473","O75B",2010,15,9,"T640707"
"6474","O75C",2011,8,8,"T640707"
"6475","MP61",2008,15,8,"T640711"
"6476","MP64",2009,10,10,"T640711"
"6477","SW3",2009,18,9,"T640728"
"6478","EX78",2010,16,11,"T640728"
"6479","EX78",2011,11,10,"T640728"
"6480","B70",2009,19,10,"T640737"
"6481","B69",2010,23,8,"T640737"
"6482","MP23",2009,17,8,"T640746"
"6483","MP63",2010,24,5,"T640748"
"6484","MP72",2009,12,8,"T640753"
"6485","B105",2009,17,12,"T640767"
"6486","B222",2010,22,12,"T640767"
"6487","MP8",2009,20,8,"T640769"
"6488","B108",2009,18,7,"T640779"
"6489","B137",2010,15,8,"T640779"
"6490","B203",2012,10,7,"T640779"
"6491","B107",2014,12,7,"T640779"
"6492","MP30",2009,18,10,"T640800"
"6493","C16",2008,17,6,"T640804"
"6494","C16",2009,11,9,"T640804"
"6495","C11",2008,13,8,"T640807"
"6496","C10",2009,8,8,"T640807"
"6497","C109",2008,18,5,"T640811"
"6498","C143",2008,15,6,"T640812"
"6499","O17",2008,19,7,"T640815"
"6500","C119",2008,11,9,"T640816"
"6501","C19",2008,26,10,"T640818"
"6502","C20",2009,13,10,"T640818"
"6503","W63",2007,23,7,"T642471"
"6504","W80",2008,20,8,"T642471"
"6505","W47",2007,16,8,"T642495"
"6506","O40",2006,33,11,"T642829"
"6507","B56",2005,20,9,"TA14081"
"6508","SW106",2004,16,6,"TA15017"
"6509","SW107",2005,14,7,"TA15017"
"6510","SW105",2006,22,9,"TA15017"
"6511","SW111",2003,36,7,"TA15018"
"6512","B53",2003,26,9,"TA15081"
"6513","B55",2004,20,9,"TA15081"
"6514","SW80A",2003,26,8,"TA15122"
"6515","C152",2004,17,7,"TA15140"
"6516","C43",2003,28,9,"TA15149"
"6517","C45",2004,19,9,"TA15149"
"6518","W83",2003,26,14,"TA15200"
"6519","W84",2004,17,8,"TA15200"
"6520","W81",2006,23,9,"TA15200"
"6521","W85",2007,15,10,"TA15200"
"6522","C32",2003,21,10,"TA15224"
"6523","C132",2004,17,6,"TA15224"
"6524","C24C",2004,15,8,"TA15243"
"6525","O118",2004,17,10,"TA15246"
"6526","O118",2005,17,10,"TA15246"
"6527","O119",2006,27,10,"TA15246"
"6528","O118",2007,16,11,"TA15246"
"6529","SW131",2005,26,7,"TA15272"
"6530","SW131",2006,30,6,"TA15272"
"6531","EX41B",2006,30,7,"TA15328"
"6532","CP21",2007,14,9,"TA15346"
"6533","CP17",2010,23,10,"TA15346"
"6534","C141",2003,32,6,"TA15407"
"6535","C128",2004,23,8,"TA15407"
"6536","C61A",2005,15,8,"TA15425"
"6537","SW47",2003,29,7,"TA15444"
"6538","EX48",2003,24,10,"TA15479"
"6539","SW51",2005,27,8,"TA15499"
"6540","SW47",2006,19,10,"TA15499"
"6541","EX75",2003,25,10,"TA15501"
"6542","EX75",2004,15,11,"TA15501"
"6543","B136",2003,27,9,"TA15513"
"6544","B175",2004,21,9,"TA15513"
"6545","SW87",2003,26,6,"TA15518"
"6546","EX22",2003,27,5,"TA15531"
"6547","W12",2004,20,7,"TA15531"
"6548","EX22",2005,24,8,"TA15531"
"6549","W13",2006,28,7,"TA15531"
"6550","W13",2007,17,8,"TA15531"
"6551","W12",2008,26,7,"TA15531"
"6552","W91",2003,28,9,"TA15541"
"6553","W91",2004,20,10,"TA15541"
"6554","W89",2005,19,11,"TA15541"
"6555","C3",2003,29,6,"TA15559"
"6556","C4",2004,26,8,"TA15559"
"6557","EX40",2003,22,9,"TA15577"
"6558","EX7",2004,10,10,"TA15577"
"6559","EX3",2005,27,9,"TA15577"
"6560","W92",2003,26,8,"TA15588"
"6561","W94",2004,17,9,"TA15588"
"6562","W51A",2003,20,10,"TA15668"
"6563","B69",2003,20,6,"TA15730"
"6564","B140",2005,16,8,"TA15730"
"6565","O3",2003,24,8,"TA15746"
"6566","C61",2003,27,5,"TA15755"
"6567","SW46",2020,27,7,"TA15788"
"6568","SW49",2021,23,8,"TA15788"
"6569","O59",2005,17,12,"TA15815"
"6570","O60",2005,22,10,"TA15841"
"6571","W42",2006,36,7,"TA15928"
"6572","W14",2006,39,7,"TA15992"
"6573","MP48",2003,19,8,"TA16002"
"6574","MP62",2003,21,8,"TA16003"
"6575","B163",2003,23,9,"TA16029"
"6576","P10",2003,23,8,"TA16034"
"6577","B194",2003,27,6,"TA16053"
"6578","B101",2003,26,6,"TA16059"
"6579","B119",2004,16,9,"TA16082"
"6580","MP83",2003,15,11,"TA16086"
"6581","MP46",2004,17,10,"TA16088"
"6582","MP50",2003,23,8,"TA16121"
"6583","B179",2005,23,8,"TA16146"
"6584","B80",2006,22,10,"TA16146"
"6585","P12",2003,29,8,"TA16149"
"6586","SW74",2003,24,9,"TA16153"
"6587","P1",2004,17,11,"TA16153"
"6588","SW78",2005,28,11,"TA16153"
"6589","MP46",2003,17,12,"TA16181"
"6590","MP66",2003,11,8,"TA16184"
"6591","MP65",2004,9,10,"TA16184"
