box,year,April_lay_date,April_hatch_date,Clutch_size,Mother
SW108,2016,39,56,5,VZ29083
C54,2017,11,31,9,VZ29101
SW40,2017,19,42,7,VZ29137
SW48,2018,26,49,9,VZ29137
C139,2017,10,30,8,VZ29152
C36,2017,8,30,9,VZ29153
C35,2019,2,22,7,VZ29181
SW90,2019,15,35,9,VZ29185
C120,2019,20,39,8,VZ29188
EX27,2017,15,38,9,VZ29229
EX26,2020,17,37,10,VZ29229
W28,2017,17,35,7,VZ29231
CP6,2016,32,51,8,VZ29233
W6,2016,31,51,4,VZ29234
W74,2017,9,31,7,VZ29234
W67,2016,36,52,5,VZ29236
CP42A,2016,35,54,8,VZ29251
W25,2016,40,55,6,VZ29258
W25,2017,11,31,6,VZ29258
W16,2016,36,55,8,VZ29259
W27,2017,8,29,8,VZ29259
W25,2018,24,45,9,VZ29259
CP33,2016,40,57,5,VZ29260
CP33,2017,9,32,5,VZ29260
CP22,2018,24,46,7,VZ29260
EX3,2017,9,31,7,VZ29272
O15,2017,21,35,4,VZ29280
W91,2017,13,33,6,VZ29311
EX10A,2017,7,33,9,VZ29313
EX12A,2018,20,44,10,VZ29313
EX12,2019,2,29,13,VZ29313
W104,2017,14,33,7,VZ29314
SW9,2018,21,43,7,VZ29319
SW9,2019,18,37,8,VZ29319
EX5,2017,14,35,9,VZ29326
EX2,2018,22,42,7,VZ29347
W103A,2018,24,47,11,VZ29357
EX55,2018,23,46,6,VZ29373
EX56,2019,0,28,8,VZ29373
EX52,2018,22,43,8,VZ29375
C32,2018,18,41,9,VZ29407
EX68,2018,26,49,12,VZ29415
EX68,2019,9,32,11,VZ29415
SW51,2018,23,45,7,VZ29471
EX20,2018,25,48,10,VZ29475
EX21,2019,2,30,10,VZ29475
CP37,2018,31,51,8,VZ29489
EX3,2020,17,36,8,VZ29502
EX120,2020,15,36,9,VZ29516
EX120,2021,19,50,8,VZ29516
EX62B,2019,21,40,8,VZ29517
EX17,2018,27,50,11,VZ29522
EX18A,2019,4,29,10,VZ29522
EX34,2020,18,40,10,VZ29522
CP16,2019,11,32,8,VZ29601
EX41,2017,22,43,7,VZ29602
W100,2017,25,46,10,VZ29608
C9,2018,18,38,8,VZ29707
C107,2018,17,36,6,VZ29712
O109,2019,8,32,10,VZ29714
C132,2017,11,33,7,VZ29716
C106,2017,9,30,6,VZ29717
C155,2017,11,32,7,VZ29733
C55,2018,16,41,8,VZ29733
C46,2017,12,34,9,VZ29734
C15,2019,-2,25,9,VZ29770
SW105,2017,12,32,13,VZ29793
SW106,2018,16,37,10,VZ29793
SW108,2017,14,32,7,VZ29794
C62,2018,32,51,5,VZ29794
W91,2018,23,46,8,VZ29856
W91,2019,15,37,7,VZ29856
W103A,2019,20,41,8,VZ29859
W102,2021,19,41,8,VZ29859
EX62G,2019,22,42,8,VZ29870
O71,2019,10,33,9,VZ29871
EX51B,2019,12,33,9,VZ29878
EX5,2019,2,29,11,VZ29885
EX5A,2022,16,39,10,VZ29885
P16,2018,19,42,7,VZ30001
P23,2018,34,53,8,VZ30007
CP24,2018,26,46,18,VZ30075
CP19,2019,11,32,9,VZ30075
W68,2018,22,45,9,VZ30144
W54,2019,14,39,10,VZ30206
W64B,2019,17,36,9,VZ30248
W49,2019,18,39,9,VZ30278
EX20,2019,10,31,8,VZ30283
CP28,2019,11,34,7,VZ30298
EX19A,2018,27,48,8,VZ30317
W74,2019,12,32,6,VZ30317
W71,2020,15,34,6,VZ30317
W44,2017,11,32,9,VZ30329
EX63,2018,23,47,10,VZ30341
EX63,2019,2,30,10,VZ30341
W6,2019,1,30,9,VZ30403
EX43B,2019,5,29,10,VZ30418
SW5,2020,17,37,9,VZ30447
SW6,2021,20,42,8,VZ30447
W38,2019,22,41,9,VZ30466
W50,2020,12,34,10,VZ30466
W66,2021,19,40,9,VZ30466
W67,2022,11,32,11,VZ30466
W53,2023,20,41,9,VZ30466
EX5A,2019,3,27,9,VZ30467
SW133,2019,18,36,6,VZ30486
C8,2019,2,29,9,VZ30510
EX30,2019,4,29,11,VZ30521
W29,2019,21,40,7,VZ30524
W29,2020,15,35,8,VZ30524
W25,2021,20,40,6,VZ30524
W25,2022,13,33,9,VZ30524
W25,2023,17,40,9,VZ30524
B11,2019,20,40,9,VZ30536
B11,2020,16,36,9,VZ30536
B36,2021,23,45,8,VZ30536
B36,2022,18,38,9,VZ30536
B171,2019,4,34,9,VZ30540
B69,2019,13,35,9,VZ30542
B66,2019,19,37,7,VZ30545
B87,2021,24,52,9,VZ30547
CP6,2020,25,46,10,VZ30566
CP7,2021,23,54,12,VZ30566
MP2,2020,23,42,6,VZ30572
MP7,2021,20,40,6,VZ30572
B12,2020,23,41,6,VZ30574
B87,2020,19,38,8,VZ30591
MP77,2020,15,36,10,VZ30598
MP77,2021,10,37,11,VZ30598
MP77,2022,9,33,11,VZ30598
C40,2018,22,40,6,VZ30603
C157,2019,1,25,10,VZ30603
O106,2018,29,48,7,VZ30610
EX41B,2018,26,50,11,VZ30659
EX41C,2019,3,31,12,VZ30659
SW57,2018,24,48,9,VZ30663
B188,2018,19,43,12,VZ30682
B188,2019,1,32,8,VZ30682
SW113,2018,26,45,8,VZ30689
B52,2019,17,35,7,VZ30773
B3,2020,19,38,7,VZ30775
B108,2021,22,47,8,VZ30775
B101,2022,17,39,9,VZ30775
B178,2019,25,45,7,VZ30782
B8,2019,19,41,11,VZ30784
B175,2019,17,37,8,VZ30788
MP20,2020,19,37,6,VZ30800
SW47,2019,11,33,10,VZ30833
EX19,2019,14,34,9,VZ30848
EX41E,2019,16,36,8,VZ30873
EX12A,2019,3,25,8,VZ30878
EX14,2020,16,36,8,VZ30878
EX14,2021,19,40,8,VZ30878
EX48A,2020,22,41,6,VZ30879
EX54,2019,-4,25,12,VZ30884
P3,2019,14,33,7,VZ30892
P2,2020,18,37,7,VZ30892
P11,2021,26,54,7,VZ30892
P12,2022,20,43,6,VZ30892
EX71,2019,19,39,9,VZ30893
MP52,2019,10,31,10,VZ30901
MP50,2020,18,37,8,VZ30901
MP7,2019,11,33,8,VZ30906
B174,2020,22,40,7,VZ30933
B20,2019,21,42,10,VZ30962
MP78,2019,25,44,8,VZ30985
MP66,2021,12,32,8,VZ30985
B123,2019,20,42,8,VZ30986
C131,2019,10,32,9,VZ31064
MP84,2019,2,31,13,VZ31081
W21,2021,23,46,8,VZ31107
W21,2022,17,39,10,VZ31107
B141,2019,20,39,6,VZ31162
B142,2020,28,45,6,VZ31162
SW108,2019,5,28,8,VZ31220
EX25,2020,17,38,8,VZ31314
EX25,2021,19,41,8,VZ31314
O53,2019,20,41,7,VZ31343
O96,2019,22,42,7,VZ31375
O7,2019,19,43,10,VZ31378
O65,2019,22,42,8,VZ31381
O75C,2021,21,41,7,VZ31401
O75D,2022,13,34,9,VZ31401
SW38,2021,23,42,6,VZ31402
SW32,2022,21,43,8,VZ31413
EX84,2021,24,45,8,VZ31418
SW108,2022,17,36,7,VZ31429
SW109,2023,27,46,7,VZ31429
SW1,2023,29,49,7,VZ31433
C115,2022,10,29,7,VZ31438
O29,2022,27,45,6,VZ31495
SW27,2021,31,50,4,VZ31497
CP15,2020,27,45,6,VZ31676
CP15,2021,30,52,5,VZ31676
O26,2022,15,34,5,VZ31702
O26,2023,18,47,6,VZ31702
P111,2023,34,55,8,VZ31725
B78,2022,20,41,7,VZ31727
B178,2023,23,43,7,VZ31727
W22,2022,19,38,8,VZ31733
EX13,2022,18,42,10,VZ31738
EX20,2022,16,38,9,VZ31752
W89,2022,15,37,10,VZ31754
W89,2023,20,44,10,VZ31754
O57,2023,32,51,8,VZ31785
EX10,2023,20,42,9,VZ31789
O15,2023,29,48,6,VZ31790
W44,2019,17,37,7,VZ31849
W58,2019,18,36,7,VZ31858
EX62G,2020,20,43,10,VZ31891
EX62E,2021,23,49,10,VZ31891
EX62G,2022,19,45,9,VZ31891
P21,2019,17,37,9,VZ31977
MP27,2018,24,42,8,VZ32523
MP27,2019,3,24,6,VZ32523
MP75,2018,22,44,10,VZ32524
MP5,2018,24,44,8,VZ32525
MP8,2019,11,32,8,VZ32525
MP93,2018,23,44,9,VZ32527
MP93,2019,6,31,10,VZ32535
MP41,2020,18,37,6,VZ32536
O34,2019,11,33,10,VZ32563
B86,2019,24,43,9,VZ32564
C25,2019,4,28,10,VZ32566
C25,2020,15,37,10,VZ32566
SW30,2019,12,33,8,VZ32577
MP44,2018,27,49,11,VZ32589
MP35,2019,12,38,12,VZ32589
B119,2018,20,41,10,VZ32601
B18,2019,21,43,10,VZ32608
B227,2018,26,45,9,VZ32609
B227,2019,19,39,9,VZ32609
B5,2018,22,43,8,VZ32629
B4,2020,13,34,9,VZ32629
B5,2021,22,47,9,VZ32629
MP24,2019,5,31,11,VZ32657
MP95,2019,12,36,11,VZ32660
EX64,2019,1,31,8,VZ32692
EX61,2019,13,32,8,VZ32693
EX56,2020,25,43,7,VZ32694
EX59,2019,-1,29,10,VZ32698
EX59,2020,16,38,7,VZ32698
EX57,2021,18,41,9,VZ32698
C152,2019,14,34,8,VZ32706
SW114,2019,13,34,11,VZ32708
SW116,2020,14,35,10,VZ32708
C158,2020,17,38,8,VZ32729
C10,2019,17,36,8,VZ32747
SW103,2020,21,42,9,VZ32753
C107,2020,22,42,7,VZ32780
C109,2021,18,39,6,VZ32780
C109,2022,15,35,7,VZ32780
C110,2023,19,42,8,VZ32780
SW133,2020,21,40,8,VZ32782
SW16,2021,25,46,8,VZ32782
SW134,2019,4,37,10,VZ32798
C61,2019,23,40,7,VZ32931
C109,2019,12,34,10,VZ32960
B76,2019,14,37,10,VZ32977
B76,2020,17,37,8,VZ32977
B76,2021,20,41,7,VZ32977
O107,2020,22,42,10,VZ33113
O83,2021,21,48,8,VZ33113
O75D,2019,19,38,9,VZ33126
C62,2020,22,43,8,VZ33149
SW107,2021,25,45,6,VZ33149
SW129,2019,22,42,9,VZ33199
B118,2022,17,44,8,VZ33284
B70,2021,24,50,11,VZ33285
B32,2021,15,39,6,VZ33287
MP92,2021,23,45,7,VZ33299
SW121,2021,16,53,13,VZ33329
SW81,2022,19,40,6,VZ33331
EX72,2022,19,41,6,VZ33341
EX64,2022,21,44,11,VZ33368
B57,2023,37,56,7,VZ33379
O32,2023,25,47,6,VZ33418
MP58,2023,22,44,9,VZ33424
MP64,2023,13,37,8,VZ33429
EX12A,2023,24,46,10,VZ33432
W41,2023,19,45,11,VZ33434
O23,2023,19,44,9,VZ33442
B180,2023,20,42,6,VZ33444
B195,2023,15,39,9,VZ33445
SW82,2023,26,49,10,VZ33462
MP34A,2023,19,38,6,VZ33466
MP41,2023,23,45,8,VZ33467
O85,2023,19,42,8,VZ33473
O46,2023,21,42,8,VZ33475
O103,2023,35,53,8,VZ33478
C53,2023,21,42,8,VZ33480
B137,2023,28,49,7,VZ33484
B223,2023,30,50,7,VZ33492
W79,2023,25,45,6,VZ33498
CP12,2020,18,38,8,VZ33512
CP16,2022,14,40,12,VZ33512
O29,2019,23,42,9,VZ33533
O6,2019,23,41,6,VZ33534
O3,2020,19,39,7,VZ33534
O5,2019,12,32,8,VZ33538
CP21,2019,4,28,10,VZ33545
O62,2019,16,35,9,VZ33559
O36,2020,20,41,9,VZ33559
O241,2019,13,33,8,VZ33565
CP13,2019,22,42,8,VZ33584
B36,2019,9,33,12,VZ33599
B33,2019,23,43,9,VZ33600
EX19,2021,19,42,9,VZ33658
SW119,2021,24,45,6,VZ33673
W98,2021,15,37,8,VZ33678
W96,2022,17,36,8,VZ33678
SW21,2021,31,57,7,VZ33683
SW116,2021,20,43,7,VZ33685
SW116,2022,18,40,10,VZ33685
SW116,2023,31,55,7,VZ33685
B39,2021,23,44,7,VZ33687
B43,2022,11,33,10,VZ33687
B208,2021,24,46,6,VZ33698
B213,2022,14,34,8,VZ33698
B213,2023,16,38,8,VZ33698
B194,2021,30,49,5,VZ33699
SW41,2019,21,38,5,VZ33751
SW39,2020,26,44,6,VZ33751
SW30,2021,20,39,5,VZ33751
MP20,2019,3,29,11,VZ33780
MP38,2019,12,31,8,VZ33783
MP44,2019,12,36,11,VZ33786
MP29,2020,15,36,10,VZ33786
MP53,2019,18,37,8,VZ33789
MP48,2020,18,37,8,VZ33789
MP69,2019,0,26,9,VZ33791
MP69,2020,9,30,7,VZ33791
MP58,2020,13,33,7,VZ33794
MP71,2019,2,25,9,VZ33795
MP71,2020,7,27,8,VZ33795
MP82,2019,10,35,12,VZ33798
MP64,2021,15,38,8,VZ33855
MP41,2021,14,35,7,VZ33856
CP5A,2021,23,46,8,VZ33862
CP5A,2022,9,34,10,VZ33863
MP39,2021,23,43,5,VZ33865
EX38A,2021,17,40,9,VZ33877
EX75,2021,23,45,7,VZ33888
EX49A,2021,25,44,6,VZ33896
CP22,2019,0,23,9,VZ33901
W100,2020,15,37,9,VZ33930
O112,2020,13,36,11,VZ33938
W10,2019,14,35,5,VZ33952
CP2,2019,13,35,10,VZ33953
CP2,2020,18,40,10,VZ33953
W31,2019,14,35,9,VZ33954
W54,2020,20,40,8,VZ33954
W55,2021,15,38,9,VZ33954
CP9,2012,10,38,9,X235005
W68,2012,14,39,8,X235006
W53,2013,32,52,8,X235006
W51A,2014,7,30,10,X235006
W68,2015,21,43,10,X235006
EX26,2012,13,40,10,X235008
W95,2012,22,42,8,X235010
MP98,2013,34,55,7,X235029
MP36,2009,15,38,11,X235104
MP11,2010,16,38,10,X235138
MP11,2012,12,38,9,X235138
MP75,2009,14,37,12,X235139
SW16,2010,21,42,8,X235163
W11,2009,23,42,7,X235194
W69,2009,23,42,8,X235195
CP25,2010,16,39,10,X235196
CP13,2011,9,32,12,X235196
W54,2009,19,39,9,X235199
EX90,2010,21,43,11,X235502
O113,2011,10,32,11,X235502
O110,2010,25,45,8,X235507
B51,2010,14,36,10,X235519
B150,2011,8,30,11,X235519
B49,2013,29,50,9,X235519
EX50,2010,23,46,10,X235541
B199,2010,27,47,8,X235545
B127,2011,12,31,9,X235545
SW55,2010,14,34,9,X235560
SW32,2010,18,42,11,X235564
MP78,2010,19,41,9,X235569
MP35,2010,15,37,9,X235571
MP34A,2011,10,36,12,X235571
MP88,2010,19,40,10,X235583
MP75,2010,14,35,9,X235586
O17,2010,14,36,10,X235587
O16,2011,5,27,10,X235587
O15,2013,27,46,6,X235587
O22,2010,19,38,7,X235588
O47,2012,7,30,7,X235588
O48,2010,23,43,6,X235592
O71,2010,24,45,10,X235594
O10,2010,24,43,7,X235595
O113,2010,24,45,8,X235598
EX86,2011,14,34,11,X235598
O115,2012,25,47,6,X235598
O73,2010,24,47,11,X235599
O73,2012,11,39,9,X235599
O15,2010,27,48,9,X235600
B161,2008,16,42,7,X235601
B161,2009,13,34,8,X235601
B229,2008,22,43,7,X235602
B16,2008,26,45,8,X235605
B77,2008,31,50,8,X235609
B92,2008,26,51,8,X235611
B70,2008,35,52,6,X235614
B76,2008,36,53,8,X235615
B76,2009,9,31,8,X235615
B30,2010,9,30,9,X235615
B5,2008,34,56,9,X235616
B190,2009,12,35,12,X235619
B227,2010,14,38,11,X235619
B225,2009,15,36,9,X235620
B228,2009,15,36,7,X235622
B115,2009,14,39,9,X235623
B205,2010,32,55,10,X235623
P15,2009,19,41,11,X235626
P16,2010,21,45,11,X235626
P16,2011,13,36,11,X235626
P15,2012,20,48,11,X235626
B213,2009,20,40,7,X235628
B102,2009,25,43,8,X235631
B103,2010,23,43,7,X235631
B104,2011,12,32,8,X235631
B131,2010,19,40,9,X235634
B177,2010,13,37,10,X235636
B4,2010,17,39,9,X235639
EX74,2009,30,48,8,X235727
W4B,2011,16,35,10,X235850
W80,2009,19,39,9,X237894
W64,2010,15,37,9,X237894
MP92,2009,9,32,10,X237902
MP74,2009,13,35,10,X237904
MP74,2010,13,37,11,X237904
MP73,2011,3,27,11,X237904
MP74,2012,5,32,9,X237904
MP32,2009,16,36,9,X237906
MP34,2010,12,36,12,X237906
MP21,2009,17,38,9,X237908
O34,2009,19,40,9,X237910
O34,2010,19,40,8,X237910
O28,2012,10,35,9,X237910
O57,2009,21,44,11,X237914
W69,2010,22,43,9,X237931
W69,2011,14,35,9,X237931
CP41,2010,16,33,5,X237938
CP22,2010,13,36,11,X237964
B67,2010,25,47,9,X237971
B39,2011,16,35,9,X237971
MP92,2010,19,41,10,X237972
B122,2010,19,41,7,X237975
MP10,2010,20,41,8,X237979
MP14,2011,9,30,10,X237979
MP15,2012,9,35,10,X237979
B99,2010,15,41,10,X237984
B117,2009,16,40,11,X239571
B96,2010,17,41,11,X239571
B94,2012,14,46,8,X239571
SW83,2009,17,36,8,X239576
SW83,2010,14,36,10,X239576
SW83,2012,10,60,8,X239576
B72,2009,25,46,10,X239584
W99A,2009,17,34,6,X239602
W98,2010,11,34,7,X239602
CP39,2009,16,36,9,X239701
CP39,2010,11,34,11,X239701
W5,2009,12,36,12,X239702
CP37,2009,16,37,8,X239704
EX62,2009,16,38,10,X239705
CP6,2009,16,39,9,X239706
CP42A,2009,16,39,10,X239716
CP35,2009,22,41,6,X239717
CP27,2009,19,41,9,X239718
EX49B,2009,22,44,10,X239720
EX54,2010,29,48,8,X239720
EX51,2011,16,35,8,X239720
EX57,2012,15,38,9,X239720
CP32,2009,21,44,10,X239722
CP27,2010,22,45,11,X239722
CP29,2012,15,40,9,X239722
EX51,2009,23,44,10,X239723
EX58,2010,14,38,10,X239723
EX69,2009,27,47,9,X239725
EX43,2010,11,33,11,X239729
EX11,2010,13,36,10,X239731
W96,2010,16,39,9,X239732
W91,2011,8,30,11,X239732
W91,2012,5,36,11,X239732
W57,2010,19,39,8,X239733
W81,2010,22,42,8,X239735
EX39,2010,19,42,11,X239737
EX39,2011,11,36,11,X239737
EX11,2013,41,59,5,X239737
EX39,2012,18,43,9,X239739
W44,2010,26,47,10,X239740
W23,2010,25,47,10,X239741
C111,2009,14,33,7,X239801
O73,2009,14,36,9,X239802
C40,2009,14,35,8,X239804
C39,2010,21,40,7,X239804
C50,2009,17,38,9,X239807
O75B,2009,15,38,11,X239809
SW111,2009,22,41,5,X239812
SW108,2011,16,35,8,X239812
O72,2010,27,47,8,X239819
W74,2010,24,44,8,X239824
EX32,2010,22,43,10,X239825
B42,2010,17,40,10,X239837
B222,2011,20,40,8,X239837
MP22,2010,14,35,9,X239846
MP85,2011,6,27,10,X239846
MP85,2012,6,41,9,X239846
SW25,2009,14,36,8,X239901
SW24,2011,12,32,8,X239901
SW76,2009,15,37,10,X239904
SW102,2009,17,38,9,X239905
SW102,2010,16,37,8,X239905
SW22,2009,18,38,7,X239906
SW131,2009,16,38,9,X239907
MP73,2010,14,36,10,X239952
MP74,2014,10,32,9,X239952
P12,2010,13,36,11,X239953
SW10,2010,14,37,10,X239955
SW12,2011,8,31,10,X239955
SW10,2012,5,40,8,X239955
SW11,2013,24,45,7,X239955
SW8,2014,14,37,7,X239955
MP40,2010,20,39,7,X239956
SW18,2010,15,39,10,X239959
MP48,2010,19,40,10,X239962
MP17,2010,20,40,10,X239964
MP17,2011,15,36,11,X239964
MP18,2012,13,44,10,X239964
MP86,2010,18,41,10,X239965
SW1,2010,19,41,10,X239967
SW37,2010,20,41,9,X239969
SW36,2011,13,33,9,X239969
SW82,2010,20,40,6,X239970
MP37,2010,23,44,10,X239974
MP35,2011,16,36,10,X239974
MP34,2012,23,46,7,X239974
P18,2010,27,49,6,X239975
P19,2011,23,41,7,X239975
P15,2013,38,58,5,X239975
MP15,2010,34,54,9,X239978
W93,2011,16,34,10,X239999
W93,2012,23,42,7,X239999
W54,2010,19,38,7,X662200
EX41A,2010,28,51,12,X662574
O112,2012,30,52,9,X805135
O94,2013,28,49,7,X805135
W100,2012,13,34,8,X805344
C151,2012,6,31,10,X805428
W56,2013,31,52,7,Y031429
W16,2012,12,40,9,Y031441
CP26,2012,22,45,8,Y031454
CP31,2013,34,59,7,Y031454
EX62B,2012,17,43,7,Y031468
EX49,2012,16,37,7,Y031472
B137,2013,27,49,7,Y031486
B36,2014,6,32,8,Y031486
B36,2015,18,40,7,Y031486
C8,2013,24,44,7,Y031493
B13,2012,31,52,4,Y031496
B5,2015,25,46,6,Y031502
MP52,2012,9,30,8,Y031694
MP60,2013,30,50,7,Y031694
MP60,2014,6,28,10,Y031694
MP48,2011,17,36,8,Y032801
MP66,2011,11,47,8,Y032863
MP76,2012,6,23,5,Y032863
MP77,2013,40,57,6,Y032863
W98,2012,19,39,8,Y033142
O59,2015,18,39,9,Y033177
MP8,2012,13,37,6,Y033194
MP7,2013,26,47,4,Y033194
O105,2011,15,35,9,Y033404
O103,2012,24,58,12,Y033404
O108,2011,17,38,10,Y033405
O85,2012,15,39,8,Y033405
O85,2013,34,55,8,Y033405
EX28,2012,11,36,7,Y033804
W31,2011,12,32,11,Y033812
W37,2012,11,34,9,Y033812
W44,2013,35,54,7,Y033812
W33,2011,13,34,11,Y033824
W54,2012,16,44,10,Y033824
EX34,2011,14,35,10,Y033829
EX19A,2012,16,41,9,Y033829
EX19,2013,40,57,6,Y033829
EX43,2011,15,34,10,Y033840
W89,2011,13,34,10,Y033847
W89,2012,16,39,7,Y033847
CP2,2011,13,34,9,Y033849
EX4,2011,7,28,9,Y034201
EX8,2012,5,32,9,Y034201
EX21,2011,13,34,10,Y034204
EX9,2011,10,31,10,Y034205
EX10,2012,9,36,13,Y034205
W81,2011,18,36,10,Y034207
W71,2011,14,33,10,Y034208
W40,2011,14,33,9,Y034213
W40,2012,13,38,7,Y034213
W105,2011,20,38,6,Y034216
W104,2012,14,34,6,Y034216
W105,2013,35,51,5,Y034216
EX30,2011,24,43,7,Y034218
EX31A,2012,16,38,7,Y034218
EX20,2014,15,37,8,Y034218
EX19A,2015,29,47,6,Y034218
EX68,2011,11,32,9,Y034701
EX62E,2011,12,33,9,Y034702
EX62E,2012,17,39,6,Y034702
EX72A,2011,14,35,11,Y034705
CP22,2011,14,34,8,Y034711
CP33,2012,14,38,8,Y034711
W11,2011,18,38,10,Y034713
CP35,2011,16,36,11,Y034735
EX48,2011,19,40,10,Y034755
B62A,2012,15,40,9,Y035669
B108,2012,17,41,10,Y035689
B5,2013,34,55,9,Y035689
B56,2012,17,45,9,Y035692
B159,2013,28,49,8,Y035692
B161,2014,8,31,10,Y035692
C14,2012,7,30,7,Y035838
C113,2013,25,44,7,Y035838
C113,2014,5,28,10,Y035838
W105,2012,15,38,9,Y035845
CP39,2012,17,39,7,Y035875
CP42A,2012,11,33,8,Y035878
C41,2012,15,36,7,Y035971
C41,2013,27,47,7,Y035971
C40,2014,8,31,9,Y035971
C9A,2012,11,34,8,Y035975
O76,2012,13,35,6,Y146323
B35,2012,29,52,6,Y146544
B93,2012,31,53,7,Y146564
O69,2011,21,41,9,Y146902
MP92,2012,15,38,6,Y160115
B224,2012,21,47,8,Y160141
CP28,2012,3,27,9,Y160426
W19,2012,16,47,6,Y160435
W21,2013,32,57,9,Y160435
W19,2014,9,38,10,Y160435
W19,2015,16,41,9,Y160435
W47,2012,17,42,8,Y160456
SW112,2012,21,45,9,Y160473
O79,2013,33,54,4,Y160479
O80,2014,5,26,5,Y160479
O80,2015,23,43,5,Y160479
CP30,2012,10,31,9,Y160486
C25,2012,8,32,9,Y160492
C57,2013,27,48,8,Y160492
C125,2014,11,36,8,Y160492
C25,2015,20,44,8,Y160492
SW106,2012,9,30,7,Y160493
SW107,2014,7,27,7,Y160493
W14,2012,17,49,10,Y160505
CP20,2012,15,36,8,Y160531
CP20,2013,35,56,8,Y160531
SW47,2012,30,54,8,Y160591
P1,2012,28,58,10,Y160603
SW81,2013,33,58,10,Y160603
SW80,2014,14,38,8,Y160603
P6,2014,10,31,8,Y160606
B31,2013,38,56,5,Y160609
P5,2014,9,29,8,Y160609
B58,2012,25,47,8,Y160619
P8,2013,30,50,7,Y160620
SW67,2012,26,50,6,Y160628
B201,2013,33,54,5,Y160630
B207,2014,10,36,8,Y160630
B207,2015,17,39,9,Y160630
B207,2016,36,55,6,Y160630
MP81,2012,12,40,9,Y160650
W63,2012,12,46,11,Y160669
W92,2013,33,56,9,Y160669
EX32,2012,14,36,6,Y160678
EX18,2013,33,54,8,Y160678
O105,2012,24,43,6,Y160935
SW23,2012,24,49,5,Y160940
O51,2012,11,36,10,Y160942
EX63,2012,25,46,7,Y160960
EX46,2012,16,44,12,Y160979
EX55,2012,14,38,8,Y161003
EX56,2016,34,53,8,Y161003
O79,2012,30,50,8,Y161027
SW112,2013,34,55,8,Y161027
C117,2012,10,38,9,Y161053
C117,2013,28,48,8,Y161053
C30,2014,9,31,9,Y161053
W33,2013,44,64,5,Y161397
MP40,2012,12,35,9,Y161439
SW65,2012,19,42,6,Y161489
SW66,2013,30,52,7,Y161489
SW56,2012,13,43,9,Y161490
SW6,2012,4,34,7,Y161511
SW8,2013,25,46,7,Y161511
EX48,2012,21,45,9,Y161529
EX67,2013,43,68,9,Y161935
EX67,2014,13,37,9,Y161935
SW70,2013,31,54,8,Y162421
P2,2013,34,56,8,Y162433
SW81,2014,15,38,8,Y162433
SW82,2015,20,37,6,Y162433
SW83,2013,36,60,7,Y162481
W101,2013,29,50,8,Y162799
EX41B,2013,43,63,4,Y162866
SW49,2014,18,39,7,Y162940
SW68,2015,22,43,8,Y162940
SW39,2016,31,54,7,Y162940
SW41,2017,11,36,9,Y162940
EX39B,2014,18,38,8,Y162947
EX62B,2014,14,37,9,Y162955
EX62B,2015,18,41,9,Y162955
EX62C,2016,34,54,8,Y162955
W96,2014,15,39,9,Y162960
W100,2015,17,38,9,Y162960
EX60,2014,11,35,7,Y162961
EX60,2015,21,43,7,Y162961
O61,2014,18,39,6,Y162978
O60,2015,23,43,7,Y162978
B212,2014,21,42,8,Y163003
B212,2015,20,39,7,Y163003
MP34A,2014,17,39,7,Y163016
MP25,2015,13,35,8,Y163016
MP25,2016,26,46,7,Y163016
W33,2014,19,40,8,Y163075
W85,2014,7,31,9,Y163135
W65,2015,26,46,9,Y163135
W73,2014,9,34,9,Y163141
CP42A,2015,14,35,10,Y163150
CP35,2014,17,37,8,Y163155
CP31,2015,22,41,7,Y163155
CP10,2014,16,39,10,Y163161
CP9,2015,19,40,9,Y163161
CP28,2014,13,35,9,Y163166
CP33,2015,17,36,8,Y163166
MP95,2014,16,36,8,Y163178
MP95,2015,30,47,7,Y163178
MP95,2016,26,47,6,Y163178
MP94,2017,13,34,9,Y163178
EX43C,2015,19,41,11,Y163380
SW42,2013,28,50,6,Y163532
SW28,2014,8,35,9,Y163532
SW127,2013,28,47,7,Y163533
O64,2013,35,53,5,Y163543
O112,2013,31,52,7,Y163545
O73,2013,34,56,6,Y163548
O50,2013,38,58,9,Y163553
B68,2013,35,58,7,Y164653
C54,2014,8,32,9,Y164653
P19,2013,44,64,6,Y164792
P16,2014,18,38,9,Y164792
B79,2014,17,38,7,Y836237
B63,2014,16,38,9,Y836238
B63,2015,22,42,7,Y836238
CP40,2014,9,31,8,Y836978
W100,2013,31,52,8,Y836999
O68,2012,23,45,8,Y837211
EX56,2012,4,26,9,Y837301
EX52,2013,27,47,7,Y837301
EX52,2014,9,33,9,Y837301
EX52,2015,14,35,9,Y837301
W103,2012,25,44,5,Y837401
W17,2012,21,47,8,Y837403
B122,2013,38,58,5,Y837438
B24,2014,10,32,9,Y837438
B23,2015,19,42,8,Y837438
B24,2016,25,47,7,Y837438
B97,2013,33,50,4,Y837444
B106,2014,9,28,6,Y837444
B2,2015,30,48,5,Y837444
B125,2013,42,61,5,Y837456
B226,2014,6,31,9,Y837461
O117,2012,16,38,7,Y837605
MP34A,2015,17,39,9,Y837869
MP34,2016,25,47,9,Y837869
MP34A,2017,12,34,11,Y837869
MP44,2015,14,35,7,Y837879
CP34,2015,16,37,9,Y837896
C132,2012,11,33,8,Y838102
C17,2014,4,32,10,Y838102
